0.005,828.9041,23.7303
0.015,828.8934,23.7319
0.025,828.8971,23.7341
0.035,828.8859,23.7366
0.045,828.8921,23.739
0.055,828.8921,23.7435
0.065,828.8921,23.7466
0.075,828.8921,23.7481
0.085,828.8921,23.7504
0.095,828.8793,23.7514
0.105,828.8793,23.7521
0.115,828.8951,23.754
0.125,828.8793,23.7572
0.135,828.8793,23.7589
0.145,828.8737,23.7593
0.155,828.8737,23.7597
0.165,828.8737,23.7614
0.174,828.8737,23.7628
0.184,828.877,23.7639
0.194,828.8898,23.766
0.204,828.8818,23.7686
0.214,828.8922,23.7711
0.224,828.8936,23.7717
0.234,828.8922,23.7722
0.244,828.8818,23.7734
0.254,828.8816,23.7734
0.264,828.8639,23.7749
0.274,828.8639,23.7758
0.284,828.8639,23.7754
0.294,828.8661,23.7759
0.304,828.8738,23.777
0.314,828.8776,23.7791
0.324,828.8778,23.78
0.334,828.8778,23.7797
0.344,828.8776,23.7798
0.354,828.8776,23.7813
0.364,828.8699,23.7836
0.374,828.8688,23.7843
0.384,828.8699,23.7842
0.394,828.8869,23.7835
0.404,828.8832,23.7844
0.414,828.8909,23.7868
0.424,828.8947,23.7861
0.434,828.8974,23.7857
0.444,828.8947,23.7863
0.454,828.8947,23.7872
0.464,828.8947,23.7878
0.474,828.9003,23.788
0.484,828.8977,23.7905
0.494,828.8977,23.7916
0.504,828.8977,23.7914
0.514,828.8958,23.7923
0.524,828.8726,23.7937
0.534,828.8726,23.7937
0.544,828.8726,23.7935
0.554,828.8878,23.7947
0.564,828.8881,23.7958
0.574,828.8955,23.7957
0.584,828.8934,23.794
0.594,828.8881,23.7947
0.604,828.8894,23.7957
0.614,828.8934,23.794
0.624,828.8934,23.7937
0.634,828.8899,23.7962
0.644,828.8899,23.7975
0.654,828.8982,23.7977
0.664,828.8899,23.7973
0.674,828.8883,23.7983
0.684,828.8809,23.7996
0.694,828.8841,23.7995
0.704,828.8841,23.7996
0.714,828.8809,23.7994
0.724,828.8809,23.8002
0.734,828.8809,23.8005
0.744,828.8809,23.7999
0.754,828.8809,23.8005
0.764,828.8774,23.8012
0.774,828.8774,23.8016
0.784,828.886,23.8034
