%ArduinoTime [ms],Reference Position [rad],Measured Position [rad],Actual Current [A],Proportional Gain [Kp],Derivative Gain [Kd],Integral Gain [Ki],%4/17/20209:21 AM
374665,0,-0.04,0.078,100,0,0,
374665,0,-0.04,0.078,100,0,0,
374695,0,-0.04,0.078,100,0,0,
374695,0,-0.04,0.078,100,0,0,
374695,0,-0.04,0.078,100,0,0,
374725,0,-0.04,0.078,100,0,0,
374725,0,-0.04,0.078,100,0,0,
374725,0,-0.04,0.078,100,0,0,
374755,0,-0.04,0.078,100,0,0,
374755,0,-0.04,0.078,100,0,0,
374755,0,-0.04,0.078,100,0,0,
374785,0,-0.04,0.078,100,0,0,
374785,0,-0.04,0.078,100,0,0,
374785,0,-0.04,0.078,100,0,0,
374815,0,-0.04,0.078,100,0,0,
374815,0,-0.04,0.078,100,0,0,
374815,0,-0.04,0.078,100,0,0,
374845,0,-0.04,0.078,100,0,0,
374845,0,-0.04,0.078,100,0,0,
374845,0,-0.04,0.078,100,0,0,
374875,0,-0.04,0.078,100,0,0,
374875,0,-0.04,0.078,100,0,0,
374875,0,-0.04,0.078,100,0,0,
374905,0,-0.04,0.078,100,0,0,
374905,0,-0.04,0.078,100,0,0,
374905,0,-0.04,0.078,100,0,0,
374935,0,-0.04,0.078,100,0,0,
374935,0,-0.04,0.078,100,0,0,
374935,0,-0.04,0.078,100,0,0,
374965,0,-0.04,0.062,100,0,0,
374965,0,-0.04,0.062,100,0,0,
374965,0,-0.04,0.062,100,0,0,
374995,0,-0.04,0.062,100,0,0,
374995,0,-0.04,0.062,100,0,0,
374995,0,-0.04,0.062,100,0,0,
375025,0,-0.04,0.062,100,0,0,
375025,0,-0.04,0.062,100,0,0,
375025,0,-0.04,0.062,100,0,0,
375055,0,-0.03,0.062,100,0,0,
375055,0,-0.03,0.062,100,0,0,
375055,0,-0.03,0.062,100,0,0,
375085,0,-0.03,0.062,100,0,0,
375085,0,-0.03,0.062,100,0,0,
375085,0,-0.03,0.062,100,0,0,
375115,0,-0.03,0.062,100,0,0,
375115,0,-0.03,0.062,100,0,0,
375115,0,-0.03,0.062,100,0,0,
375145,0,-0.03,0.062,100,0,0,
375145,0,-0.03,0.062,100,0,0,
375145,0,-0.03,0.062,100,0,0,
375175,0,-0.03,0.062,100,0,0,
375175,0,-0.03,0.062,100,0,0,
375175,0,-0.03,0.062,100,0,0,
375205,0,-0.03,0.062,100,0,0,
375205,0,-0.03,0.062,100,0,0,
375205,0,-0.03,0.062,100,0,0,
375235,0,-0.03,0.062,100,0,0,
375235,0,-0.03,0.062,100,0,0,
375235,0,-0.03,0.062,100,0,0,
375265,0,-0.04,0.062,100,0,0,
375265,0,-0.04,0.062,100,0,0,
375265,0,-0.04,0.062,100,0,0,
375295,0,-0.04,0.062,100,0,0,
375295,0,-0.04,0.062,100,0,0,
375295,0,-0.04,0.062,100,0,0,
375325,0,-0.04,0.062,100,0,0,
375325,0,-0.04,0.062,100,0,0,
375325,0,-0.04,0.062,100,0,0,
375355,0,-0.04,0.062,100,0,0,
375355,0,-0.04,0.062,100,0,0,
375355,0,-0.04,0.062,100,0,0,
375385,0,-0.04,0.078,100,0,0,
375385,0,-0.04,0.078,100,0,0,
375385,0,-0.04,0.078,100,0,0,
375415,0,-0.04,0.078,100,0,0,
375415,0,-0.04,0.078,100,0,0,
375415,0,-0.04,0.078,100,0,0,
375445,0,-0.04,0.078,100,0,0,
375445,0,-0.04,0.078,100,0,0,
375445,0,-0.04,0.078,100,0,0,
375475,0,-0.04,0.078,100,0,0,
375475,0,-0.04,0.078,100,0,0,
375475,0,-0.04,0.078,100,0,0,
375505,0,-0.04,0.078,100,0,0,
375505,0,-0.04,0.078,100,0,0,
375505,0,-0.04,0.078,100,0,0,
375535,0,-0.04,0.078,100,0,0,
375535,0,-0.04,0.078,100,0,0,
375535,0,-0.04,0.078,100,0,0,
375565,0,-0.04,0.078,100,0,0,
375565,0,-0.04,0.078,100,0,0,
375565,0,-0.04,0.078,100,0,0,
375595,0,-0.04,0.078,100,0,0,
375595,0,-0.04,0.078,100,0,0,
375595,0,-0.04,0.078,100,0,0,
375625,0,-0.04,0.078,100,0,0,
375625,0,-0.04,0.078,100,0,0,
375625,0,-0.04,0.078,100,0,0,
375655,0,-0.04,0.078,100,0,0,
375655,0,-0.04,0.078,100,0,0,
375655,0,-0.04,0.078,100,0,0,
375685,0,-0.04,0.078,100,0,0,
375685,0,-0.04,0.078,100,0,0,
375685,0,-0.04,0.078,100,0,0,
375715,0,-0.04,0.062,100,0,0,
375715,0,-0.04,0.062,100,0,0,
375715,0,-0.04,0.062,100,0,0,
375745,0,-0.04,0.062,100,0,0,
375745,0,-0.04,0.062,100,0,0,
375745,0,-0.04,0.062,100,0,0,
375775,0,-0.04,0.062,100,0,0,
375775,0,-0.04,0.062,100,0,0,
375775,0,-0.04,0.062,100,0,0,
375805,0,-0.04,0.062,100,0,0,
375805,0,-0.04,0.062,100,0,0,
375805,0,-0.04,0.062,100,0,0,
375835,0,-0.04,0.062,100,0,0,
375835,0,-0.04,0.062,100,0,0,
375835,0,-0.04,0.062,100,0,0,
375865,0,-0.04,0.062,100,0,0,
375865,0,-0.04,0.062,100,0,0,
375865,0,-0.04,0.062,100,0,0,
375895,0,-0.04,0.062,100,0,0,
375895,0,-0.04,0.062,100,0,0,
375895,0,-0.04,0.062,100,0,0,
375925,0,-0.04,0.062,100,0,0,
375925,0,-0.04,0.062,100,0,0,
375925,0,-0.04,0.062,100,0,0,
375955,0,-0.04,0.062,100,0,0,
375955,0,-0.04,0.062,100,0,0,
375955,0,-0.04,0.062,100,0,0,
375985,0,-0.04,0.062,100,0,0,
375985,0,-0.04,0.062,100,0,0,
375985,0,-0.04,0.062,100,0,0,
376015,0,-0.04,0.062,100,0,0,
376015,0,-0.04,0.062,100,0,0,
376015,0,-0.04,0.062,100,0,0,
376045,0,-0.04,0.062,100,0,0,
376045,0,-0.04,0.062,100,0,0,
376045,0,-0.04,0.062,100,0,0,
376075,0,-0.04,0.078,100,0,0,
376075,0,-0.04,0.078,100,0,0,
376075,0,-0.04,0.078,100,0,0,
376105,0,-0.04,0.078,100,0,0,
376105,0,-0.04,0.078,100,0,0,
376105,0,-0.04,0.078,100,0,0,
376135,0,-0.04,0.078,100,0,0,
376135,0,-0.04,0.078,100,0,0,
376135,0,-0.04,0.078,100,0,0,
376165,0,-0.04,0.078,100,0,0,
376165,0,-0.04,0.078,100,0,0,
376165,0,-0.04,0.078,100,0,0,
376195,0,-0.04,0.078,100,0,0,
376195,0,-0.04,0.078,100,0,0,
376195,0,-0.04,0.078,100,0,0,
376225,0,-0.04,0.078,100,0,0,
376225,0,-0.04,0.078,100,0,0,
376225,0,-0.04,0.078,100,0,0,
376255,0,-0.04,0.078,100,0,0,
376255,0,-0.04,0.078,100,0,0,
376255,0,-0.04,0.078,100,0,0,
376285,0,-0.04,0.078,100,0,0,
376285,0,-0.04,0.078,100,0,0,
376285,0,-0.04,0.078,100,0,0,
376315,0,-0.04,0.062,100,0,0,
376315,0,-0.04,0.062,100,0,0,
376315,0,-0.04,0.062,100,0,0,
376345,0,-0.04,0.062,100,0,0,
376345,0,-0.04,0.062,100,0,0,
376345,0,-0.04,0.062,100,0,0,
376375,0,-0.04,0.062,100,0,0,
376375,0,-0.04,0.062,100,0,0,
376375,0,-0.04,0.062,100,0,0,
376405,0,-0.04,0.062,100,0,0,
376405,0,-0.04,0.062,100,0,0,
376405,0,-0.04,0.062,100,0,0,
376435,0,-0.04,0.062,100,0,0,
376435,0,-0.04,0.062,100,0,0,
376435,0,-0.04,0.062,100,0,0,
376465,0,-0.04,0.062,100,0,0,
376465,0,-0.04,0.062,100,0,0,
376465,0,-0.04,0.062,100,0,0,
376495,0,-0.04,0.062,100,0,0,
376495,0,-0.04,0.062,100,0,0,
376495,0,-0.04,0.062,100,0,0,
376525,0,-0.04,0.062,100,0,0,
376525,0,-0.04,0.062,100,0,0,
376525,0,-0.04,0.062,100,0,0,
376555,0,-0.04,0.062,100,0,0,
376555,0,-0.04,0.062,100,0,0,
376555,0,-0.04,0.062,100,0,0,
376585,0,-0.04,0.062,100,0,0,
376585,0,-0.04,0.062,100,0,0,
376585,0,-0.04,0.062,100,0,0,
376615,0,-0.04,0.062,100,0,0,
376615,0,-0.04,0.062,100,0,0,
376615,0,-0.04,0.062,100,0,0,
376645,0,-0.04,0.062,100,0,0,
376645,0,-0.04,0.062,100,0,0,
376645,0,-0.04,0.062,100,0,0,
376675,0,-0.04,0.078,100,0,0,
376675,0,-0.04,0.078,100,0,0,
376675,0,-0.04,0.078,100,0,0,
376705,0,-0.04,0.078,100,0,0,
376705,0,-0.04,0.078,100,0,0,
376705,0,-0.04,0.078,100,0,0,
376735,0,-0.04,0.078,100,0,0,
376735,0,-0.04,0.078,100,0,0,
376735,0,-0.04,0.078,100,0,0,
376765,0,-0.04,0.078,100,0,0,
376765,0,-0.04,0.078,100,0,0,
376765,0,-0.04,0.078,100,0,0,
376795,0,-0.04,0.078,100,0,0,
376795,0,-0.04,0.078,100,0,0,
376795,0,-0.04,0.078,100,0,0,
376825,0,-0.04,0.078,100,0,0,
376825,0,-0.04,0.078,100,0,0,
376825,0,-0.04,0.078,100,0,0,
376855,0,-0.04,0.062,100,0,0,
376855,0,-0.04,0.062,100,0,0,
376855,0,-0.04,0.062,100,0,0,
376885,0,-0.04,0.062,100,0,0,
376885,0,-0.04,0.062,100,0,0,
376885,0,-0.04,0.062,100,0,0,
376915,0,-0.04,0.062,100,0,0,
376915,0,-0.04,0.062,100,0,0,
376915,0,-0.04,0.062,100,0,0,
376945,0,-0.04,0.062,100,0,0,
376945,0,-0.04,0.062,100,0,0,
376945,0,-0.04,0.062,100,0,0,
376975,0,-0.04,0.062,100,0,0,
376975,0,-0.04,0.062,100,0,0,
376975,0,-0.04,0.062,100,0,0,
377005,0,-0.04,0.062,100,0,0,
377005,0,-0.04,0.062,100,0,0,
377005,0,-0.04,0.062,100,0,0,
377035,0,-0.04,0.062,100,0,0,
377035,0,-0.04,0.062,100,0,0,
377035,0,-0.04,0.062,100,0,0,
377065,0,-0.04,0.062,100,0,0,
377065,0,-0.04,0.062,100,0,0,
377065,0,-0.04,0.062,100,0,0,
377095,0,-0.04,0.062,100,0,0,
377095,0,-0.04,0.062,100,0,0,
377095,0,-0.04,0.062,100,0,0,
377125,0,-0.04,0.062,100,0,0,
377125,0,-0.04,0.062,100,0,0,
377125,0,-0.04,0.062,100,0,0,
377155,0,-0.04,0.062,100,0,0,
377155,0,-0.04,0.062,100,0,0,
377155,0,-0.04,0.062,100,0,0,
377185,0,-0.04,0.078,100,0,0,
377185,0,-0.04,0.078,100,0,0,
377185,0,-0.04,0.078,100,0,0,
377215,0,-0.04,0.078,100,0,0,
377215,0,-0.04,0.078,100,0,0,
377215,0,-0.04,0.078,100,0,0,
377245,0,-0.04,0.078,100,0,0,
377245,0,-0.04,0.078,100,0,0,
377245,0,-0.04,0.078,100,0,0,
377275,0,-0.04,0.078,100,0,0,
377275,0,-0.04,0.078,100,0,0,
377275,0,-0.04,0.078,100,0,0,
377305,0,-0.04,0.078,100,0,0,
377305,0,-0.04,0.078,100,0,0,
377305,0,-0.04,0.078,100,0,0,
377335,0,-0.04,0.078,100,0,0,
377335,0,-0.04,0.078,100,0,0,
377335,0,-0.04,0.078,100,0,0,
377365,0,-0.04,0.078,100,0,0,
377365,0,-0.04,0.078,100,0,0,
377365,0,-0.04,0.078,100,0,0,
377395,0,-0.04,0.062,100,0,0,
377395,0,-0.04,0.062,100,0,0,
377395,0,-0.04,0.062,100,0,0,
377425,0,-0.04,0.062,100,0,0,
377425,0,-0.04,0.062,100,0,0,
377425,0,-0.04,0.062,100,0,0,
377455,0,-0.04,0.062,100,0,0,
377455,0,-0.04,0.062,100,0,0,
377455,0,-0.04,0.062,100,0,0,
377485,0,-0.04,0.062,100,0,0,
377485,0,-0.04,0.062,100,0,0,
377485,0,-0.04,0.062,100,0,0,
377515,0,-0.04,0.062,100,0,0,
377515,0,-0.04,0.062,100,0,0,
377515,0,-0.04,0.062,100,0,0,
377545,0,-0.04,0.062,100,0,0,
377545,0,-0.04,0.062,100,0,0,
377545,0,-0.04,0.062,100,0,0,
377575,0,-0.04,0.062,100,0,0,
377575,0,-0.04,0.062,100,0,0,
377575,0,-0.04,0.062,100,0,0,
377605,0,-0.04,0.062,100,0,0,
377605,0,-0.04,0.062,100,0,0,
377605,0,-0.04,0.062,100,0,0,
377635,0,-0.04,0.062,100,0,0,
377635,0,-0.04,0.062,100,0,0,
377635,0,-0.04,0.062,100,0,0,
377665,0,-0.04,0.062,100,0,0,
377665,0,-0.04,0.062,100,0,0,
377665,0,-0.04,0.062,100,0,0,
377695,0,-0.04,0.078,100,0,0,
377695,0,-0.04,0.078,100,0,0,
377695,0,-0.04,0.078,100,0,0,
377725,0,-0.04,0.078,100,0,0,
377725,0,-0.04,0.078,100,0,0,
377725,0,-0.04,0.078,100,0,0,
377755,0,-0.04,0.078,100,0,0,
377755,0,-0.04,0.078,100,0,0,
377755,0,-0.04,0.078,100,0,0,
377785,0,-0.04,0.078,100,0,0,
377785,0,-0.04,0.078,100,0,0,
377785,0,-0.04,0.078,100,0,0,
377815,0,-0.04,0.078,100,0,0,
377815,0,-0.04,0.078,100,0,0,
377815,0,-0.04,0.078,100,0,0,
377845,0,-0.04,0.078,100,0,0,
377845,0,-0.04,0.078,100,0,0,
377845,0,-0.04,0.078,100,0,0,
377875,0,-0.04,0.078,100,0,0,
377875,0,-0.04,0.078,100,0,0,
377875,0,-0.04,0.078,100,0,0,
377905,0,-0.04,0.078,100,0,0,
377905,0,-0.04,0.078,100,0,0,
377905,0,-0.04,0.078,100,0,0,
377935,0,-0.04,0.078,100,0,0,
377935,0,-0.04,0.078,100,0,0,
377935,0,-0.04,0.078,100,0,0,
377965,0,-0.04,0.062,100,0,0,
377965,0,-0.04,0.062,100,0,0,
377965,0,-0.04,0.062,100,0,0,
377995,0,-0.04,0.062,100,0,0,
377995,0,-0.04,0.062,100,0,0,
377995,0,-0.04,0.062,100,0,0,
378025,0,-0.04,0.062,100,0,0,
378025,0,-0.04,0.062,100,0,0,
378025,0,-0.04,0.062,100,0,0,
378055,0,-0.04,0.062,100,0,0,
378055,0,-0.04,0.062,100,0,0,
378055,0,-0.04,0.062,100,0,0,
378085,0,-0.04,0.062,100,0,0,
378085,0,-0.04,0.062,100,0,0,
378085,0,-0.04,0.062,100,0,0,
378115,0,-0.04,0.062,100,0,0,
378115,0,-0.04,0.062,100,0,0,
378115,0,-0.04,0.062,100,0,0,
378145,0,-0.04,0.062,100,0,0,
378145,0,-0.04,0.062,100,0,0,
378145,0,-0.04,0.062,100,0,0,
378175,0,-0.04,0.062,100,0,0,
378175,0,-0.04,0.062,100,0,0,
378175,0,-0.04,0.062,100,0,0,
378205,0,-0.04,0.062,100,0,0,
378205,0,-0.04,0.062,100,0,0,
378205,0,-0.04,0.062,100,0,0,
378235,0,-0.04,0.078,100,0,0,
378235,0,-0.04,0.078,100,0,0,
378235,0,-0.04,0.078,100,0,0,
378265,0,-0.04,0.078,100,0,0,
378265,0,-0.04,0.078,100,0,0,
378265,0,-0.04,0.078,100,0,0,
378295,0,-0.04,0.078,100,0,0,
378295,0,-0.04,0.078,100,0,0,
378295,0,-0.04,0.078,100,0,0,
378325,0,-0.04,0.078,100,0,0,
378325,0,-0.04,0.078,100,0,0,
378325,0,-0.04,0.078,100,0,0,
378355,0,-0.04,0.078,100,0,0,
378355,0,-0.04,0.078,100,0,0,
378355,0,-0.04,0.078,100,0,0,
378385,0,-0.04,0.078,100,0,0,
378385,0,-0.04,0.078,100,0,0,
378385,0,-0.04,0.078,100,0,0,
378415,0,-0.04,0.078,100,0,0,
378415,0,-0.04,0.078,100,0,0,
378415,0,-0.04,0.078,100,0,0,
378445,0,-0.04,0.078,100,0,0,
378445,0,-0.04,0.078,100,0,0,
378445,0,-0.04,0.078,100,0,0,
378475,0,-0.04,0.078,100,0,0,
378475,0,-0.04,0.078,100,0,0,
378475,0,-0.04,0.078,100,0,0,
378505,0,-0.04,0.078,100,0,0,
378505,0,-0.04,0.078,100,0,0,
378505,0,-0.04,0.078,100,0,0,
378535,0,-0.04,0.078,100,0,0,
378535,0,-0.04,0.078,100,0,0,
378535,0,-0.04,0.078,100,0,0,
378565,0,-0.04,0.062,100,0,0,
378565,0,-0.04,0.062,100,0,0,
378565,0,-0.04,0.062,100,0,0,
378595,0,-0.04,0.062,100,0,0,
378595,0,-0.04,0.062,100,0,0,
378595,0,-0.04,0.062,100,0,0,
378625,0,-0.04,0.062,100,0,0,
378625,0,-0.04,0.062,100,0,0,
378625,0,-0.04,0.062,100,0,0,
378655,0,-0.04,0.062,100,0,0,
378655,0,-0.04,0.062,100,0,0,
378655,0,-0.04,0.062,100,0,0,
378685,0,-0.04,0.062,100,0,0,
378685,0,-0.04,0.062,100,0,0,
378685,0,-0.04,0.062,100,0,0,
378715,0,-0.04,0.062,100,0,0,
378715,0,-0.04,0.062,100,0,0,
378715,0,-0.04,0.062,100,0,0,
378745,0,-0.04,0.062,100,0,0,
378745,0,-0.04,0.062,100,0,0,
378745,0,-0.04,0.062,100,0,0,
378775,0,-0.04,0.062,100,0,0,
378775,0,-0.04,0.062,100,0,0,
378775,0,-0.04,0.062,100,0,0,
378805,0,-0.04,0.078,100,0,0,
378805,0,-0.04,0.078,100,0,0,
378805,0,-0.04,0.078,100,0,0,
378835,0,-0.04,0.078,100,0,0,
378835,0,-0.04,0.078,100,0,0,
378835,0,-0.04,0.078,100,0,0,
378865,0,-0.04,0.078,100,0,0,
378865,0,-0.04,0.078,100,0,0,
378865,0,-0.04,0.078,100,0,0,
378895,0,-0.04,0.078,100,0,0,
378895,0,-0.04,0.078,100,0,0,
378895,0,-0.04,0.078,100,0,0,
378925,0,-0.04,0.078,100,0,0,
378925,0,-0.04,0.078,100,0,0,
378925,0,-0.04,0.078,100,0,0,
378955,0,-0.04,0.078,100,0,0,
378955,0,-0.04,0.078,100,0,0,
378955,0,-0.04,0.078,100,0,0,
378985,0,-0.04,0.078,100,0,0,
378985,0,-0.04,0.078,100,0,0,
378985,0,-0.04,0.078,100,0,0,
379015,0,-0.04,0.078,100,0,0,
379015,0,-0.04,0.078,100,0,0,
379015,0,-0.04,0.078,100,0,0,
379045,0,-0.04,0.078,100,0,0,
379045,0,-0.04,0.078,100,0,0,
379045,0,-0.04,0.078,100,0,0,
379075,0,-0.04,0.078,100,0,0,
379075,0,-0.04,0.078,100,0,0,
379075,0,-0.04,0.078,100,0,0,
379105,0,-0.04,0.078,100,0,0,
379105,0,-0.04,0.078,100,0,0,
379105,0,-0.04,0.078,100,0,0,
379135,0,-0.04,0.062,100,0,0,
379135,0,-0.04,0.062,100,0,0,
379135,0,-0.04,0.062,100,0,0,
379165,0,-0.04,0.062,100,0,0,
379165,0,-0.04,0.062,100,0,0,
379165,0,-0.04,0.062,100,0,0,
379195,0,-0.04,0.062,100,0,0,
379195,0,-0.04,0.062,100,0,0,
379195,0,-0.04,0.062,100,0,0,
379225,0,-0.04,0.062,100,0,0,
379225,0,-0.04,0.062,100,0,0,
379225,0,-0.04,0.062,100,0,0,
379255,0,-0.04,0.062,100,0,0,
379255,0,-0.04,0.062,100,0,0,
379255,0,-0.04,0.062,100,0,0,
379285,0,-0.04,0.062,100,0,0,
379285,0,-0.04,0.062,100,0,0,
379285,0,-0.04,0.062,100,0,0,
379315,0,-0.04,0.062,100,0,0,
379315,0,-0.04,0.062,100,0,0,
379315,0,-0.04,0.062,100,0,0,
379345,0,-0.04,0.078,100,0,0,
379345,0,-0.04,0.078,100,0,0,
379345,0,-0.04,0.078,100,0,0,
379375,0,-0.04,0.078,100,0,0,
379375,0,-0.04,0.078,100,0,0,
379375,0,-0.04,0.078,100,0,0,
379405,0,-0.04,0.078,100,0,0,
379405,0,-0.04,0.078,100,0,0,
379405,0,-0.04,0.078,100,0,0,
379435,0,-0.04,0.078,100,0,0,
379435,0,-0.04,0.078,100,0,0,
379435,0,-0.04,0.078,100,0,0,
379465,0,-0.04,0.078,100,0,0,
379465,0,-0.04,0.078,100,0,0,
379465,0,-0.04,0.078,100,0,0,
379495,0,-0.04,0.078,100,0,0,
379495,0,-0.04,0.078,100,0,0,
379495,0,-0.04,0.078,100,0,0,
379525,0,-0.04,0.078,100,0,0,
379525,0,-0.04,0.078,100,0,0,
379525,0,-0.04,0.078,100,0,0,
379555,0,-0.04,0.078,100,0,0,
379555,0,-0.04,0.078,100,0,0,
379555,0,-0.04,0.078,100,0,0,
379585,0,-0.04,0.078,100,0,0,
379585,0,-0.04,0.078,100,0,0,
379585,0,-0.04,0.078,100,0,0,
379615,0,-0.04,0.078,100,0,0,
379615,0,-0.04,0.078,100,0,0,
379615,0,-0.04,0.078,100,0,0,
379645,0,-0.04,0.078,100,0,0,
379645,0,-0.04,0.078,100,0,0,
379645,0,-0.04,0.078,100,0,0,
379675,0,-0.04,0.062,100,0,0,
379675,0,-0.04,0.062,100,0,0,
379675,0,-0.04,0.062,100,0,0,
379705,0,-0.04,0.062,100,0,0,
379705,0,-0.04,0.062,100,0,0,
379705,0,-0.04,0.062,100,0,0,
379735,0,-0.04,0.062,100,0,0,
379735,0,-0.04,0.062,100,0,0,
379735,0,-0.04,0.062,100,0,0,
379765,0,-0.04,0.062,100,0,0,
379765,0,-0.04,0.062,100,0,0,
379765,0,-0.04,0.062,100,0,0,
379795,0,-0.04,0.062,100,0,0,
379795,0,-0.04,0.062,100,0,0,
379795,0,-0.04,0.062,100,0,0,
379825,0,-0.04,0.062,100,0,0,
379825,0,-0.04,0.062,100,0,0,
379825,0,-0.04,0.062,100,0,0,
379855,0,-0.04,0.078,100,0,0,
379855,0,-0.04,0.078,100,0,0,
379855,0,-0.04,0.078,100,0,0,
379885,0,-0.04,0.078,100,0,0,
379885,0,-0.04,0.078,100,0,0,
379885,0,-0.04,0.078,100,0,0,
379915,0,-0.04,0.078,100,0,0,
379915,0,-0.04,0.078,100,0,0,
379915,0,-0.04,0.078,100,0,0,
379945,0,-0.04,0.078,100,0,0,
379945,0,-0.04,0.078,100,0,0,
379945,0,-0.04,0.078,100,0,0,
379975,0,-0.04,0.078,100,0,0,
379975,0,-0.04,0.078,100,0,0,
379975,0,-0.04,0.078,100,0,0,
380005,0,-0.04,0.078,100,0,0,
380005,0,-0.04,0.078,100,0,0,
380005,0,-0.04,0.078,100,0,0,
380035,0,-0.04,0.078,100,0,0,
380035,0,-0.04,0.078,100,0,0,
380035,0,-0.04,0.078,100,0,0,
380065,0,-0.04,0.078,100,0,0,
380065,0,-0.04,0.078,100,0,0,
380065,0,-0.04,0.078,100,0,0,
380095,0,-0.04,0.078,100,0,0,
380095,0,-0.04,0.078,100,0,0,
380095,0,-0.04,0.078,100,0,0,
380125,0,-0.04,0.078,100,0,0,
380125,0,-0.04,0.078,100,0,0,
380125,0,-0.04,0.078,100,0,0,
380155,0,-0.04,0.078,100,0,0,
380155,0,-0.04,0.078,100,0,0,
380155,0,-0.04,0.078,100,0,0,
380185,0,-0.04,0.078,100,0,0,
380185,0,-0.04,0.078,100,0,0,
380185,0,-0.04,0.078,100,0,0,
380215,0,-0.04,0.078,100,0,0,
380215,0,-0.04,0.078,100,0,0,
380215,0,-0.04,0.078,100,0,0,
380245,0,-0.04,0.062,100,0,0,
380245,0,-0.04,0.062,100,0,0,
380245,0,-0.04,0.062,100,0,0,
380275,0,-0.04,0.062,100,0,0,
380275,0,-0.04,0.062,100,0,0,
380275,0,-0.04,0.062,100,0,0,
380305,0,-0.04,0.062,100,0,0,
380305,0,-0.04,0.062,100,0,0,
380305,0,-0.04,0.062,100,0,0,
380335,0,-0.04,0.062,100,0,0,
380335,0,-0.04,0.062,100,0,0,
380335,0,-0.04,0.062,100,0,0,
380365,0,-0.04,0.062,100,0,0,
380365,0,-0.04,0.062,100,0,0,
380365,0,-0.04,0.062,100,0,0,
380395,0,-0.04,0.078,100,0,0,
380395,0,-0.04,0.078,100,0,0,
380395,0,-0.04,0.078,100,0,0,
380425,0,-0.04,0.078,100,0,0,
380425,0,-0.04,0.078,100,0,0,
380425,0,-0.04,0.078,100,0,0,
380455,0,-0.04,0.078,100,0,0,
380455,0,-0.04,0.078,100,0,0,
380455,0,-0.04,0.078,100,0,0,
380485,0,-0.04,0.078,100,0,0,
380485,0,-0.04,0.078,100,0,0,
380485,0,-0.04,0.078,100,0,0,
380515,0,-0.04,0.078,100,0,0,
380515,0,-0.04,0.078,100,0,0,
380515,0,-0.04,0.078,100,0,0,
380545,0,-0.04,0.078,100,0,0,
380545,0,-0.04,0.078,100,0,0,
380545,0,-0.04,0.078,100,0,0,
380575,0,-0.04,0.078,100,0,0,
380575,0,-0.04,0.078,100,0,0,
380575,0,-0.04,0.078,100,0,0,
380605,0,-0.04,0.078,100,0,0,
380605,0,-0.04,0.078,100,0,0,
380605,0,-0.04,0.078,100,0,0,
380635,0,-0.04,0.078,100,0,0,
380635,0,-0.04,0.078,100,0,0,
380635,0,-0.04,0.078,100,0,0,
380665,0,-0.04,0.078,100,0,0,
380665,0,-0.04,0.078,100,0,0,
380665,0,-0.04,0.078,100,0,0,
380695,0,-0.04,0.078,100,0,0,
380695,0,-0.04,0.078,100,0,0,
380695,0,-0.04,0.078,100,0,0,
380725,0,-0.04,0.078,100,0,0,
380725,0,-0.04,0.078,100,0,0,
380725,0,-0.04,0.078,100,0,0,
380755,0,-0.04,0.078,100,0,0,
380755,0,-0.04,0.078,100,0,0,
380755,0,-0.04,0.078,100,0,0,
380785,0,-0.04,0.078,100,0,0,
380785,0,-0.04,0.078,100,0,0,
380785,0,-0.04,0.078,100,0,0,
380815,0,-0.04,0.062,100,0,0,
380815,0,-0.04,0.062,100,0,0,
380815,0,-0.04,0.062,100,0,0,
380845,0,-0.04,0.062,100,0,0,
380845,0,-0.04,0.062,100,0,0,
380845,0,-0.04,0.062,100,0,0,
380875,0,-0.04,0.062,100,0,0,
380875,0,-0.04,0.062,100,0,0,
380875,0,-0.04,0.062,100,0,0,
380905,0,-0.04,0.062,100,0,0,
380905,0,-0.04,0.062,100,0,0,
380905,0,-0.04,0.062,100,0,0,
380935,0,-0.04,0.078,100,0,0,
380935,0,-0.04,0.078,100,0,0,
380935,0,-0.04,0.078,100,0,0,
380965,0,-0.04,0.078,100,0,0,
380965,0,-0.04,0.078,100,0,0,
380965,0,-0.04,0.078,100,0,0,
380995,0,-0.04,0.078,100,0,0,
380995,0,-0.04,0.078,100,0,0,
380995,0,-0.04,0.078,100,0,0,
381025,0,-0.04,0.078,100,0,0,
381025,0,-0.04,0.078,100,0,0,
381025,0,-0.04,0.078,100,0,0,
381055,0,-0.04,0.078,100,0,0,
381055,0,-0.04,0.078,100,0,0,
381055,0,-0.04,0.078,100,0,0,
381085,0,-0.04,0.078,100,0,0,
381085,0,-0.04,0.078,100,0,0,
381085,0,-0.04,0.078,100,0,0,
381115,0,-0.04,0.078,100,0,0,
381115,0,-0.04,0.078,100,0,0,
381115,0,-0.04,0.078,100,0,0,
381145,0,-0.04,0.078,100,0,0,
381145,0,-0.04,0.078,100,0,0,
381145,0,-0.04,0.078,100,0,0,
381175,0,-0.04,0.078,100,0,0,
381175,0,-0.04,0.078,100,0,0,
381175,0,-0.04,0.078,100,0,0,
381205,0,-0.04,0.078,100,0,0,
381205,0,-0.04,0.078,100,0,0,
381205,0,-0.04,0.078,100,0,0,
381235,0,-0.04,0.078,100,0,0,
381235,0,-0.04,0.078,100,0,0,
381235,0,-0.04,0.078,100,0,0,
381265,0,-0.04,0.078,100,0,0,
381265,0,-0.04,0.078,100,0,0,
381265,0,-0.04,0.078,100,0,0,
