%Time [ms],Commanded Torque [mNm],Angular Velocity [RPM],Actual Current [Amp],%3/6/20209:42 AM
4790,2,-13.672,0.063,
4800,2,-13.672,0.063,
4810,2,11.719,0.052,
4820,2,11.719,0.052,
4830,2,11.719,0.052,
4840,2,48.828,0.045,
4850,2,48.828,0.045,
4860,2,48.828,0.045,
4870,2,-3.906,0.06,
4880,2,-3.906,0.06,
4890,2,-3.906,0.06,
4900,2,41.016,0.059,
4910,2,41.016,0.059,
4920,2,41.016,0.059,
4930,2,33.203,0.046,
4940,2,33.203,0.046,
4950,2,33.203,0.046,
4960,2,5.859,0.055,
4970,2,5.859,0.055,
4980,2,5.859,0.055,
4990,2,25.391,0.068,
5000,2,25.391,0.068,
5010,2,25.391,0.068,
5020,2,27.344,0.067,
5030,2,27.344,0.067,
5040,2,27.344,0.067,
5050,2,17.578,0.07,
5060,2,17.578,0.07,
5070,2,17.578,0.07,
5080,2,1.953,0.056,
5090,2,1.953,0.056,
5100,2,1.953,0.056,
5110,2,-3.906,0.072,
5120,2,-3.906,0.072,
5130,2,-3.906,0.072,
5140,2,37.109,0.063,
5150,2,37.109,0.063,
5160,2,37.109,0.063,
5170,2,-3.906,0.054,
5180,2,-3.906,0.054,
5190,2,-3.906,0.054,
5200,2,-19.531,0.076,
5210,2,-19.531,0.076,
5220,2,-19.531,0.076,
5230,2,11.719,0.079,
5240,2,11.719,0.079,
5250,2,11.719,0.079,
5260,2,-13.672,0.05,
5270,2,-13.672,0.05,
5280,2,-13.672,0.05,
5290,2,19.531,0.05,
5300,2,19.531,0.05,
5310,2,19.531,0.05,
5320,2,-3.906,0.074,
5330,2,-3.906,0.074,
5340,2,-3.906,0.074,
5350,2,46.875,0.069,
5360,2,46.875,0.069,
5370,2,46.875,0.069,
5380,2,29.297,0.051,
5390,2,29.297,0.051,
5400,2,29.297,0.051,
5410,2,13.672,0.035,
5420,2,13.672,0.035,
5440,2,42.969,0.064,
5450,2,42.969,0.064,
5460,2,42.969,0.064,
5470,2,-21.484,0.067,
5480,2,-21.484,0.067,
5490,2,-21.484,0.067,
5500,2,27.344,0.051,
5510,2,27.344,0.051,
5520,2,27.344,0.051,
5530,2,5.859,0.063,
5540,2,5.859,0.063,
5550,2,5.859,0.063,
5560,2,25.391,0.034,
5570,2,25.391,0.034,
5580,2,25.391,0.034,
5590,2,39.062,0.061,
5600,2,39.062,0.061,
5610,2,39.062,0.061,
5620,2,19.531,0.061,
5630,2,19.531,0.061,
5640,2,19.531,0.061,
5650,2,-7.812,0.072,
5660,2,-7.812,0.072,
5670,2,-7.812,0.072,
5680,2,35.156,0.056,
5690,2,35.156,0.056,
5700,2,35.156,0.056,
5710,2,-1.953,0.052,
5720,2,-1.953,0.052,
5730,2,-1.953,0.052,
5740,2,29.297,0.047,
5750,2,29.297,0.047,
5760,2,29.297,0.047,
5770,2,7.812,0.046,
5780,2,7.812,0.046,
5790,2,7.812,0.046,
5800,2,21.484,0.075,
5810,2,21.484,0.075,
5820,2,21.484,0.075,
5830,2,29.297,0.058,
5840,2,29.297,0.058,
5850,2,29.297,0.058,
5860,2,27.344,0.065,
5870,2,27.344,0.065,
5880,2,27.344,0.065,
5890,2,31.25,0.069,
5900,2,31.25,0.069,
5910,2,31.25,0.069,
5920,2,5.859,0.036,
5930,2,5.859,0.036,
5940,2,5.859,0.036,
5950,2,46.875,0.062,
5960,2,46.875,0.062,
5970,2,46.875,0.062,
5980,2,31.25,0.059,
5990,2,31.25,0.059,
6000,2,31.25,0.059,
6010,2,19.531,0.055,
6020,2,19.531,0.055,
6030,2,19.531,0.055,
6040,2,31.25,0.038,
6050,2,31.25,0.038,
6060,2,31.25,0.038,
6070,2,19.531,0.072,
6080,2,19.531,0.072,
6090,2,19.531,0.072,
6100,2,19.531,0.072,
6110,2,19.531,0.072,
6120,2,19.531,0.072,
6130,2,23.437,0.061,
6140,2,23.437,0.061,
6150,2,23.437,0.061,
6160,2,-11.719,0.051,
6170,2,-11.719,0.051,
6180,2,-11.719,0.051,
6190,2,31.25,0.067,
6200,2,31.25,0.067,
6210,2,31.25,0.067,
6220,2,13.672,0.046,
6230,2,13.672,0.046,
6240,2,13.672,0.046,
6250,2,46.875,0.064,
6260,2,46.875,0.064,
6270,2,46.875,0.064,
6280,2,11.719,0.04,
6290,2,11.719,0.04,
6300,2,11.719,0.04,
6310,2,29.297,0.06,
6320,2,29.297,0.06,
6330,2,29.297,0.06,
6340,2,33.203,0.062,
6350,2,33.203,0.062,
6360,2,33.203,0.062,
6370,2,13.672,0.045,
6380,2,13.672,0.045,
6390,2,13.672,0.045,
6400,2,-1.953,0.053,
6410,2,-1.953,0.053,
6420,2,-1.953,0.053,
6430,2,7.812,0.047,
6440,2,7.812,0.047,
6450,2,7.812,0.047,
6460,2,25.391,0.071,
6470,2,25.391,0.071,
6480,2,25.391,0.071,
6490,2,25.391,0.07,
6500,2,25.391,0.07,
6510,2,25.391,0.07,
6520,2,-1.953,0.052,
6530,2,-1.953,0.052,
6540,2,-1.953,0.052,
6550,2,0,0.055,
6560,2,0,0.055,
6570,2,0,0.055,
6580,2,25.391,0.073,
6590,2,25.391,0.073,
6600,2,25.391,0.073,
6610,2,-15.625,0.062,
6620,2,-15.625,0.062,
6630,2,-15.625,0.062,
6640,2,31.25,0.07,
6650,2,31.25,0.07,
6660,2,31.25,0.07,
6670,2,9.766,0.071,
6680,2,9.766,0.071,
6690,2,9.766,0.071,
6700,2,29.297,0.058,
6710,2,29.297,0.058,
6720,2,29.297,0.058,
6730,2,7.812,0.052,
6740,2,7.812,0.052,
6750,2,7.812,0.052,
6760,2,7.812,0.068,
6770,2,7.812,0.068,
6780,2,7.812,0.068,
6790,2,21.484,0.054,
6800,2,21.484,0.054,
6810,2,21.484,0.054,
6820,2,42.969,0.066,
6830,2,42.969,0.066,
6840,2,42.969,0.066,
6850,2,42.969,0.064,
6860,2,42.969,0.064,
6870,2,42.969,0.064,
6880,2,35.156,0.063,
6890,2,35.156,0.063,
6900,2,35.156,0.063,
6910,2,7.812,0.077,
6920,2,7.812,0.077,
6930,2,7.812,0.077,
6940,2,23.437,0.058,
6950,2,23.437,0.058,
6960,2,23.437,0.058,
6970,2,29.297,0.066,
6980,2,29.297,0.066,
6990,2,29.297,0.066,
7000,2,-13.672,0.059,
7010,2,-13.672,0.059,
7020,2,-13.672,0.059,
20,3,3.906,0.057,
30,3,3.906,0.057,
40,3,44.922,0.069,
50,3,44.922,0.069,
60,3,44.922,0.069,
70,3,27.344,0.071,
80,3,27.344,0.071,
90,3,27.344,0.071,
100,3,37.109,0.043,
110,3,37.109,0.043,
120,3,37.109,0.043,
130,3,1.953,0.061,
140,3,1.953,0.061,
150,3,1.953,0.061,
160,3,-17.578,0.063,
170,3,-17.578,0.063,
180,3,-17.578,0.063,
190,3,29.297,0.056,
200,3,29.297,0.056,
210,3,29.297,0.056,
220,3,7.812,0.022,
230,3,7.812,0.022,
240,3,7.812,0.022,
250,3,-5.859,0.032,
260,3,-5.859,0.032,
270,3,-5.859,0.032,
280,3,1.953,0.009,
290,3,1.953,0.009,
300,3,1.953,0.009,
310,3,35.156,0,
320,3,35.156,0,
330,3,35.156,0,
340,3,-5.859,0.002,
350,3,-5.859,0.002,
360,3,-5.859,0.002,
370,3,1.953,0.012,
380,3,1.953,0.012,
390,3,1.953,0.012,
400,3,17.578,0.001,
410,3,17.578,0.001,
420,3,17.578,0.001,
430,3,0,0,
440,3,0,0,
450,3,0,0,
460,3,-1.953,0.004,
470,3,-1.953,0.004,
480,3,-1.953,0.004,
490,3,33.203,0.003,
500,3,33.203,0.003,
510,3,33.203,0.003,
520,3,23.437,-0.008,
530,3,23.437,-0.008,
540,3,23.437,-0.008,
550,3,17.578,0.005,
560,3,17.578,0.005,
570,3,17.578,0.005,
580,3,-1.953,0.022,
590,3,-1.953,0.022,
600,3,-1.953,0.022,
610,3,31.25,-0.023,
620,3,31.25,-0.023,
630,3,31.25,-0.023,
640,3,41.016,0.004,
650,3,41.016,0.004,
660,3,41.016,0.004,
670,3,17.578,0.016,
680,3,17.578,0.016,
690,3,17.578,0.016,
700,3,7.812,0.002,
710,3,7.812,0.002,
720,3,7.812,0.002,
730,3,39.062,0.016,
740,3,39.062,0.016,
750,3,39.062,0.016,
760,3,5.859,-0.021,
770,3,5.859,-0.021,
780,3,5.859,-0.021,
790,3,17.578,-0.003,
800,3,17.578,-0.003,
810,3,17.578,-0.003,
820,3,9.766,-0.02,
830,3,9.766,-0.02,
840,3,9.766,-0.02,
850,3,19.531,-0.021,
860,3,19.531,-0.021,
870,3,19.531,-0.021,
880,3,-3.906,-0.004,
890,3,-3.906,-0.004,
900,3,-3.906,-0.004,
910,3,29.297,0.021,
920,3,29.297,0.021,
930,3,29.297,0.021,
940,3,13.672,0.007,
950,3,13.672,0.007,
960,3,13.672,0.007,
970,3,13.672,0.014,
980,3,13.672,0.014,
990,3,13.672,0.014,
1000,3,3.906,-0.008,
1010,3,3.906,-0.008,
1020,3,3.906,-0.008,
1030,3,46.875,-0.01,
1040,3,46.875,-0.01,
1050,3,46.875,-0.01,
1060,3,54.687,0.001,
1070,3,54.687,0.001,
1080,3,54.687,0.001,
1090,3,0,0.022,
1100,3,0,0.022,
1110,3,0,0.022,
1120,3,1.953,0.091,
1130,3,1.953,0.091,
1140,3,1.953,0.091,
1150,3,9.766,0.091,
1160,3,9.766,0.091,
1170,3,9.766,0.091,
1180,3,1.953,0.1,
1190,3,1.953,0.1,
1200,3,1.953,0.1,
1210,3,0,0.086,
1220,3,0,0.086,
1230,3,0,0.086,
1240,3,15.625,0.117,
1250,3,15.625,0.117,
1260,3,15.625,0.117,
1270,3,56.641,0.101,
1280,3,56.641,0.101,
1290,3,56.641,0.101,
1300,3,-11.719,0.107,
1310,3,-11.719,0.107,
1320,3,-11.719,0.107,
1330,3,25.391,0.115,
1340,3,25.391,0.115,
1350,3,25.391,0.115,
1360,3,31.25,0.08,
1370,3,31.25,0.08,
1380,3,31.25,0.08,
1390,3,39.062,0.089,
1400,3,39.062,0.089,
1410,3,39.062,0.089,
1420,3,21.484,0.094,
1430,3,21.484,0.094,
1440,3,21.484,0.094,
1450,3,-5.859,0.088,
1460,3,-5.859,0.088,
1470,3,-5.859,0.088,
1480,3,5.859,0.086,
1490,3,5.859,0.086,
1500,3,5.859,0.086,
1510,3,5.859,0.084,
1520,3,5.859,0.084,
1530,3,5.859,0.084,
1540,3,19.531,0.116,
1550,3,19.531,0.116,
1560,3,19.531,0.116,
1570,3,0,0.114,
1580,3,0,0.114,
1590,3,0,0.114,
1600,3,1.953,0.087,
1610,3,1.953,0.087,
1620,3,1.953,0.087,
1630,3,44.922,0.108,
1640,3,44.922,0.108,
1650,3,44.922,0.108,
1660,3,41.016,0.08,
1670,3,41.016,0.08,
1680,3,41.016,0.08,
1690,3,21.484,0.076,
1700,3,21.484,0.076,
1710,3,21.484,0.076,
1720,3,-23.437,0.11,
1730,3,-23.437,0.11,
1740,3,-23.437,0.11,
1750,3,29.297,0.102,
1760,3,29.297,0.102,
1770,3,29.297,0.102,
1780,3,29.297,0.113,
1790,3,29.297,0.113,
1800,3,29.297,0.113,
1810,3,21.484,0.092,
1820,3,21.484,0.092,
1830,3,21.484,0.092,
1840,3,27.344,0.096,
1850,3,27.344,0.096,
1860,3,27.344,0.096,
1870,3,25.391,0.104,
1880,3,25.391,0.104,
1890,3,25.391,0.104,
1900,3,-11.719,0.124,
1910,3,-11.719,0.124,
1920,3,-11.719,0.124,
1930,3,5.859,0.086,
1940,3,5.859,0.086,
1950,3,5.859,0.086,
1960,3,39.062,0.103,
1970,3,39.062,0.103,
1980,3,39.062,0.103,
1990,3,21.484,0.097,
2000,3,21.484,0.097,
2010,3,21.484,0.097,
2020,3,-7.812,0.114,
2030,3,-7.812,0.114,
2040,3,-7.812,0.114,
2050,3,41.016,0.107,
2060,3,41.016,0.107,
2070,3,41.016,0.107,
2080,3,11.719,0.104,
2090,3,11.719,0.104,
2100,3,11.719,0.104,
2110,3,27.344,0.1,
2120,3,27.344,0.1,
2130,3,27.344,0.1,
2140,3,42.969,0.088,
2150,3,42.969,0.088,
2160,3,42.969,0.088,
2170,3,42.969,0.104,
2180,3,42.969,0.104,
2190,3,42.969,0.104,
2200,3,1.953,0.097,
2210,3,1.953,0.097,
2220,3,1.953,0.097,
2230,3,33.203,0.11,
2240,3,33.203,0.11,
2250,3,33.203,0.11,
2260,3,31.25,0.117,
2270,3,31.25,0.117,
2280,3,31.25,0.117,
2290,3,7.812,0.074,
2300,3,7.812,0.074,
2310,3,7.812,0.074,
2320,3,46.875,0.094,
2330,3,46.875,0.094,
2340,3,46.875,0.094,
2350,3,15.625,0.104,
2360,3,15.625,0.104,
2370,3,15.625,0.104,
2380,3,9.766,0.099,
2390,3,9.766,0.099,
2400,3,9.766,0.099,
2410,3,3.906,0.088,
2420,3,3.906,0.088,
2430,3,3.906,0.088,
2440,3,41.016,0.112,
2450,3,41.016,0.112,
2460,3,41.016,0.112,
2470,3,9.766,0.091,
2480,3,9.766,0.091,
2490,3,9.766,0.091,
2500,3,21.484,0.087,
2510,3,21.484,0.087,
2520,3,21.484,0.087,
2530,3,21.484,0.083,
2540,3,21.484,0.083,
2550,3,21.484,0.083,
2560,3,-1.953,0.096,
2570,3,-1.953,0.096,
2580,3,-1.953,0.096,
2590,3,48.828,0.093,
2600,3,48.828,0.093,
2610,3,48.828,0.093,
2620,3,29.297,0.116,
2630,3,29.297,0.116,
2640,3,29.297,0.116,
2650,3,1.953,0.111,
2660,3,1.953,0.111,
2670,3,1.953,0.111,
2680,3,41.016,0.106,
2690,3,41.016,0.106,
2700,3,41.016,0.106,
2710,3,5.859,0.109,
2720,3,5.859,0.109,
2730,3,5.859,0.109,
2740,3,13.672,0.102,
2750,3,13.672,0.102,
2760,3,13.672,0.102,
2770,3,0,0.11,
2780,3,0,0.11,
2790,3,0,0.11,
2800,3,17.578,0.089,
2810,3,17.578,0.089,
2820,3,17.578,0.089,
2830,3,31.25,0.074,
2840,3,31.25,0.074,
2850,3,31.25,0.074,
2860,3,-17.578,0.097,
2870,3,-17.578,0.097,
2880,3,-17.578,0.097,
2890,3,27.344,0.095,
2900,3,27.344,0.095,
2910,3,27.344,0.095,
2920,3,11.719,0.087,
2930,3,11.719,0.087,
2940,3,11.719,0.087,
2950,3,48.828,0.092,
2960,3,48.828,0.092,
2970,3,48.828,0.092,
2980,3,-15.625,0.113,
2990,3,-15.625,0.113,
3000,3,-15.625,0.113,
3010,3,-1.953,0.096,
3020,3,-1.953,0.096,
3030,3,-1.953,0.096,
3040,3,11.719,0.09,
3050,3,11.719,0.09,
3060,3,11.719,0.09,
3070,3,23.437,0.085,
3080,3,23.437,0.085,
3090,3,23.437,0.085,
3100,3,15.625,0.101,
3110,3,15.625,0.101,
3120,3,15.625,0.101,
3130,3,21.484,0.073,
3140,3,21.484,0.073,
3150,3,21.484,0.073,
3160,3,44.922,0.101,
3170,3,44.922,0.101,
3180,3,44.922,0.101,
3190,3,-11.719,0.097,
3200,3,-11.719,0.097,
3210,3,-11.719,0.097,
3220,3,23.437,0.111,
3230,3,23.437,0.111,
3240,3,23.437,0.111,
3250,3,42.969,0.087,
3260,3,42.969,0.087,
3270,3,42.969,0.087,
3280,3,27.344,0.106,
3290,3,27.344,0.106,
3300,3,27.344,0.106,
3310,3,33.203,0.108,
3320,3,33.203,0.108,
3330,3,33.203,0.108,
3340,3,27.344,0.111,
3350,3,27.344,0.111,
3360,3,27.344,0.111,
3370,3,37.109,0.103,
3380,3,37.109,0.103,
3390,3,37.109,0.103,
3400,3,44.922,0.094,
3410,3,44.922,0.094,
3420,3,44.922,0.094,
3430,3,19.531,0.078,
3440,3,19.531,0.078,
3450,3,19.531,0.078,
3460,3,33.203,0.107,
3470,3,33.203,0.107,
3480,3,33.203,0.107,
3490,3,3.906,0.089,
3500,3,3.906,0.089,
3510,3,3.906,0.089,
3520,3,11.719,0.091,
3530,3,11.719,0.091,
3540,3,11.719,0.091,
3550,3,19.531,0.103,
3560,3,19.531,0.103,
3570,3,19.531,0.103,
3580,3,39.062,0.104,
3590,3,39.062,0.104,
3600,3,39.062,0.104,
3610,3,23.437,0.115,
3620,3,23.437,0.115,
3630,3,23.437,0.115,
3640,3,27.344,0.121,
3650,3,27.344,0.121,
3660,3,27.344,0.121,
3670,3,-11.719,0.096,
3680,3,-11.719,0.096,
3690,3,-11.719,0.096,
3700,3,13.672,0.094,
3710,3,13.672,0.094,
3720,3,13.672,0.094,
3730,3,11.719,0.091,
3740,3,11.719,0.091,
3750,3,11.719,0.091,
3760,3,-1.953,0.094,
3770,3,-1.953,0.094,
3780,3,-1.953,0.094,
3790,3,3.906,0.079,
3800,3,3.906,0.079,
3810,3,3.906,0.079,
3820,3,19.531,0.112,
3830,3,19.531,0.112,
3840,3,19.531,0.112,
3850,3,-1.953,0.089,
3860,3,-1.953,0.089,
3870,3,-1.953,0.089,
3880,3,35.156,0.114,
3890,3,35.156,0.114,
3900,3,35.156,0.114,
3910,3,31.25,0.105,
3920,3,31.25,0.105,
3930,3,31.25,0.105,
3940,3,21.484,0.111,
3950,3,21.484,0.111,
3960,3,21.484,0.111,
3970,3,1.953,0.087,
3980,3,1.953,0.087,
3990,3,1.953,0.087,
4000,3,-15.625,0.115,
4010,3,-15.625,0.115,
4020,3,-15.625,0.115,
4030,3,-15.625,0.109,
4040,3,-15.625,0.109,
4050,3,-15.625,0.109,
4060,3,54.687,0.098,
4070,3,54.687,0.098,
4080,3,54.687,0.098,
4090,3,5.859,0.092,
4100,3,5.859,0.092,
4110,3,5.859,0.092,
4120,3,3.906,0.095,
4130,3,3.906,0.095,
4140,3,3.906,0.095,
4150,3,37.109,0.093,
4160,3,37.109,0.093,
4170,3,37.109,0.093,
4180,3,9.766,0.105,
4190,3,9.766,0.105,
4200,3,9.766,0.105,
4210,3,48.828,0.087,
4220,3,48.828,0.087,
4230,3,48.828,0.087,
4240,3,33.203,0.118,
4250,3,33.203,0.118,
4260,3,33.203,0.118,
4270,3,9.766,0.093,
4280,3,9.766,0.093,
4290,3,9.766,0.093,
4300,3,9.766,0.095,
4310,3,9.766,0.095,
4320,3,9.766,0.095,
4330,3,21.484,0.118,
4340,3,21.484,0.118,
4350,3,21.484,0.118,
4360,3,9.766,0.096,
4370,3,9.766,0.096,
4380,3,9.766,0.096,
4390,3,44.922,0.11,
4400,3,44.922,0.11,
4410,3,44.922,0.11,
4420,3,11.719,0.104,
4430,3,11.719,0.104,
4440,3,11.719,0.104,
4450,3,29.297,0.092,
4460,3,29.297,0.092,
4470,3,29.297,0.092,
4480,3,-1.953,0.116,
4490,3,-1.953,0.116,
4500,3,-1.953,0.116,
4510,3,-21.484,0.114,
4520,3,-21.484,0.114,
4530,3,-21.484,0.114,
4540,3,-11.719,0.109,
4550,3,-11.719,0.109,
4560,3,-11.719,0.109,
4570,3,35.156,0.111,
4580,3,35.156,0.111,
4590,3,35.156,0.111,
4600,3,7.812,0.108,
4610,3,7.812,0.108,
4620,3,7.812,0.108,
4630,3,41.016,0.097,
4640,3,41.016,0.097,
4650,3,41.016,0.097,
4660,3,31.25,0.113,
4670,3,31.25,0.113,
4680,3,31.25,0.113,
4690,3,41.016,0.105,
4700,3,41.016,0.105,
4710,3,41.016,0.105,
4720,3,-3.906,0.111,
4730,3,-3.906,0.111,
4740,3,-3.906,0.111,
4750,3,42.969,0.107,
4760,3,42.969,0.107,
4770,3,42.969,0.107,
4780,3,5.859,0.099,
4790,3,5.859,0.099,
4800,3,5.859,0.099,
4810,3,9.766,0.072,
4820,3,9.766,0.072,
4830,3,9.766,0.072,
4840,3,13.672,0.105,
4850,3,13.672,0.105,
4860,3,13.672,0.105,
4870,3,25.391,0.116,
4880,3,25.391,0.116,
4890,3,25.391,0.116,
4900,3,1.953,0.109,
4910,3,1.953,0.109,
4920,3,1.953,0.109,
4930,3,25.391,0.1,
4940,3,25.391,0.1,
4950,3,25.391,0.1,
4960,3,42.969,0.092,
4970,3,42.969,0.092,
4980,3,42.969,0.092,
4990,3,9.766,0.107,
5000,3,9.766,0.107,
5010,3,9.766,0.107,
5020,3,7.812,0.079,
5030,3,7.812,0.079,
5040,3,7.812,0.079,
5050,3,5.859,0.077,
5060,3,5.859,0.077,
5070,3,5.859,0.077,
5080,3,17.578,0.111,
5090,3,17.578,0.111,
5100,3,17.578,0.111,
5110,3,13.672,0.1,
5120,3,13.672,0.1,
5130,3,13.672,0.1,
5140,3,15.625,0.095,
5150,3,15.625,0.095,
5160,3,15.625,0.095,
5170,3,11.719,0.096,
5180,3,11.719,0.096,
5190,3,11.719,0.096,
5200,3,21.484,0.078,
5210,3,21.484,0.078,
5220,3,21.484,0.078,
5230,3,39.062,0.088,
5240,3,39.062,0.088,
5250,3,39.062,0.088,
5260,3,17.578,0.09,
5270,3,17.578,0.09,
5280,3,17.578,0.09,
5290,3,0,0.1,
5300,3,0,0.1,
5310,3,0,0.1,
5320,3,-3.906,0.111,
5330,3,-3.906,0.111,
5340,3,-3.906,0.111,
5350,3,9.766,0.078,
5360,3,9.766,0.078,
5370,3,9.766,0.078,
5380,3,15.625,0.112,
5390,3,15.625,0.112,
5400,3,15.625,0.112,
5410,3,9.766,0.083,
5420,3,9.766,0.083,
5430,3,9.766,0.083,
5440,3,19.531,0.077,
5450,3,19.531,0.077,
5460,3,19.531,0.077,
5470,3,46.875,0.097,
5480,3,46.875,0.097,
5490,3,46.875,0.097,
5500,3,19.531,0.089,
5510,3,19.531,0.089,
5520,3,19.531,0.089,
5530,3,31.25,0.108,
5540,3,31.25,0.108,
5550,3,31.25,0.108,
5560,3,17.578,0.113,
5570,3,17.578,0.113,
5580,3,17.578,0.113,
5590,3,27.344,0.113,
5600,3,27.344,0.113,
5610,3,27.344,0.113,
5620,3,5.859,0.079,
5630,3,5.859,0.079,
5640,3,5.859,0.079,
5650,3,39.062,0.101,
5660,3,39.062,0.101,
5670,3,39.062,0.101,
5680,3,5.859,0.11,
5690,3,5.859,0.11,
5700,3,5.859,0.11,
5710,3,48.828,0.092,
5720,3,48.828,0.092,
5730,3,48.828,0.092,
5740,3,33.203,0.109,
5750,3,33.203,0.109,
5760,3,33.203,0.109,
5770,3,46.875,0.104,
5780,3,46.875,0.104,
5790,3,46.875,0.104,
5800,3,23.437,0.115,
5810,3,23.437,0.115,
5820,3,23.437,0.115,
5830,3,25.391,0.095,
5840,3,25.391,0.095,
5850,3,25.391,0.095,
5860,3,1.953,0.089,
5870,3,1.953,0.089,
5880,3,1.953,0.089,
5890,3,3.906,0.079,
5900,3,3.906,0.079,
5910,3,3.906,0.079,
5920,3,29.297,0.11,
5930,3,29.297,0.11,
5940,3,29.297,0.11,
5950,3,13.672,0.086,
5960,3,13.672,0.086,
5970,3,13.672,0.086,
5980,3,35.156,0.109,
5990,3,35.156,0.109,
6000,3,35.156,0.109,
6010,3,50.781,0.102,
6020,3,50.781,0.102,
6030,3,50.781,0.102,
6040,3,35.156,0.117,
6050,3,35.156,0.117,
6060,3,35.156,0.117,
6070,3,15.625,0.115,
6080,3,15.625,0.115,
6090,3,15.625,0.115,
6100,3,1.953,0.039,
6110,3,1.953,0.039,
6120,3,1.953,0.039,
6130,3,13.672,0.029,
6140,3,13.672,0.029,
6150,3,13.672,0.029,
6160,3,-5.859,0.025,
6170,3,-5.859,0.025,
6180,3,-5.859,0.025,
6190,3,23.437,0.011,
6200,3,23.437,0.011,
6210,3,23.437,0.011,
6220,3,31.25,0.017,
6230,3,31.25,0.017,
6240,3,31.25,0.017,
6250,3,13.672,-0.004,
6260,3,13.672,-0.004,
6270,3,13.672,-0.004,
6280,3,15.625,0.021,
6290,3,15.625,0.021,
6300,3,15.625,0.021,
6310,3,-15.625,0.019,
6320,3,-15.625,0.019,
6330,3,-15.625,0.019,
6340,3,35.156,0.005,
6350,3,35.156,0.005,
6360,3,35.156,0.005,
6370,3,7.812,-0.014,
6380,3,7.812,-0.014,
6390,3,7.812,-0.014,
6400,3,13.672,-0.004,
6410,3,13.672,-0.004,
6420,3,13.672,-0.004,
6430,3,7.812,-0.016,
6440,3,7.812,-0.016,
6450,3,7.812,-0.016,
6460,3,-3.906,0.002,
6470,3,-3.906,0.002,
6480,3,-3.906,0.002,
6490,3,29.297,0.018,
6500,3,29.297,0.018,
6510,3,29.297,0.018,
6520,3,31.25,0.01,
6530,3,31.25,0.01,
6540,3,31.25,0.01,
6550,3,0,-0.012,
6560,3,0,-0.012,
6570,3,0,-0.012,
6580,3,0,-0.008,
6590,3,0,-0.008,
6600,3,0,-0.008,
6610,3,-15.625,0.01,
6620,3,-15.625,0.01,
6630,3,-15.625,0.01,
6640,3,11.719,0.016,
6650,3,11.719,0.016,
6660,3,11.719,0.016,
6670,3,42.969,-0.021,
6680,3,42.969,-0.021,
6690,3,42.969,-0.021,
6700,3,19.531,0.021,
6710,3,19.531,0.021,
6720,3,19.531,0.021,
6730,3,7.812,0.006,
6740,3,7.812,0.006,
6750,3,7.812,0.006,
6760,3,0,0.013,
6770,3,0,0.013,
6780,3,0,0.013,
6790,3,29.297,0,
6800,3,29.297,0,
6810,3,29.297,0,
6820,3,27.344,0.013,
6830,3,27.344,0.013,
6840,3,27.344,0.013,
6850,3,15.625,-0.004,
6860,3,15.625,-0.004,
6870,3,15.625,-0.004,
6880,3,3.906,-0.009,
6890,3,3.906,-0.009,
6900,3,3.906,-0.009,
6910,3,17.578,-0.003,
6920,3,17.578,-0.003,
6930,3,17.578,-0.003,
6940,3,37.109,0.002,
6950,3,37.109,0.002,
6960,3,37.109,0.002,
6970,3,27.344,0.002,
6980,3,27.344,0.002,
6990,3,27.344,0.002,
7000,3,5.859,-0.016,
7010,3,5.859,-0.016,
7020,3,5.859,-0.016,
20,4,17.578,0.016,
30,4,17.578,0.016,
40,4,-3.906,0.003,
50,4,-3.906,0.003,
60,4,-3.906,0.003,
70,4,9.766,-0.009,
80,4,9.766,-0.009,
90,4,9.766,-0.009,
100,4,0,0.006,
110,4,0,0.006,
120,4,0,0.006,
130,4,13.672,0.018,
140,4,13.672,0.018,
150,4,13.672,0.018,
160,4,17.578,0.013,
170,4,17.578,0.013,
180,4,17.578,0.013,
190,4,7.812,0.008,
200,4,7.812,0.008,
210,4,7.812,0.008,
220,4,37.109,0.015,
230,4,37.109,0.015,
240,4,37.109,0.015,
250,4,11.719,0.003,
260,4,11.719,0.003,
270,4,11.719,0.003,
280,4,19.531,0.005,
290,4,19.531,0.005,
300,4,19.531,0.005,
310,4,25.391,0.016,
320,4,25.391,0.016,
330,4,25.391,0.016,
340,4,41.016,-0.021,
350,4,41.016,-0.021,
360,4,41.016,-0.021,
370,4,37.109,0.006,
380,4,37.109,0.006,
390,4,37.109,0.006,
400,4,21.484,-0.008,
410,4,21.484,-0.008,
420,4,21.484,-0.008,
430,4,19.531,0.018,
440,4,19.531,0.018,
450,4,19.531,0.018,
460,4,0,0.001,
470,4,0,0.001,
480,4,0,0.001,
490,4,1.953,0.013,
500,4,1.953,0.013,
510,4,1.953,0.013,
520,4,41.016,0.014,
530,4,41.016,0.014,
540,4,41.016,0.014,
550,4,27.344,0.007,
560,4,27.344,0.007,
570,4,27.344,0.007,
580,4,5.859,-0.019,
590,4,5.859,-0.019,
600,4,5.859,-0.019,
610,4,15.625,-0.008,
620,4,15.625,-0.008,
630,4,15.625,-0.008,
640,4,31.25,0,
650,4,31.25,0,
660,4,31.25,0,
670,4,41.016,0.016,
680,4,41.016,0.016,
690,4,41.016,0.016,
700,4,13.672,-0.021,
710,4,13.672,-0.021,
720,4,13.672,-0.021,
730,4,23.437,-0.009,
740,4,23.437,-0.009,
750,4,23.437,-0.009,
760,4,35.156,-0.021,
