%Time [ms],Commanded Torque [mNm],Angular Velocity [RPM],Actual Current [Amp],%3/6/20209:42 AM
4920,1,1.953,0.033,
4930,1,1.953,0.033,
4940,1,46.875,0.043,
4950,1,46.875,0.043,
4960,1,46.875,0.043,
4970,1,41.016,0.03,
4980,1,41.016,0.03,
4990,1,41.016,0.03,
5000,1,5.859,0.054,
5010,1,5.859,0.054,
5020,1,5.859,0.054,
5030,1,7.812,0.03,
5040,1,7.812,0.03,
5050,1,7.812,0.03,
5060,1,44.922,0.035,
5070,1,44.922,0.035,
5080,1,44.922,0.035,
5090,1,25.391,0.054,
5100,1,25.391,0.054,
5110,1,25.391,0.054,
5120,1,17.578,0.053,
5130,1,17.578,0.053,
5140,1,17.578,0.053,
5150,1,-17.578,0.057,
5160,1,-17.578,0.057,
5170,1,-17.578,0.057,
5180,1,33.203,0.051,
5190,1,33.203,0.051,
5200,1,33.203,0.051,
5210,1,15.625,0.031,
5220,1,15.625,0.031,
5230,1,15.625,0.031,
5240,1,19.531,0.016,
5250,1,19.531,0.016,
5260,1,19.531,0.016,
5270,1,9.766,0.026,
5280,1,9.766,0.026,
5290,1,9.766,0.026,
5300,1,-3.906,0.03,
5310,1,-3.906,0.03,
5320,1,-3.906,0.03,
5330,1,41.016,0.054,
5340,1,41.016,0.054,
5350,1,41.016,0.054,
5360,1,25.391,0.057,
5370,1,25.391,0.057,
5380,1,25.391,0.057,
5390,1,23.437,0.049,
5400,1,23.437,0.049,
5410,1,23.437,0.049,
5420,1,37.109,0.02,
5430,1,37.109,0.02,
5440,1,37.109,0.02,
5450,1,-7.812,0.048,
5460,1,-7.812,0.048,
5470,1,-7.812,0.048,
5480,1,33.203,0.044,
5490,1,33.203,0.044,
5500,1,33.203,0.044,
5510,1,23.437,0.02,
5520,1,23.437,0.02,
5530,1,23.437,0.02,
5540,1,37.109,0.044,
5550,1,37.109,0.044,
5560,1,37.109,0.044,
5570,1,0,0.025,
5580,1,0,0.025,
5590,1,0,0.025,
5600,1,17.578,0.016,
5610,1,17.578,0.016,
5620,1,17.578,0.016,
5630,1,13.672,0.025,
5640,1,13.672,0.025,
5650,1,13.672,0.025,
5660,1,-1.953,0.023,
5670,1,-1.953,0.023,
5680,1,-1.953,0.023,
5690,1,23.437,0.021,
5700,1,23.437,0.021,
5710,1,23.437,0.021,
5720,1,29.297,0.032,
5730,1,29.297,0.032,
5740,1,29.297,0.032,
5750,1,35.156,0.043,
5760,1,35.156,0.043,
5770,1,35.156,0.043,
5780,1,-11.719,0.049,
5790,1,-11.719,0.049,
5800,1,-11.719,0.049,
5810,1,-17.578,0.046,
5820,1,-17.578,0.046,
5830,1,-17.578,0.046,
5840,1,29.297,0.042,
5850,1,29.297,0.042,
5860,1,29.297,0.042,
5870,1,11.719,0.025,
5880,1,11.719,0.025,
5890,1,11.719,0.025,
5900,1,33.203,0.034,
5910,1,33.203,0.034,
5920,1,33.203,0.034,
5930,1,29.297,0.033,
5940,1,29.297,0.033,
5950,1,29.297,0.033,
5960,1,5.859,0.022,
5970,1,5.859,0.022,
5980,1,5.859,0.022,
5990,1,37.109,0.044,
6000,1,37.109,0.044,
6010,1,37.109,0.044,
6020,1,23.437,0.016,
6030,1,23.437,0.016,
6040,1,23.437,0.016,
6050,1,9.766,0.025,
6060,1,9.766,0.025,
6070,1,9.766,0.025,
6080,1,9.766,0.047,
6090,1,9.766,0.047,
6100,1,9.766,0.047,
6110,1,3.906,0.009,
6120,1,3.906,0.009,
6130,1,3.906,0.009,
6140,1,19.531,0.017,
6150,1,19.531,0.017,
6160,1,19.531,0.017,
6170,1,-19.531,0.012,
6180,1,-19.531,0.012,
6190,1,-19.531,0.012,
6200,1,23.437,0.024,
6210,1,23.437,0.024,
6220,1,23.437,0.024,
6230,1,3.906,-0.007,
6240,1,3.906,-0.007,
6250,1,3.906,-0.007,
6260,1,13.672,-0.007,
6270,1,13.672,-0.007,
6280,1,13.672,-0.007,
6290,1,9.766,-0.011,
6300,1,9.766,-0.011,
6310,1,9.766,-0.011,
6320,1,-5.859,-0.007,
6330,1,-5.859,-0.007,
6340,1,-5.859,-0.007,
6350,1,5.859,0.016,
6360,1,5.859,0.016,
6370,1,5.859,0.016,
6380,1,21.484,0.004,
6390,1,21.484,0.004,
6400,1,21.484,0.004,
6410,1,11.719,0.01,
6420,1,11.719,0.01,
6430,1,11.719,0.01,
6440,1,25.391,0.016,
6450,1,25.391,0.016,
6460,1,25.391,0.016,
6470,1,-19.531,0.012,
6480,1,-19.531,0.012,
6490,1,-19.531,0.012,
6500,1,35.156,0.018,
6510,1,35.156,0.018,
6520,1,35.156,0.018,
6530,1,39.062,0.004,
6540,1,39.062,0.004,
6550,1,39.062,0.004,
6560,1,31.25,0.003,
6570,1,31.25,0.003,
6580,1,31.25,0.003,
6590,1,29.297,-0.022,
6600,1,29.297,-0.022,
6610,1,29.297,-0.022,
6620,1,33.203,0.014,
6630,1,33.203,0.014,
6640,1,33.203,0.014,
6650,1,-3.906,0.015,
6660,1,-3.906,0.015,
6670,1,-3.906,0.015,
6680,1,33.203,-0.003,
6690,1,33.203,-0.003,
6700,1,33.203,-0.003,
6710,1,-1.953,0.006,
6720,1,-1.953,0.006,
6730,1,-1.953,0.006,
6740,1,44.922,0.005,
6750,1,44.922,0.005,
6760,1,44.922,0.005,
6770,1,21.484,0.016,
6780,1,21.484,0.016,
6790,1,21.484,0.016,
6800,1,3.906,0.01,
6810,1,3.906,0.01,
6820,1,3.906,0.01,
6830,1,29.297,0.003,
6840,1,29.297,0.003,
6850,1,29.297,0.003,
6860,1,25.391,0.005,
6870,1,25.391,0.005,
6880,1,25.391,0.005,
6890,1,5.859,0.004,
6900,1,5.859,0.004,
6910,1,5.859,0.004,
6920,1,29.297,0.012,
6930,1,29.297,0.012,
6940,1,29.297,0.012,
6950,1,50.781,-0.012,
6960,1,50.781,-0.012,
6970,1,50.781,-0.012,
6980,1,-15.625,0.002,
6990,1,-15.625,0.002,
7000,1,-15.625,0.002,
7010,1,21.484,0.011,
7020,1,21.484,0.011,
20,1.5,29.297,0.003,
30,1.5,29.297,0.003,
40,1.5,19.531,0.019,
50,1.5,19.531,0.019,
60,1.5,19.531,0.019,
70,1.5,42.969,0.008,
80,1.5,42.969,0.008,
90,1.5,42.969,0.008,
100,1.5,-7.812,-0.013,
110,1.5,-7.812,-0.013,
120,1.5,-7.812,-0.013,
130,1.5,31.25,0.001,
140,1.5,31.25,0.001,
150,1.5,31.25,0.001,
160,1.5,1.953,0.005,
170,1.5,1.953,0.005,
180,1.5,1.953,0.005,
190,1.5,35.156,-0.006,
200,1.5,35.156,-0.006,
210,1.5,35.156,-0.006,
220,1.5,46.875,-0.011,
230,1.5,46.875,-0.011,
240,1.5,46.875,-0.011,
250,1.5,5.859,0.012,
260,1.5,5.859,0.012,
270,1.5,5.859,0.012,
280,1.5,-9.766,-0.008,
290,1.5,-9.766,-0.008,
300,1.5,-9.766,-0.008,
310,1.5,-21.484,0.013,
320,1.5,-21.484,0.013,
330,1.5,-21.484,0.013,
340,1.5,37.109,0.007,
350,1.5,37.109,0.007,
360,1.5,37.109,0.007,
370,1.5,-15.625,0.02,
380,1.5,-15.625,0.02,
390,1.5,-15.625,0.02,
400,1.5,31.25,0.005,
410,1.5,31.25,0.005,
420,1.5,31.25,0.005,
430,1.5,21.484,-0.026,
440,1.5,21.484,-0.026,
450,1.5,21.484,-0.026,
460,1.5,23.437,-0.005,
470,1.5,23.437,-0.005,
480,1.5,23.437,-0.005,
490,1.5,39.062,0.009,
500,1.5,39.062,0.009,
510,1.5,39.062,0.009,
520,1.5,-19.531,0.013,
530,1.5,-19.531,0.013,
540,1.5,-19.531,0.013,
550,1.5,15.625,0.011,
560,1.5,15.625,0.011,
570,1.5,15.625,0.011,
580,1.5,13.672,-0.012,
590,1.5,13.672,-0.012,
600,1.5,13.672,-0.012,
610,1.5,25.391,-0.001,
620,1.5,25.391,-0.001,
630,1.5,25.391,-0.001,
640,1.5,31.25,0.013,
650,1.5,31.25,0.013,
660,1.5,31.25,0.013,
670,1.5,37.109,-0.017,
680,1.5,37.109,-0.017,
690,1.5,37.109,-0.017,
700,1.5,37.109,0.014,
710,1.5,37.109,0.014,
720,1.5,37.109,0.014,
730,1.5,15.625,0.01,
740,1.5,15.625,0.01,
750,1.5,15.625,0.01,
760,1.5,48.828,0.01,
770,1.5,48.828,0.01,
780,1.5,48.828,0.01,
790,1.5,1.953,-0.013,
800,1.5,1.953,-0.013,
810,1.5,1.953,-0.013,
820,1.5,48.828,0.002,
830,1.5,48.828,0.002,
840,1.5,48.828,0.002,
850,1.5,23.437,-0.019,
860,1.5,23.437,-0.019,
870,1.5,23.437,-0.019,
880,1.5,0,0.01,
890,1.5,0,0.01,
900,1.5,0,0.01,
910,1.5,37.109,0,
920,1.5,37.109,0,
930,1.5,37.109,0,
940,1.5,-19.531,0.009,
950,1.5,-19.531,0.009,
960,1.5,-19.531,0.009,
970,1.5,29.297,0.007,
980,1.5,29.297,0.007,
990,1.5,29.297,0.007,
1000,1.5,7.812,0.004,
1010,1.5,7.812,0.004,
1020,1.5,7.812,0.004,
1030,1.5,3.906,-0.006,
1040,1.5,3.906,-0.006,
1050,1.5,3.906,-0.006,
1060,1.5,5.859,0.003,
1070,1.5,5.859,0.003,
1080,1.5,5.859,0.003,
1090,1.5,-5.859,-0.01,
1100,1.5,-5.859,-0.01,
1110,1.5,-5.859,-0.01,
1120,1.5,23.437,0.02,
1130,1.5,23.437,0.02,
1140,1.5,23.437,0.02,
1150,1.5,15.625,0.03,
1160,1.5,15.625,0.03,
1170,1.5,15.625,0.03,
1180,1.5,29.297,0.027,
1190,1.5,29.297,0.027,
1200,1.5,29.297,0.027,
1210,1.5,15.625,0.013,
1220,1.5,15.625,0.013,
1230,1.5,15.625,0.013,
1240,1.5,35.156,0.045,
1250,1.5,35.156,0.045,
1260,1.5,35.156,0.045,
1270,1.5,-1.953,0.036,
1280,1.5,-1.953,0.036,
1290,1.5,-1.953,0.036,
1300,1.5,5.859,0.032,
1310,1.5,5.859,0.032,
1320,1.5,5.859,0.032,
1330,1.5,35.156,0.034,
1340,1.5,35.156,0.034,
1350,1.5,35.156,0.034,
1360,1.5,23.437,0.05,
1370,1.5,23.437,0.05,
1380,1.5,23.437,0.05,
1390,1.5,11.719,0.053,
1400,1.5,11.719,0.053,
1410,1.5,11.719,0.053,
1420,1.5,-29.297,0.047,
1430,1.5,-29.297,0.047,
1440,1.5,-29.297,0.047,
1450,1.5,-9.766,0.045,
1460,1.5,-9.766,0.045,
1470,1.5,-9.766,0.045,
1480,1.5,25.391,0.02,
1490,1.5,25.391,0.02,
1500,1.5,25.391,0.02,
1510,1.5,13.672,0.028,
1520,1.5,13.672,0.028,
1530,1.5,13.672,0.028,
1540,1.5,42.969,0.034,
1550,1.5,42.969,0.034,
1560,1.5,42.969,0.034,
1570,1.5,-17.578,0.042,
1580,1.5,-17.578,0.042,
1590,1.5,-17.578,0.042,
1600,1.5,7.812,0.037,
1610,1.5,7.812,0.037,
1620,1.5,7.812,0.037,
1630,1.5,15.625,0.03,
1640,1.5,15.625,0.03,
1650,1.5,15.625,0.03,
1660,1.5,0,0.043,
1670,1.5,0,0.043,
1680,1.5,0,0.043,
1690,1.5,-15.625,0.061,
1700,1.5,-15.625,0.061,
1710,1.5,-15.625,0.061,
1720,1.5,0,0.036,
1730,1.5,0,0.036,
1740,1.5,0,0.036,
1750,1.5,15.625,0.019,
1760,1.5,15.625,0.019,
1770,1.5,15.625,0.019,
1780,1.5,1.953,0.034,
1790,1.5,1.953,0.034,
1800,1.5,1.953,0.034,
1810,1.5,11.719,0.035,
1820,1.5,11.719,0.035,
1830,1.5,11.719,0.035,
1840,1.5,3.906,0.024,
1850,1.5,3.906,0.024,
1860,1.5,3.906,0.024,
1870,1.5,5.859,0.025,
1880,1.5,5.859,0.025,
1890,1.5,5.859,0.025,
1900,1.5,23.437,0.048,
1910,1.5,23.437,0.048,
1920,1.5,23.437,0.048,
1930,1.5,37.109,0.053,
1940,1.5,37.109,0.053,
1950,1.5,37.109,0.053,
1960,1.5,19.531,0.027,
1970,1.5,19.531,0.027,
1980,1.5,19.531,0.027,
1990,1.5,-17.578,0.056,
2000,1.5,-17.578,0.056,
2010,1.5,-17.578,0.056,
2020,1.5,-1.953,0.037,
2030,1.5,-1.953,0.037,
2040,1.5,-1.953,0.037,
2050,1.5,17.578,0.017,
2060,1.5,17.578,0.017,
2070,1.5,17.578,0.017,
2080,1.5,19.531,0.031,
2090,1.5,19.531,0.031,
2100,1.5,19.531,0.031,
2110,1.5,5.859,0.026,
2120,1.5,5.859,0.026,
2130,1.5,5.859,0.026,
2140,1.5,0,0.029,
2150,1.5,0,0.029,
2160,1.5,0,0.029,
2170,1.5,1.953,0.041,
2180,1.5,1.953,0.041,
2190,1.5,1.953,0.041,
2200,1.5,21.484,0.051,
2210,1.5,21.484,0.051,
2220,1.5,21.484,0.051,
2230,1.5,48.828,0.044,
2240,1.5,48.828,0.044,
2250,1.5,48.828,0.044,
2260,1.5,27.344,0.041,
2270,1.5,27.344,0.041,
2280,1.5,27.344,0.041,
2290,1.5,29.297,0.027,
2300,1.5,29.297,0.027,
2310,1.5,29.297,0.027,
2320,1.5,0,0.034,
2330,1.5,0,0.034,
2340,1.5,0,0.034,
2350,1.5,23.437,0.051,
2360,1.5,23.437,0.051,
2370,1.5,23.437,0.051,
2380,1.5,11.719,0.027,
2390,1.5,11.719,0.027,
2400,1.5,11.719,0.027,
2410,1.5,23.437,0.052,
2420,1.5,23.437,0.052,
2430,1.5,23.437,0.052,
2440,1.5,-9.766,0.025,
2450,1.5,-9.766,0.025,
2460,1.5,-9.766,0.025,
2470,1.5,35.156,0.036,
2480,1.5,35.156,0.036,
2490,1.5,35.156,0.036,
2500,1.5,15.625,0.028,
2510,1.5,15.625,0.028,
2520,1.5,15.625,0.028,
2530,1.5,-9.766,0.057,
2540,1.5,-9.766,0.057,
