%Time [ms],Commanded Torque [mNm],Angular Velocity [RPM],Actual Current [Amp],%3/6/20209:39 AM
2950,15,1896.484,0.433,
2960,15,1921.875,0.448,
2970,15,1921.875,0.448,
2980,15,1921.875,0.448,
2990,15,1982.422,0.466,
3000,15,1982.422,0.466,
3010,15,1982.422,0.466,
3020,15,2003.906,0.442,
3030,15,2003.906,0.442,
3040,15,2003.906,0.442,
3050,15,2042.969,0.459,
3060,15,2042.969,0.459,
3070,15,2042.969,0.459,
3080,15,2041.016,0.441,
3090,15,2041.016,0.441,
3100,15,2041.016,0.441,
3110,15,2029.297,0.432,
3120,15,2029.297,0.432,
3130,15,2029.297,0.432,
3140,15,2109.375,0.465,
3150,15,2109.375,0.465,
3160,15,2109.375,0.465,
3170,15,2111.328,0.437,
3180,15,2111.328,0.437,
3190,15,2111.328,0.437,
3200,15,2175.781,0.444,
3210,15,2175.781,0.444,
3220,15,2175.781,0.444,
3230,15,2197.266,0.478,
3240,15,2197.266,0.478,
3250,15,2197.266,0.478,
3260,15,2169.922,0.433,
3270,15,2169.922,0.433,
3280,15,2169.922,0.433,
3290,15,2220.703,0.463,
3300,15,2220.703,0.463,
3310,15,2220.703,0.463,
3320,15,2273.437,0.449,
3330,15,2273.437,0.449,
3340,15,2273.437,0.449,
3350,15,2257.812,0.442,
3360,15,2257.812,0.442,
3370,15,2257.812,0.442,
3380,15,2275.391,0.448,
3390,15,2275.391,0.448,
3400,15,2275.391,0.448,
3410,15,2341.797,0.456,
3420,15,2341.797,0.456,
3430,15,2341.797,0.456,
3440,15,2339.844,0.455,
3450,15,2339.844,0.455,
3460,15,2339.844,0.455,
3470,15,2363.281,0.444,
3480,15,2363.281,0.444,
3490,15,2363.281,0.444,
3500,15,2425.781,0.463,
3510,15,2425.781,0.463,
3520,15,2425.781,0.463,
3530,15,2414.062,0.422,
3540,15,2414.062,0.422,
3550,15,2414.062,0.422,
3560,15,2435.547,0.457,
3570,15,2435.547,0.457,
3580,15,2435.547,0.457,
3590,15,2457.031,0.426,
3600,15,2457.031,0.426,
3610,15,2457.031,0.426,
3620,15,2521.484,0.446,
3630,15,2521.484,0.446,
3640,15,2521.484,0.446,
3650,15,2548.828,0.45,
3660,15,2548.828,0.45,
3670,15,2548.828,0.45,
3680,15,2593.75,0.442,
3690,15,2593.75,0.442,
3700,15,2593.75,0.442,
3710,15,2625,0.465,
3720,15,2625,0.465,
3730,15,2625,0.465,
3740,15,2609.375,0.448,
3750,15,2609.375,0.448,
3760,15,2609.375,0.448,
3770,15,2617.187,0.474,
3780,15,2617.187,0.474,
3790,15,2617.187,0.474,
3800,15,2705.078,0.464,
3810,15,2705.078,0.464,
3820,15,2705.078,0.464,
3830,15,2679.687,0.462,
3840,15,2679.687,0.462,
3850,15,2679.687,0.462,
3860,15,2746.094,0.433,
3870,15,2746.094,0.433,
3880,15,2746.094,0.433,
3890,15,2755.859,0.467,
3900,15,2755.859,0.467,
3910,15,2755.859,0.467,
3920,15,2775.391,0.446,
3930,15,2775.391,0.446,
3940,15,2775.391,0.446,
3950,15,2820.312,0.451,
3960,15,2820.312,0.451,
3970,15,2820.312,0.451,
3980,15,2853.516,0.462,
3990,15,2853.516,0.462,
4000,15,2853.516,0.462,
4010,15,2851.562,0.433,
4020,15,2851.562,0.433,
4030,15,2851.562,0.433,
4040,15,2900.391,0.428,
4050,15,2900.391,0.428,
4060,15,2900.391,0.428,
4070,15,2896.484,0.438,
4080,15,2896.484,0.438,
4090,15,2896.484,0.438,
4100,15,2945.312,0.466,
4110,15,2945.312,0.466,
4120,15,2945.312,0.466,
4130,15,2958.984,0.451,
4140,15,2958.984,0.451,
4150,15,2958.984,0.451,
4160,15,3001.953,0.449,
4170,15,3001.953,0.449,
4180,15,3001.953,0.449,
4190,15,2994.141,0.459,
4200,15,2994.141,0.459,
4210,15,2994.141,0.459,
4220,15,3054.687,0.437,
4230,15,3054.687,0.437,
4240,15,3054.687,0.437,
4250,15,3089.844,0.451,
4260,15,3089.844,0.451,
4270,15,3089.844,0.451,
4280,15,3109.375,0.438,
4290,15,3109.375,0.438,
4300,15,3109.375,0.438,
4310,15,3111.328,0.453,
4320,15,3111.328,0.453,
4330,15,3111.328,0.453,
4340,15,3164.062,0.46,
4350,15,3164.062,0.46,
4360,15,3164.062,0.46,
4370,15,3148.437,0.441,
4380,15,3148.437,0.441,
4390,15,3148.437,0.441,
4400,15,3171.875,0.451,
4410,15,3171.875,0.451,
4420,15,3171.875,0.451,
4430,15,3183.594,0.449,
4440,15,3183.594,0.449,
4450,15,3183.594,0.449,
4460,15,3234.375,0.444,
4470,15,3234.375,0.444,
4480,15,3234.375,0.444,
4490,15,3304.687,0.451,
4500,15,3304.687,0.451,
4510,15,3304.687,0.451,
4520,15,3292.969,0.461,
4530,15,3292.969,0.461,
4540,15,3292.969,0.461,
4550,15,3332.031,0.452,
4560,15,3332.031,0.452,
4570,15,3332.031,0.452,
4580,15,3337.891,0.432,
4590,15,3337.891,0.432,
4600,15,3337.891,0.432,
4610,15,3361.328,0.445,
4620,15,3361.328,0.445,
4630,15,3361.328,0.445,
4640,15,3400.391,0.448,
4650,15,3400.391,0.448,
4660,15,3400.391,0.448,
4670,15,3433.594,0.419,
4680,15,3433.594,0.419,
4690,15,3433.594,0.419,
4700,15,3417.969,0.437,
4710,15,3417.969,0.437,
4720,15,3417.969,0.437,
4730,15,3478.516,0.426,
4740,15,3478.516,0.426,
4750,15,3478.516,0.426,
4760,15,3462.891,0.452,
4770,15,3462.891,0.452,
4780,15,3462.891,0.452,
4790,15,3484.375,0.439,
4800,15,3484.375,0.439,
4810,15,3484.375,0.439,
4820,15,3539.062,0.461,
4830,15,3539.062,0.461,
4840,15,3539.062,0.461,
4850,15,3583.984,0.45,
4860,15,3583.984,0.45,
4870,15,3583.984,0.45,
4880,15,3619.141,0.428,
4890,15,3619.141,0.428,
4900,15,3619.141,0.428,
4910,15,3632.812,0.437,
4920,15,3632.812,0.437,
4930,15,3632.812,0.437,
4940,15,3648.437,0.432,
4950,15,3648.437,0.432,
4960,15,3648.437,0.432,
4970,15,3660.156,0.437,
4980,15,3660.156,0.437,
4990,15,3660.156,0.437,
5000,15,3685.547,0.462,
5010,15,3685.547,0.462,
5020,15,3685.547,0.462,
5030,15,3707.031,0.465,
5040,15,3707.031,0.465,
5050,15,3707.031,0.465,
5060,15,3734.375,0.421,
5070,15,3734.375,0.421,
5080,15,3734.375,0.421,
5090,15,3726.562,0.419,
5100,15,3726.562,0.419,
5110,15,3726.562,0.419,
5120,15,3787.109,0.433,
5130,15,3787.109,0.433,
5140,15,3787.109,0.433,
5150,15,3806.641,0.445,
5160,15,3806.641,0.445,
5170,15,3806.641,0.445,
5180,15,3841.797,0.436,
5190,15,3841.797,0.436,
5200,15,3841.797,0.436,
5210,15,3849.609,0.457,
5220,15,3849.609,0.457,
5230,15,3849.609,0.457,
5240,15,3853.516,0.432,
5250,15,3853.516,0.432,
5260,15,3853.516,0.432,
5270,15,3890.625,0.426,
5280,15,3890.625,0.426,
5290,15,3890.625,0.426,
5300,15,3898.437,0.448,
5310,15,3898.437,0.448,
5320,15,3898.437,0.448,
5330,15,3976.562,0.435,
5340,15,3976.562,0.435,
5350,15,3976.562,0.435,
5360,15,3951.172,0.459,
5370,15,3951.172,0.459,
5380,15,3951.172,0.459,
5390,15,3998.047,0.431,
5400,15,3998.047,0.431,
5410,15,3998.047,0.431,
5420,15,3978.516,0.457,
5430,15,3978.516,0.457,
5440,15,3978.516,0.457,
5450,15,3998.047,0.448,
5460,15,3998.047,0.448,
5470,15,3998.047,0.448,
5480,15,3998.047,0.437,
5490,15,3998.047,0.437,
5500,15,3998.047,0.437,
5510,15,3998.047,0.436,
5520,15,3998.047,0.436,
5530,15,3998.047,0.436,
5540,15,3998.047,0.44,
5550,15,3998.047,0.44,
5560,15,3998.047,0.44,
5570,15,3998.047,0.425,
5580,15,3998.047,0.425,
5590,15,3998.047,0.425,
5600,15,3998.047,0.458,
5610,15,3998.047,0.458,
5620,15,3998.047,0.458,
5630,15,3998.047,0.45,
5640,15,3998.047,0.45,
5650,15,3998.047,0.45,
5660,15,3998.047,0.418,
5670,15,3998.047,0.418,
5680,15,3998.047,0.418,
5690,15,3998.047,0.259,
5700,15,3998.047,0.259,
5710,15,3998.047,0.259,
5720,15,3998.047,0.125,
5730,15,3998.047,0.125,
5740,15,3998.047,0.125,
5750,15,3998.047,0.018,
5760,15,3998.047,0.018,
5770,15,3998.047,0.018,
5780,15,3998.047,-0.128,
5790,15,3998.047,-0.128,
5800,15,3998.047,-0.128,
5810,15,3998.047,-0.162,
5820,15,3998.047,-0.162,
5830,15,3998.047,-0.162,
5840,15,3998.047,-0.154,
5850,15,3998.047,-0.154,
5860,15,3998.047,-0.154,
5870,15,3998.047,-0.11,
5880,15,3998.047,-0.11,
5890,15,3998.047,-0.11,
5900,15,3998.047,-0.041,
5910,15,3998.047,-0.041,
5920,15,3998.047,-0.041,
5930,15,3998.047,0.024,
5940,15,3998.047,0.024,
5950,15,3998.047,0.024,
5960,15,3998.047,0.122,
5970,15,3998.047,0.122,
5980,15,3998.047,0.122,
5990,15,3998.047,0.244,
6000,15,3998.047,0.244,
6010,15,3998.047,0.244,
6020,15,3998.047,0.37,
6030,15,3998.047,0.37,
6040,15,3998.047,0.37,
6050,15,3998.047,0.396,
6060,15,3998.047,0.396,
6070,15,3998.047,0.396,
6080,15,3998.047,0.444,
6090,15,3998.047,0.444,
6100,15,3998.047,0.444,
6110,15,3998.047,0.186,
6120,15,3998.047,0.186,
6130,15,3998.047,0.186,
6140,15,3998.047,0.085,
6150,15,3998.047,0.085,
6160,15,3998.047,0.085,
6170,15,3998.047,0.001,
6180,15,3998.047,0.001,
6190,15,3998.047,0.001,
6200,15,3998.047,0.003,
6210,15,3998.047,0.003,
6220,15,3998.047,0.003,
6230,15,3998.047,-0.004,
6240,15,3998.047,-0.004,
6250,15,3998.047,-0.004,
6260,15,3998.047,-0.017,
6270,15,3998.047,-0.017,
6280,15,3998.047,-0.017,
6290,15,3978.516,-0.002,
6300,15,3978.516,-0.002,
6310,15,3978.516,-0.002,
6320,15,3957.031,-0.01,
6330,15,3957.031,-0.01,
6340,15,3957.031,-0.01,
6350,15,3941.406,-0.003,
6360,15,3941.406,-0.003,
6370,15,3941.406,-0.003,
6380,15,3925.781,-0.01,
6390,15,3925.781,-0.01,
6400,15,3925.781,-0.01,
6410,15,3945.312,-0.019,
6420,15,3945.312,-0.019,
6430,15,3945.312,-0.019,
6440,15,3943.359,-0.011,
6450,15,3943.359,-0.011,
6460,15,3943.359,-0.011,
6470,15,3869.141,-0.002,
6480,15,3869.141,-0.002,
6490,15,3869.141,-0.002,
6500,15,3873.047,-0.029,
6510,15,3873.047,-0.029,
6520,15,3873.047,-0.029,
6530,15,3867.187,-0.034,
6540,15,3867.187,-0.034,
6550,15,3867.187,-0.034,
6560,15,3830.078,0.008,
6570,15,3830.078,0.008,
6580,15,3830.078,0.008,
6590,15,3812.5,-0.018,
6600,15,3812.5,-0.018,
6610,15,3812.5,-0.018,
6620,15,3830.078,0.004,
6630,15,3830.078,0.004,
6640,15,3830.078,0.004,
6650,15,3775.391,0.001,
6660,15,3775.391,0.001,
6670,15,3775.391,0.001,
6680,15,3810.547,-0.009,
6690,15,3810.547,-0.009,
6700,15,3810.547,-0.009,
6710,15,3753.906,-0.003,
6720,15,3753.906,-0.003,
6730,15,3753.906,-0.003,
6740,15,3714.844,0.004,
6750,15,3714.844,0.004,
6760,15,3714.844,0.004,
6770,15,3722.656,0.017,
6780,15,3722.656,0.017,
6790,15,3722.656,0.017,
6800,15,3705.078,-0.002,
6810,15,3705.078,-0.002,
6820,15,3705.078,-0.002,
6830,15,3681.641,-0.018,
6840,15,3681.641,-0.018,
6850,15,3681.641,-0.018,
6860,15,3695.312,-0.011,
6870,15,3695.312,-0.011,
6880,15,3695.312,-0.011,
6890,15,3675.781,-0.031,
6900,15,3675.781,-0.031,
6910,15,3675.781,-0.031,
6920,15,3636.719,-0.007,
6930,15,3636.719,-0.007,
6940,15,3636.719,-0.007,
6950,15,3623.047,-0.021,
6960,15,3623.047,-0.021,
6970,15,3623.047,-0.021,
6980,15,3623.047,-0.014,
6990,15,3623.047,-0.014,
7000,15,3623.047,-0.014,
7010,15,3591.797,-0.001,
7020,15,3591.797,-0.001,
