%Time [ms],Commanded Torque [mNm],Angular Velocity [RPM],Actual Current [Amp],%3/6/20209:37 AM
2400,5,318.359,0.172,
2410,5,318.359,0.172,
2420,5,318.359,0.172,
2430,5,326.172,0.164,
2440,5,326.172,0.164,
2450,5,326.172,0.164,
2460,5,294.922,0.167,
2470,5,294.922,0.167,
2480,5,294.922,0.167,
2490,5,316.406,0.153,
2500,5,316.406,0.153,
2510,5,316.406,0.153,
2520,5,355.469,0.171,
2530,5,355.469,0.171,
2540,5,355.469,0.171,
2550,5,335.937,0.15,
2560,5,335.937,0.15,
2570,5,335.937,0.15,
2580,5,380.859,0.16,
2590,5,380.859,0.16,
2600,5,380.859,0.16,
2610,5,343.75,0.147,
2620,5,343.75,0.147,
2630,5,343.75,0.147,
2640,5,355.469,0.141,
2650,5,355.469,0.141,
2660,5,355.469,0.141,
2670,5,363.281,0.145,
2680,5,363.281,0.145,
2690,5,363.281,0.145,
2700,5,363.281,0.149,
2710,5,363.281,0.149,
2720,5,363.281,0.149,
2730,5,398.437,0.145,
2740,5,398.437,0.145,
2750,5,398.437,0.145,
2760,5,408.203,0.149,
2770,5,408.203,0.149,
2780,5,408.203,0.149,
2790,5,388.672,0.163,
2800,5,388.672,0.163,
2810,5,388.672,0.163,
2820,5,404.297,0.172,
2830,5,404.297,0.172,
2840,5,404.297,0.172,
2850,5,386.719,0.149,
2860,5,386.719,0.149,
2870,5,386.719,0.149,
2880,5,445.312,0.165,
2890,5,445.312,0.165,
2900,5,445.312,0.165,
2910,5,453.125,0.158,
2920,5,453.125,0.158,
2930,5,453.125,0.158,
2940,5,396.484,0.167,
2950,5,396.484,0.167,
2960,5,396.484,0.167,
2970,5,429.687,0.174,
2980,5,429.687,0.174,
2990,5,429.687,0.174,
3000,5,423.828,0.15,
3010,5,423.828,0.15,
3020,5,423.828,0.15,
3030,5,455.078,0.136,
3040,5,455.078,0.136,
3050,5,455.078,0.136,
3060,5,443.359,0.174,
3070,5,443.359,0.174,
3080,5,443.359,0.174,
3090,5,435.547,0.138,
3100,5,435.547,0.138,
3110,5,435.547,0.138,
3120,5,449.219,0.147,
3130,5,449.219,0.147,
3140,5,449.219,0.147,
3150,5,427.734,0.149,
3160,5,427.734,0.149,
3170,5,427.734,0.149,
3180,5,470.703,0.155,
3190,5,470.703,0.155,
3200,5,470.703,0.155,
3210,5,480.469,0.156,
3220,5,480.469,0.156,
3230,5,480.469,0.156,
3240,5,464.844,0.147,
3250,5,464.844,0.147,
3260,5,464.844,0.147,
3270,5,466.797,0.158,
3280,5,466.797,0.158,
3290,5,466.797,0.158,
3300,5,478.516,0.14,
3310,5,478.516,0.14,
3320,5,478.516,0.14,
3330,5,486.328,0.152,
3340,5,486.328,0.152,
3350,5,486.328,0.152,
3360,5,511.719,0.17,
3370,5,511.719,0.17,
3380,5,511.719,0.17,
3390,5,496.094,0.146,
3400,5,496.094,0.146,
3410,5,496.094,0.146,
3420,5,515.625,0.154,
3430,5,515.625,0.154,
3440,5,515.625,0.154,
3450,5,544.922,0.167,
3460,5,544.922,0.167,
3470,5,544.922,0.167,
3480,5,498.047,0.166,
3490,5,498.047,0.166,
3500,5,498.047,0.166,
3510,5,500,0.146,
3520,5,500,0.146,
3530,5,500,0.146,
3540,5,523.437,0.158,
3550,5,523.437,0.158,
3560,5,523.437,0.158,
3570,5,523.437,0.139,
3580,5,523.437,0.139,
3590,5,523.437,0.139,
3600,5,560.547,0.164,
3610,5,560.547,0.164,
3620,5,560.547,0.164,
3630,5,515.625,0.135,
3640,5,515.625,0.135,
3650,5,515.625,0.135,
3660,5,566.406,0.175,
3670,5,566.406,0.175,
3680,5,566.406,0.175,
3690,5,554.687,0.153,
3700,5,554.687,0.153,
3710,5,554.687,0.153,
3720,5,546.875,0.149,
3730,5,546.875,0.149,
3740,5,546.875,0.149,
3750,5,619.141,0.168,
3760,5,619.141,0.168,
3770,5,619.141,0.168,
3780,5,580.078,0.151,
3790,5,580.078,0.151,
3800,5,580.078,0.151,
3810,5,578.125,0.162,
3820,5,578.125,0.162,
3830,5,578.125,0.162,
3840,5,611.328,0.178,
3850,5,611.328,0.178,
3860,5,611.328,0.178,
3870,5,615.234,0.167,
3880,5,615.234,0.167,
3890,5,615.234,0.167,
3900,5,640.625,0.165,
3910,5,640.625,0.165,
3920,5,640.625,0.165,
3930,5,593.75,0.158,
3940,5,593.75,0.158,
3950,5,593.75,0.158,
3960,5,640.625,0.175,
3970,5,640.625,0.175,
3980,5,640.625,0.175,
3990,5,617.187,0.171,
4000,5,617.187,0.171,
4010,5,617.187,0.171,
4020,5,642.578,0.165,
4030,5,642.578,0.165,
4040,5,642.578,0.165,
4050,5,634.766,0.16,
4060,5,634.766,0.16,
4070,5,634.766,0.16,
4080,5,623.047,0.153,
4090,5,623.047,0.153,
4100,5,623.047,0.153,
4110,5,623.047,0.15,
4120,5,623.047,0.15,
4130,5,623.047,0.15,
4140,5,634.766,0.149,
4150,5,634.766,0.149,
4160,5,634.766,0.149,
4170,5,652.344,0.16,
4180,5,652.344,0.16,
4190,5,652.344,0.16,
4200,5,679.687,0.182,
4210,5,679.687,0.182,
4220,5,679.687,0.182,
4230,5,621.094,0.133,
4240,5,621.094,0.133,
4250,5,621.094,0.133,
4260,5,654.297,0.157,
4270,5,654.297,0.157,
4280,5,654.297,0.157,
4290,5,669.922,0.165,
4300,5,669.922,0.165,
4310,5,669.922,0.165,
4320,5,634.766,0.138,
4330,5,634.766,0.138,
4340,5,634.766,0.138,
4350,5,695.312,0.169,
4360,5,695.312,0.169,
4370,5,695.312,0.169,
4380,5,673.828,0.164,
4390,5,673.828,0.164,
4400,5,673.828,0.164,
4410,5,664.062,0.134,
4420,5,664.062,0.134,
4430,5,664.062,0.134,
4440,5,689.453,0.145,
4450,5,689.453,0.145,
4460,5,689.453,0.145,
4470,5,693.359,0.163,
4480,5,693.359,0.163,
4490,5,693.359,0.163,
4500,5,703.125,0.151,
4510,5,703.125,0.151,
4520,5,703.125,0.151,
4530,5,679.687,0.145,
4540,5,679.687,0.145,
4550,5,679.687,0.145,
4560,5,683.594,0.143,
4570,5,683.594,0.143,
4580,5,683.594,0.143,
4590,5,728.516,0.169,
4600,5,728.516,0.169,
4610,5,728.516,0.169,
4620,5,736.328,0.163,
4630,5,736.328,0.163,
4640,5,736.328,0.163,
4650,5,722.656,0.165,
4660,5,722.656,0.165,
4670,5,722.656,0.165,
4680,5,746.094,0.17,
4690,5,746.094,0.17,
4700,5,746.094,0.17,
4710,5,765.625,0.177,
4720,5,765.625,0.177,
4730,5,765.625,0.177,
4740,5,750,0.169,
4750,5,750,0.169,
4760,5,750,0.169,
4770,5,714.844,0.143,
4780,5,714.844,0.143,
4790,5,714.844,0.143,
4800,5,759.766,0.162,
4810,5,759.766,0.162,
4820,5,759.766,0.162,
4830,5,767.578,0.166,
4840,5,767.578,0.166,
4850,5,767.578,0.166,
4860,5,796.875,0.171,
4870,5,796.875,0.171,
4880,5,796.875,0.171,
4890,5,732.422,0.136,
4900,5,732.422,0.136,
4910,5,732.422,0.136,
4920,5,777.344,0.141,
4930,5,777.344,0.141,
4940,5,777.344,0.141,
4950,5,794.922,0.177,
4960,5,794.922,0.177,
4970,5,794.922,0.177,
4980,5,796.875,0.151,
4990,5,796.875,0.151,
5000,5,796.875,0.151,
5010,5,750,0.143,
5020,5,750,0.143,
5030,5,750,0.143,
5040,5,769.531,0.147,
5050,5,769.531,0.147,
5060,5,769.531,0.147,
5070,5,783.203,0.139,
5080,5,783.203,0.139,
5090,5,783.203,0.139,
5100,5,796.875,0.148,
5110,5,796.875,0.148,
5120,5,796.875,0.148,
5130,5,818.359,0.151,
5140,5,818.359,0.151,
5150,5,818.359,0.151,
5160,5,802.734,0.156,
5170,5,802.734,0.156,
5180,5,802.734,0.156,
5190,5,814.453,0.152,
5200,5,814.453,0.152,
5210,5,814.453,0.152,
5220,5,800.781,0.178,
5230,5,800.781,0.178,
5240,5,800.781,0.178,
5250,5,833.984,0.169,
5260,5,833.984,0.169,
5270,5,833.984,0.169,
5280,5,818.359,0.153,
5290,5,818.359,0.153,
5300,5,818.359,0.153,
5310,5,873.047,0.17,
5320,5,873.047,0.17,
5330,5,873.047,0.17,
5340,5,835.937,0.156,
5350,5,835.937,0.156,
5360,5,835.937,0.156,
5370,5,828.125,0.152,
5380,5,828.125,0.152,
5390,5,828.125,0.152,
5400,5,861.328,0.155,
5410,5,861.328,0.155,
5420,5,861.328,0.155,
5430,5,851.562,0.162,
5440,5,851.562,0.162,
5450,5,851.562,0.162,
5460,5,853.516,0.151,
5470,5,853.516,0.151,
5480,5,853.516,0.151,
5490,5,886.719,0.179,
5500,5,886.719,0.179,
5510,5,886.719,0.179,
5520,5,886.719,0.176,
5530,5,886.719,0.176,
5540,5,886.719,0.176,
5550,5,857.422,0.153,
5560,5,857.422,0.153,
5570,5,857.422,0.153,
5580,5,880.859,0.156,
5590,5,880.859,0.156,
5600,5,880.859,0.156,
5610,5,900.391,0.171,
5620,5,900.391,0.171,
5630,5,900.391,0.171,
5640,5,878.906,0.147,
5650,5,878.906,0.147,
5660,5,878.906,0.147,
5670,5,906.25,0.17,
5680,5,906.25,0.17,
5690,5,906.25,0.17,
5700,5,898.437,0.157,
5710,5,898.437,0.157,
5720,5,898.437,0.157,
5730,5,898.437,0.161,
5740,5,898.437,0.161,
5750,5,898.437,0.161,
5760,5,878.906,0.138,
5770,5,878.906,0.138,
5780,5,878.906,0.138,
5790,5,939.453,0.174,
5800,5,939.453,0.174,
5810,5,939.453,0.174,
5820,5,910.156,0.158,
5830,5,910.156,0.158,
5840,5,910.156,0.158,
5850,5,925.781,0.146,
5860,5,925.781,0.146,
5870,5,925.781,0.146,
5880,5,894.531,0.14,
5890,5,894.531,0.14,
5900,5,894.531,0.14,
5910,5,947.266,0.173,
5920,5,947.266,0.173,
5930,5,947.266,0.173,
5940,5,927.734,0.149,
5950,5,927.734,0.149,
5960,5,927.734,0.149,
5970,5,955.078,0.17,
5980,5,955.078,0.17,
5990,5,955.078,0.17,
6000,5,947.266,0.164,
6010,5,947.266,0.164,
6020,5,947.266,0.164,
6030,5,968.75,0.172,
6040,5,968.75,0.172,
6050,5,968.75,0.172,
6060,5,933.594,0.146,
6070,5,933.594,0.146,
6080,5,933.594,0.146,
6090,5,960.937,0.16,
6100,5,960.937,0.16,
6110,5,960.937,0.16,
6120,5,978.516,0.088,
6130,5,978.516,0.088,
6140,5,978.516,0.088,
6150,5,953.125,0.036,
6160,5,953.125,0.036,
6170,5,953.125,0.036,
6180,5,925.781,0.002,
6190,5,925.781,0.002,
6200,5,925.781,0.002,
6210,5,966.797,0.025,
6220,5,966.797,0.025,
6230,5,966.797,0.025,
6240,5,919.922,0.011,
6250,5,919.922,0.011,
6260,5,919.922,0.011,
6270,5,921.875,-0.001,
6280,5,921.875,-0.001,
6290,5,921.875,-0.001,
6300,5,900.391,0.001,
6310,5,900.391,0.001,
6320,5,900.391,0.001,
6330,5,892.578,0.004,
6340,5,892.578,0.004,
6350,5,892.578,0.004,
6360,5,875,-0.006,
6370,5,875,-0.006,
6380,5,875,-0.006,
6390,5,878.906,0,
6400,5,878.906,0,
6410,5,878.906,0,
6420,5,857.422,-0.001,
6430,5,857.422,-0.001,
6440,5,857.422,-0.001,
6450,5,880.859,0.014,
6460,5,880.859,0.014,
6470,5,880.859,0.014,
6480,5,832.031,-0.009,
6490,5,832.031,-0.009,
6500,5,832.031,-0.009,
6510,5,818.359,-0.008,
6520,5,818.359,-0.008,
6530,5,818.359,-0.008,
6540,5,818.359,-0.007,
6550,5,818.359,-0.007,
6560,5,818.359,-0.007,
6570,5,816.406,-0.002,
6580,5,816.406,-0.002,
6590,5,816.406,-0.002,
6600,5,800.781,-0.003,
6610,5,800.781,-0.003,
6620,5,800.781,-0.003,
6630,5,779.297,-0.017,
6640,5,779.297,-0.017,
6650,5,779.297,-0.017,
6660,5,798.828,0.001,
6670,5,798.828,0.001,
6680,5,798.828,0.001,
6690,5,757.812,-0.009,
6700,5,757.812,-0.009,
6710,5,757.812,-0.009,
6720,5,750,-0.014,
6730,5,750,-0.014,
6740,5,750,-0.014,
6750,5,726.562,-0.025,
6760,5,726.562,-0.025,
6770,5,726.562,-0.025,
6780,5,740.234,-0.004,
6790,5,740.234,-0.004,
6800,5,740.234,-0.004,
6810,5,716.797,-0.014,
6820,5,716.797,-0.014,
6830,5,716.797,-0.014,
6840,5,753.906,0.01,
6850,5,753.906,0.01,
6860,5,753.906,0.01,
6870,5,707.031,-0.009,
6880,5,707.031,-0.009,
6890,5,707.031,-0.009,
6900,5,693.359,-0.014,
6910,5,693.359,-0.014,
6920,5,693.359,-0.014,
6930,5,703.125,0.003,
6940,5,703.125,0.003,
6950,5,703.125,0.003,
6960,5,693.359,-0.004,
6970,5,693.359,-0.004,
6980,5,693.359,-0.004,
6990,5,710.937,0.012,
7000,5,710.937,0.012,
7010,5,710.937,0.012,
7020,5,703.125,0.009,
