%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
73144.707,297.042,0.858,15.045,97.082,97.156,-13.838,-8.694,-7.057,-5.742,-4.318,-9.757,-9.504,-9.421,-7.702,-4.794,-2.215,-9.347,-2.091,-4.075,-6.427,-9.233,0.000,-35.684,-6.995,0.947,-90.076,-46.874
73152.770,297.042,0.858,15.044,97.082,96.996,-12.865,-9.586,-6.950,-6.264,-3.994,-9.549,-9.291,-8.671,-8.372,-5.211,-1.477,-10.090,-2.091,-4.075,-6.323,-9.458,0.000,-35.761,-6.995,0.948,-90.076,-46.917
73148.739,297.045,0.858,15.044,97.082,96.675,-13.298,-8.472,-7.698,-5.951,-3.887,-10.484,-9.825,-8.993,-7.814,-5.211,-2.531,-9.241,-2.405,-4.075,-6.323,-9.345,0.000,-35.800,-6.964,0.948,-90.093,-46.895
73140.676,297.044,0.858,15.033,96.924,97.316,-13.406,-8.360,-6.629,-5.951,-3.779,-9.238,-10.252,-9.635,-7.479,-5.420,-2.004,-9.453,-1.882,-4.180,-6.427,-9.008,0.000,-35.857,-6.954,0.949,-90.060,-46.895
73148.739,297.039,0.858,15.038,97.003,96.996,-13.406,-8.249,-7.057,-6.368,-4.426,-9.861,-9.397,-8.778,-7.926,-4.377,-2.742,-9.241,-1.673,-4.075,-5.908,-9.008,0.000,-35.896,-6.924,0.950,-90.044,-46.895
73148.739,297.044,0.858,15.044,97.082,96.996,-12.541,-8.583,-7.805,-5.951,-4.426,-9.653,-9.611,-9.100,-8.596,-5.211,-1.687,-10.090,-2.300,-4.389,-6.427,-9.120,0.000,-35.973,-6.913,0.950,-90.060,-46.906
73148.739,297.045,0.858,15.050,97.161,96.835,-12.541,-8.249,-7.378,-5.951,-3.455,-10.068,-9.825,-8.885,-8.149,-4.898,-2.004,-9.347,-2.091,-4.389,-5.701,-9.458,0.000,-36.031,-6.873,0.951,-90.060,-46.906
73152.770,297.045,0.858,15.044,97.082,96.996,-12.757,-8.583,-7.484,-6.264,-3.455,-9.757,-10.038,-9.100,-7.702,-5.524,-2.215,-9.559,-2.405,-3.762,-5.598,-8.670,0.000,-36.108,-6.873,0.951,-90.044,-46.884
73140.676,297.044,0.858,15.063,97.319,97.156,-13.298,-8.472,-7.378,-6.473,-4.318,-9.238,-9.504,-8.885,-7.479,-4.794,-2.426,-9.559,-2.091,-5.120,-6.116,-9.120,0.000,-36.146,-6.852,0.952,-90.044,-46.906
73136.645,297.045,0.858,15.064,97.319,97.156,-13.298,-8.583,-7.164,-5.637,-3.994,-9.549,-10.145,-9.314,-7.926,-4.690,-2.109,-9.559,-1.882,-3.762,-6.634,-8.895,0.000,-36.223,-6.842,0.952,-90.060,-46.895
73140.676,297.044,0.858,15.057,97.240,97.316,-13.081,-8.917,-6.736,-5.846,-4.102,-10.068,-10.145,-8.885,-8.596,-5.315,-2.425,-9.559,-2.196,-4.075,-6.116,-9.458,0.000,-36.300,-6.812,0.952,-90.076,-46.895
73152.770,297.049,0.858,15.056,97.240,96.996,-13.514,-8.472,-7.698,-5.742,-4.210,-9.965,-9.504,-8.993,-7.144,-5.211,-2.320,-9.134,-2.823,-4.389,-6.427,-9.345,0.000,-36.319,-6.802,0.951,-90.044,-46.895
73132.613,297.045,0.858,15.052,97.161,96.996,-13.081,-8.472,-7.271,-6.159,-3.994,-9.342,-10.465,-9.100,-7.591,-5.211,-2.425,-9.241,-2.196,-4.598,-6.219,-9.120,0.000,-36.415,-6.802,0.952,-90.044,-46.884
73132.613,297.045,0.858,15.070,97.398,97.156,-13.730,-8.472,-6.736,-5.846,-4.102,-9.342,-9.397,-9.421,-8.038,-4.482,-2.953,-9.453,-1.882,-4.180,-6.012,-8.670,0.000,-36.473,-6.791,0.952,-90.044,-46.884
73136.645,297.045,0.858,15.058,97.240,97.316,-12.433,-9.252,-6.950,-5.742,-3.994,-9.653,-9.611,-9.314,-7.814,-4.898,-1.793,-10.303,-1.882,-4.389,-6.219,-8.895,0.000,-36.531,-6.751,0.952,-90.060,-46.884
73136.645,297.044,0.858,15.076,97.477,97.156,-13.081,-8.917,-7.057,-5.742,-3.455,-10.380,-9.931,-8.457,-7.591,-4.273,-1.898,-8.603,-2.300,-3.762,-5.804,-9.682,0.000,-36.646,-6.761,0.951,-90.060,-46.906
73140.676,297.047,0.858,15.064,97.319,97.156,-12.755,-8.472,-6.629,-5.846,-3.671,-9.653,-9.931,-8.778,-7.033,-5.211,-1.898,-9.347,-1.777,-4.075,-6.737,-8.894,0.000,-36.704,-6.751,0.951,-90.060,-46.895
73144.707,297.047,0.858,15.075,97.477,97.156,-13.728,-8.694,-7.164,-6.786,-3.671,-9.861,-9.397,-8.778,-7.814,-4.586,-3.269,-9.666,-2.300,-4.598,-6.115,-8.669,0.000,-36.781,-6.730,0.950,-90.076,-46.906
73132.613,297.042,0.858,15.070,97.398,97.316,-12.971,-8.137,-7.378,-5.742,-4.210,-9.549,-9.611,-9.635,-7.814,-4.482,-2.109,-9.666,-2.614,-4.180,-6.633,-9.119,0.000,-36.858,-6.720,0.949,-90.076,-46.906
73136.645,297.044,0.858,15.070,97.398,97.156,-13.512,-9.140,-7.805,-5.846,-3.455,-10.172,-9.718,-9.314,-8.484,-5.003,-2.847,-9.347,-2.614,-4.284,-5.597,-9.232,0.000,-36.935,-6.700,0.947,-90.044,-46.895
73132.613,297.044,0.858,15.076,97.477,97.476,-13.296,-8.249,-7.698,-5.742,-4.534,-9.446,-10.038,-9.100,-7.368,-5.524,-2.742,-9.666,-2.405,-3.971,-6.530,-8.669,0.000,-37.031,-6.710,0.947,-90.044,-46.895
73140.676,297.044,0.858,15.063,97.319,97.156,-13.188,-8.472,-7.484,-6.368,-4.210,-9.549,-10.252,-8.993,-7.814,-5.211,-2.320,-9.559,-2.300,-5.434,-6.426,-9.119,0.000,-37.108,-6.700,0.945,-90.093,-46.884
73128.582,297.049,0.858,15.077,97.477,97.316,-13.188,-8.249,-7.057,-5.742,-4.210,-9.446,-9.184,-9.849,-7.703,-4.482,-2.531,-9.772,-2.196,-4.180,-6.219,-9.344,0.000,-37.185,-6.670,0.943,-90.060,-46.874
73132.613,297.045,0.858,15.077,97.477,97.156,-13.296,-8.917,-6.950,-6.055,-4.210,-9.965,-10.038,-8.993,-8.149,-5.003,-2.109,-10.409,-2.300,-4.389,-6.115,-9.006,0.000,-37.262,-6.670,0.942,-90.076,-46.895
73132.613,297.044,0.858,15.076,97.477,97.156,-13.512,-7.914,-7.378,-6.055,-3.671,-10.068,-9.931,-9.314,-7.479,-5.315,-2.425,-9.772,-2.405,-3.971,-6.219,-9.006,0.000,-37.339,-6.649,0.940,-90.060,-46.906
73128.582,297.047,0.858,15.077,97.477,97.476,-13.404,-8.026,-7.164,-5.846,-3.779,-9.342,-10.358,-8.993,-7.814,-5.628,-2.109,-9.666,-2.091,-4.807,-6.219,-8.444,0.000,-37.397,-6.649,0.939,-90.060,-46.895
73132.613,297.044,0.858,15.070,97.398,97.316,-13.944,-8.249,-6.950,-5.533,-3.671,-9.342,-9.611,-9.314,-7.703,-4.794,-2.847,-9.241,-2.196,-4.389,-5.804,-8.894,0.000,-37.493,-6.629,0.937,-90.060,-46.895
73132.613,297.042,0.858,15.064,97.319,97.156,-12.863,-8.806,-7.271,-6.159,-4.642,-9.238,-10.145,-9.100,-7.926,-5.211,-1.793,-10.303,-2.196,-4.598,-7.048,-9.344,0.000,-37.589,-6.629,0.935,-90.076,-46.884
73132.613,297.044,0.858,15.083,97.557,96.996,-12.431,-8.249,-7.164,-5.637,-3.671,-9.861,-9.718,-9.100,-8.484,-5.107,-2.004,-9.666,-2.196,-4.180,-6.426,-9.907,0.000,-37.628,-6.609,0.933,-90.044,-46.895
73132.613,297.044,0.858,15.083,97.557,96.996,-13.079,-8.806,-7.484,-5.742,-3.671,-9.134,-10.038,-8.885,-7.033,-5.420,-1.898,-9.134,-2.300,-3.866,-5.804,-8.669,0.000,-37.647,-6.588,0.932,-90.044,-46.895
73132.613,297.044,0.858,15.070,97.398,96.996,-13.079,-8.249,-6.629,-6.159,-3.671,-9.653,-9.931,-9.207,-7.368,-4.794,-2.531,-9.666,-2.196,-5.120,-6.426,-8.894,0.000,-37.724,-6.558,0.931,-90.076,-46.895
73140.676,297.045,0.858,15.076,97.477,96.835,-13.296,-8.583,-7.164,-5.429,-3.671,-9.653,-9.825,-9.421,-7.144,-4.377,-1.687,-9.772,-1.673,-3.866,-6.944,-8.894,0.000,-37.782,-6.558,0.930,-90.060,-46.895
