%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
73092.300,297.650,0.855,24.968,266.653,265.604,-12.971,-8.026,-7.376,-5.637,-3.671,-10.484,-9.504,-8.990,-7.703,-5.210,-2.530,-9.770,-2.404,-4.284,-5.908,-9.344,0.000,-31.672,-24.282,1.037,-90.036,-47.360
73092.300,297.652,0.855,24.964,266.574,265.604,-12.863,-8.137,-6.628,-5.742,-3.887,-9.757,-10.465,-9.097,-7.926,-5.210,-2.636,-9.558,-2.195,-4.807,-6.841,-9.119,0.000,-31.691,-24.261,1.034,-90.068,-47.381
73092.300,297.653,0.855,24.968,266.653,265.604,-13.836,-8.917,-7.270,-6.368,-4.426,-9.549,-9.611,-9.525,-7.703,-4.689,-2.636,-9.983,-2.614,-4.598,-6.426,-8.556,0.000,-31.749,-24.211,1.031,-90.052,-47.370
73088.268,297.650,0.855,24.972,266.732,265.764,-13.188,-9.363,-7.376,-5.846,-4.534,-8.927,-9.291,-9.097,-7.814,-4.689,-1.898,-10.195,-2.404,-4.284,-6.633,-9.569,0.000,-31.768,-24.221,1.028,-90.019,-47.370
73084.237,297.652,0.855,24.966,266.574,265.604,-13.188,-8.583,-7.483,-6.055,-3.779,-10.484,-10.038,-9.204,-8.038,-4.689,-2.530,-9.770,-1.986,-3.866,-6.011,-9.457,0.000,-31.845,-24.190,1.026,-90.036,-47.360
73084.237,297.648,0.855,24.969,266.653,265.764,-13.404,-8.694,-7.804,-5.951,-4.210,-9.446,-9.931,-9.311,-7.926,-5.940,-2.109,-9.452,-2.614,-4.598,-6.633,-8.894,0.000,-31.845,-24.160,1.024,-90.019,-47.370
73092.300,297.652,0.855,24.964,266.574,265.604,-13.620,-8.694,-7.590,-7.308,-3.779,-9.446,-9.931,-9.204,-8.261,-4.794,-3.163,-10.089,-2.300,-5.120,-6.530,-9.119,0.000,-31.903,-24.129,1.021,-90.036,-47.381
73092.300,297.652,0.855,24.961,266.495,265.764,-13.620,-9.140,-7.270,-5.846,-4.534,-10.380,-9.397,-9.632,-7.814,-4.481,-2.425,-9.558,-2.614,-4.075,-6.737,-9.006,0.000,-31.960,-24.109,1.020,-90.019,-47.381
73084.237,297.652,0.855,24.966,266.574,265.924,-13.080,-8.249,-7.804,-5.846,-3.347,-9.965,-10.145,-8.776,-8.149,-5.002,-2.214,-9.770,-2.091,-3.971,-5.804,-9.907,0.000,-32.018,-24.089,1.018,-90.019,-47.360
73088.268,297.652,0.855,24.958,266.416,265.764,-13.620,-8.249,-8.018,-5.846,-3.887,-9.757,-9.504,-9.418,-7.703,-6.044,-2.741,-9.558,-2.718,-4.389,-6.530,-8.444,0.000,-32.018,-24.109,1.017,-90.052,-47.381
73092.300,297.652,0.855,24.961,266.495,265.764,-13.404,-8.472,-7.056,-6.577,-3.671,-10.276,-10.038,-9.739,-8.038,-5.106,-2.530,-9.983,-2.404,-5.434,-6.219,-9.119,0.000,-32.057,-24.089,1.016,-90.036,-47.381
73080.205,297.655,0.855,24.963,266.495,265.924,-13.728,-8.694,-7.270,-5.846,-4.534,-9.549,-9.291,-9.846,-7.703,-4.898,-2.003,-9.452,-2.091,-3.762,-6.426,-9.119,0.000,-32.076,-24.089,1.015,-90.036,-47.370
73088.268,297.653,0.855,24.965,266.574,265.924,-12.647,-9.363,-6.949,-5.742,-3.455,-9.446,-9.504,-8.669,-8.149,-5.106,-2.109,-10.514,-1.777,-4.075,-6.219,-8.894,0.000,-32.095,-24.109,1.017,-90.036,-47.381
73080.205,297.652,0.855,24.959,266.416,265.764,-13.296,-8.360,-7.483,-5.951,-3.995,-10.899,-9.931,-9.097,-7.703,-5.106,-3.058,-9.770,-3.659,-4.807,-6.841,-9.457,0.000,-32.095,-24.109,1.016,-90.019,-47.370
73092.300,297.652,0.855,24.961,266.495,265.924,-13.836,-8.806,-7.163,-6.681,-4.210,-8.719,-9.931,-8.990,-7.926,-4.898,-2.003,-9.239,-1.882,-4.807,-6.011,-8.669,0.000,-32.114,-24.129,1.016,-90.052,-47.360
73088.268,297.650,0.855,24.958,266.416,265.604,-13.620,-8.472,-6.949,-5.846,-3.563,-9.446,-9.611,-9.204,-7.479,-5.002,-2.320,-9.452,-1.986,-3.971,-5.597,-8.894,0.000,-32.095,-24.129,1.017,-90.036,-47.370
73092.300,297.652,0.855,24.961,266.495,265.924,-12.431,-9.140,-6.628,-5.429,-3.995,-9.446,-9.825,-8.883,-7.926,-5.210,-2.320,-10.407,-2.614,-4.807,-6.841,-9.569,0.000,-32.134,-24.170,1.018,-90.036,-47.381
73092.300,297.653,0.855,24.964,266.574,265.444,-13.296,-8.472,-7.483,-5.846,-3.887,-10.484,-9.825,-8.883,-7.814,-5.523,-2.636,-9.558,-2.823,-4.389,-5.908,-9.795,0.000,-32.076,-24.211,1.019,-90.036,-47.370
73096.331,297.652,0.856,24.964,266.574,265.924,-13.080,-8.694,-7.163,-5.637,-3.131,-8.823,-9.077,-9.097,-6.921,-5.419,-2.003,-9.876,-2.091,-4.180,-5.390,-8.556,0.000,-32.037,-24.231,1.021,-90.036,-47.360
73088.268,297.652,0.855,24.958,266.416,265.604,-13.728,-8.249,-7.270,-6.055,-3.671,-9.446,-9.397,-8.990,-7.368,-4.481,-2.847,-9.664,-2.091,-4.389,-5.597,-8.781,0.000,-32.037,-24.261,1.023,-90.019,-47.370
73088.268,297.653,0.855,24.954,266.337,265.764,-13.404,-9.029,-6.949,-5.846,-5.290,-9.446,-9.718,-9.204,-7.368,-4.898,-2.425,-10.089,-2.300,-4.598,-7.151,-9.006,0.000,-31.960,-24.302,1.026,-90.052,-47.381
73092.300,297.653,0.855,24.957,266.416,265.444,-13.620,-9.475,-7.697,-6.577,-3.779,-10.484,-10.145,-9.204,-7.926,-5.002,-2.531,-10.195,-2.509,-4.389,-5.700,-9.344,0.000,-31.883,-24.312,1.028,-90.019,-47.360
73092.300,297.652,0.855,24.961,266.495,265.764,-12.863,-7.914,-8.018,-5.951,-3.563,-9.342,-9.397,-9.311,-7.145,-5.106,-2.109,-9.345,-3.032,-4.598,-6.322,-9.344,0.000,-31.845,-24.343,1.031,-90.036,-47.381
73084.237,297.652,0.855,24.955,266.337,265.444,-13.836,-8.472,-7.270,-6.786,-3.887,-9.342,-10.359,-9.418,-8.038,-4.794,-2.320,-9.770,-2.195,-5.434,-6.115,-9.119,0.000,-31.787,-24.404,1.036,-90.052,-47.392
73092.300,297.652,0.855,24.964,266.574,265.604,-13.620,-9.029,-7.483,-5.951,-4.210,-9.653,-9.825,-9.953,-8.149,-5.315,-2.531,-9.770,-3.032,-4.284,-6.426,-9.457,0.000,-31.729,-24.454,1.039,-90.052,-47.392
73096.331,297.653,0.856,24.956,266.416,265.764,-13.404,-9.363,-7.376,-5.637,-4.102,-8.823,-9.611,-8.455,-8.038,-4.898,-1.898,-10.407,-2.091,-4.075,-5.908,-8.894,0.000,-31.672,-24.485,1.042,-90.052,-47.360
73100.362,297.653,0.856,24.959,266.495,265.444,-13.296,-8.026,-7.911,-5.742,-4.426,-9.965,-9.611,-9.097,-7.368,-5.627,-2.531,-9.770,-2.823,-4.284,-6.322,-9.569,0.000,-31.575,-24.515,1.046,-90.052,-47.381
73092.300,297.652,0.855,24.961,266.495,265.604,-13.620,-8.137,-7.163,-5.742,-4.426,-8.823,-10.572,-8.348,-7.256,-5.210,-1.582,-9.239,-1.777,-4.598,-6.011,-8.444,0.000,-31.537,-24.546,1.049,-90.052,-47.381
73092.300,297.653,0.855,24.961,266.495,265.924,-13.620,-8.137,-7.056,-6.055,-4.102,-9.653,-8.863,-9.739,-7.814,-4.794,-2.636,-9.664,-1.882,-4.493,-6.219,-9.006,0.000,-31.421,-24.587,1.053,-90.036,-47.360
73096.331,297.653,0.856,24.953,266.337,265.764,-12.755,-9.586,-7.483,-5.533,-4.318,-9.446,-9.611,-8.990,-7.814,-5.002,-2.004,-9.876,-1.986,-4.180,-6.633,-9.006,0.000,-31.325,-24.607,1.057,-90.036,-47.360
73096.331,297.650,0.856,24.960,266.495,265.764,-12.971,-8.026,-7.163,-6.264,-3.887,-9.965,-9.291,-9.204,-7.703,-4.585,-2.004,-9.345,-2.614,-4.389,-6.322,-9.457,0.000,-31.267,-24.627,1.061,-90.036,-47.360
