%Time (sec),Pressure (psi),Top of Top (C),Bottom of Top (C),Top of Bottom (C),Bottom of Bottom (C),Current (A),Opt Switch,%9/12/20194:04 PM
0.062969,0.040614,25.998585,26.242208,37.845881,36.908363,0.178783,0,
0.063574,0.040563,25.997848,26.247368,37.774409,36.83756,0.177263,0,
0.06418,0.040306,25.997848,26.247368,37.774409,36.83756,0.185165,0,
0.064785,0.040219,25.997848,26.247368,37.774409,36.83756,0.179736,0,
0.065391,0.040033,25.997848,26.247368,37.774409,36.83756,0.186609,0,
0.065996,0.040033,25.997848,26.247368,37.774409,36.83756,0.178954,0,
0.066602,0.039613,25.997848,26.247368,37.774409,36.83756,0.191784,0,
0.067207,0.039262,25.997848,26.247368,37.774409,36.83756,0.186783,0,
0.067812,0.03896,25.997848,26.247368,37.774409,36.83756,0.184051,0,
0.068418,0.038714,25.997848,26.247368,37.774409,36.83756,0.186882,0,
0.069023,0.038416,25.997848,26.247368,37.774409,36.83756,0.175391,0,
0.069629,0.038333,25.997848,26.247368,37.774409,36.83756,0.181282,0,
0.070234,0.037965,25.997848,26.247368,37.774409,36.83756,0.180744,0,
0.07084,0.037694,25.997848,26.247368,37.774409,36.83756,0.180088,0,
0.071445,0.037429,25.997848,26.247368,37.774409,36.83756,0.177632,0,
0.072051,0.036966,25.997848,26.247368,37.774409,36.83756,0.183467,0,
0.072656,0.036906,25.997848,26.247368,37.774409,36.83756,0.171854,0,
0.073262,0.03672,25.997848,26.247368,37.774409,36.83756,0.184103,0,
0.073867,0.03642,25.997848,26.247368,37.774409,36.83756,0.182099,0,
0.074473,0.036153,25.997848,26.247368,37.774409,36.83756,0.187001,0,
0.075078,0.035909,25.997848,26.247368,37.774409,36.83756,0.177158,0,
0.075684,0.035533,25.997848,26.247368,37.774409,36.83756,0.185616,0,
0.076289,0.035229,25.997848,26.247368,37.774409,36.83756,0.180767,0,
0.076895,0.034964,25.997848,26.247368,37.774409,36.83756,0.179014,0,
0.0775,0.034699,25.997848,26.247368,37.774409,36.83756,0.181371,0,
0.078105,0.034552,25.997848,26.247368,37.774409,36.83756,0.181895,0,
0.078711,0.034221,25.997848,26.247368,37.774409,36.83756,0.18616,0,
0.079316,0.033967,25.997848,26.247368,37.774409,36.83756,0.178282,0,
0.079922,0.033686,25.997848,26.247368,37.774409,36.83756,0.188554,0,
0.080527,0.033359,25.997848,26.247368,37.774409,36.83756,0.18771,0,
0.081133,0.033022,25.997848,26.247368,37.774409,36.83756,0.180454,0,
0.081738,0.032813,26.002466,26.186176,37.818533,36.849425,0.178809,0,
0.082344,0.032414,26.002466,26.186176,37.818533,36.849425,0.183678,0,
0.082949,0.032207,26.002466,26.186176,37.818533,36.849425,0.182455,0,
0.083555,0.031855,26.002466,26.186176,37.818533,36.849425,0.177102,0,
0.08416,0.031678,26.002466,26.186176,37.818533,36.849425,0.17786,0,
0.084766,0.031326,26.002466,26.186176,37.818533,36.849425,0.172889,0,
0.085371,0.031007,26.002466,26.186176,37.818533,36.849425,0.174669,0,
0.085977,0.030716,26.002466,26.186176,37.818533,36.849425,0.182208,0,
0.086582,0.030463,26.002466,26.186176,37.818533,36.849425,0.174643,0,
0.087188,0.030073,26.002466,26.186176,37.818533,36.849425,0.179416,0,
0.087793,0.029769,26.002466,26.186176,37.818533,36.849425,0.188751,0,
0.088398,0.029297,26.002466,26.186176,37.818533,36.849425,0.18176,0,
0.089004,0.029417,26.002466,26.186176,37.818533,36.849425,0.180708,0,
0.089609,0.028863,26.002466,26.186176,37.818533,36.849425,0.177682,0,
0.090215,0.028757,26.002466,26.186176,37.818533,36.849425,0.173683,0,
0.09082,0.028356,26.002466,26.186176,37.818533,36.849425,0.174636,0,
0.091426,0.028025,26.002466,26.186176,37.818533,36.849425,0.182445,0,
0.092031,0.027715,26.002466,26.186176,37.818533,36.849425,0.182004,0,
0.092637,0.027357,26.002466,26.186176,37.818533,36.849425,0.181341,0,
0.093242,0.027156,26.002466,26.186176,37.818533,36.849425,0.184225,0,
0.093848,0.026656,26.002466,26.186176,37.818533,36.849425,0.184433,0,
0.094453,0.026457,26.002466,26.186176,37.818533,36.849425,0.181183,0,
0.095059,0.0263,26.002466,26.186176,37.818533,36.849425,0.176578,0,
0.095664,0.025845,26.002466,26.186176,37.818533,36.849425,0.18145,0,
0.09627,0.025578,26.002466,26.186176,37.818533,36.849425,0.175823,0,
0.096875,0.025303,26.002466,26.186176,37.818533,36.849425,0.180893,0,
0.09748,0.025074,26.002466,26.186176,37.818533,36.849425,0.17935,0,
0.098086,0.024627,26.002466,26.186176,37.818533,36.849425,0.17305,0,
0.098691,0.024381,26.002466,26.186176,37.818533,36.849425,0.186263,0,
0.099297,0.024166,26.002466,26.186176,37.818533,36.849425,0.175256,0,
0.099902,0.023874,26.074904,26.195558,37.724982,36.859645,0.17819,0,
0.100508,0.023581,26.074904,26.195558,37.724982,36.859645,0.183764,0,
0.101113,0.023376,26.074904,26.195558,37.724982,36.859645,0.186101,0,
0.101719,0.023074,26.074904,26.195558,37.724982,36.859645,0.186652,0,
0.102324,0.022799,26.074904,26.195558,37.724982,36.859645,0.177998,0,
0.10293,0.02242,26.074904,26.195558,37.724982,36.859645,0.168686,0,
0.103535,0.022315,26.074904,26.195558,37.724982,36.859645,0.183813,0,
0.104141,0.022,26.074904,26.195558,37.724982,36.859645,0.181123,0,
0.104746,0.021636,26.074904,26.195558,37.724982,36.859645,0.179215,0,
0.105352,0.021421,26.074904,26.195558,37.724982,36.859645,0.176475,0,
0.105957,0.02125,26.074904,26.195558,37.724982,36.859645,0.179192,0,
0.106563,0.020892,26.074904,26.195558,37.724982,36.859645,0.182251,0,
0.107168,0.020575,26.074904,26.195558,37.724982,36.859645,0.175707,0,
0.107773,0.019951,26.074904,26.195558,37.724982,36.859645,0.179726,0,
0.108379,0.019709,26.074904,26.195558,37.724982,36.859645,0.177181,0,
0.108984,0.01944,26.074904,26.195558,37.724982,36.859645,0.174267,0,
0.10959,0.019068,26.074904,26.195558,37.724982,36.859645,0.182966,0,
0.110195,0.018695,26.074904,26.195558,37.724982,36.859645,0.182033,0,
0.110801,0.018389,26.074904,26.195558,37.724982,36.859645,0.186826,0,
0.111406,0.018025,26.074904,26.195558,37.724982,36.859645,0.18975,0,
0.112012,0.017529,26.074904,26.195558,37.724982,36.859645,0.181486,0,
0.112617,0.017332,26.074904,26.195558,37.724982,36.859645,0.177487,0,
0.113223,0.017035,26.074904,26.195558,37.724982,36.859645,0.174013,0,
0.113828,0.016582,26.074904,26.195558,37.724982,36.859645,0.182749,0,
0.114434,0.016232,26.074904,26.195558,37.724982,36.859645,0.17127,0,
0.115039,0.015978,26.074904,26.195558,37.724982,36.859645,0.171376,0,
0.115645,0.015564,26.074904,26.195558,37.724982,36.859645,0.179755,0,
0.11625,0.015171,26.074904,26.195558,37.724982,36.859645,0.178387,0,
0.116855,0.014849,26.074904,26.195558,37.724982,36.859645,0.182175,0,
0.117461,0.014437,26.074904,26.195558,37.724982,36.859645,0.173931,0,
0.118066,0.014162,26.080259,26.293445,37.681051,36.978252,0.187993,0,
0.118672,0.013901,26.080259,26.293445,37.681051,36.978252,0.184881,0,
0.119277,0.013473,26.080259,26.293445,37.681051,36.978252,0.181427,0,
0.119883,0.013132,26.080259,26.293445,37.681051,36.978252,0.174718,0,
0.120488,0.012704,26.080259,26.293445,37.681051,36.978252,0.187858,0,
0.121094,0.01233,26.080259,26.293445,37.681051,36.978252,0.179205,0,
0.121699,0.012059,26.080259,26.293445,37.681051,36.978252,0.183642,0,
0.122305,0.011736,26.080259,26.293445,37.681051,36.978252,0.180144,0,
0.12291,0.011233,26.080259,26.293445,37.681051,36.978252,0.179363,0,
0.123516,0.011068,26.080259,26.293445,37.681051,36.978252,0.174329,0,
0.124121,0.010524,26.080259,26.293445,37.681051,36.978252,0.174451,0,
0.124727,0.010236,26.080259,26.293445,37.681051,36.978252,0.187598,0,
0.125332,0.009893,26.080259,26.293445,37.681051,36.978252,0.183948,0,
0.125938,0.009506,26.080259,26.293445,37.681051,36.978252,0.176396,0,
0.126543,0.00926,26.080259,26.293445,37.681051,36.978252,0.171972,0,
0.127148,0.008987,26.080259,26.293445,37.681051,36.978252,0.175045,0,
0.127754,0.00834,26.080259,26.293445,37.681051,36.978252,0.185811,0,
0.128359,0.0081,26.080259,26.293445,37.681051,36.978252,0.190683,0,
0.128965,0.007767,26.080259,26.293445,37.681051,36.978252,0.176291,0,
0.12957,0.007428,26.080259,26.293445,37.681051,36.978252,0.178737,0,
0.130176,0.006925,26.080259,26.293445,37.681051,36.978252,0.181021,0,
0.130781,0.006801,26.080259,26.293445,37.681051,36.978252,0.173423,0,
0.131387,0.006491,26.080259,26.293445,37.681051,36.978252,0.164707,0,
0.131992,0.00604,26.080259,26.293445,37.681051,36.978252,0.185396,0,
0.132598,0.005527,26.080259,26.293445,37.681051,36.978252,0.176218,0,
0.133203,0.005246,26.080259,26.293445,37.681051,36.978252,0.19338,0,
0.133809,0.004917,26.080259,26.293445,37.681051,36.978252,0.178836,0,
0.134414,0.004534,26.080259,26.293445,37.681051,36.978252,0.189351,0,
0.13502,0.004441,26.080259,26.293445,37.681051,36.978252,0.082461,0,
0.135625,0.003744,26.080259,26.293445,37.681051,36.978252,-0.01873,0,
0.13623,0.003252,25.937378,26.192443,37.93283,36.914932,0.01547,0,
0.136836,0.003054,25.937378,26.192443,37.93283,36.914932,-0.003092,0,
0.137441,0.002648,25.937378,26.192443,37.93283,36.914932,0.002525,0,
0.138047,0.002104,25.937378,26.192443,37.93283,36.914932,0.003178,0,
0.138652,0.001918,25.937378,26.192443,37.93283,36.914932,-0.000785,0,
0.139258,0.001484,25.937378,26.192443,37.93283,36.914932,0.001042,0,
0.139863,0.00106,25.937378,26.192443,37.93283,36.914932,0.000494,0,
0.140469,0.000694,25.937378,26.192443,37.93283,36.914932,-0.007447,0,
0.141074,0.000301,25.937378,26.192443,37.93283,36.914932,0.002743,0,
0.14168,-8.38E-05,25.937378,26.192443,37.93283,36.914932,-0.001266,0,
0.142285,-0.000427,25.937378,26.192443,37.93283,36.914932,0.000758,0,
0.142891,-0.000655,25.937378,26.192443,37.93283,36.914932,0.007707,0,
0.143496,-0.001213,25.937378,26.192443,37.93283,36.914932,-0.006059,0,
0.144102,-0.001529,25.937378,26.192443,37.93283,36.914932,0.017976,0,
0.144707,-0.001889,25.937378,26.192443,37.93283,36.914932,-0.000996,0,
0.145313,-0.002363,25.937378,26.192443,37.93283,36.914932,0.071022,0,
0.145918,-0.002729,25.937378,26.192443,37.93283,36.914932,0.196501,0,
0.146523,-0.003048,25.937378,26.192443,37.93283,36.914932,0.180425,0,
0.147129,-0.003505,25.937378,26.192443,37.93283,36.914932,0.180266,0,
0.147734,-0.003771,25.937378,26.192443,37.93283,36.914932,0.178282,0,
0.14834,-0.004266,25.937378,26.192443,37.93283,36.914932,0.179745,0,
0.148945,-0.004605,25.937378,26.192443,37.93283,36.914932,0.178045,0,
0.149551,-0.004994,25.937378,26.192443,37.93283,36.914932,0.182228,0,
0.150156,-0.00531,25.937378,26.192443,37.93283,36.914932,0.177385,0,
0.150762,-0.005511,25.937378,26.192443,37.93283,36.914932,0.184215,0,
0.151367,-0.006131,25.937378,26.192443,37.93283,36.914932,0.173509,0,
0.151973,-0.006363,25.937378,26.192443,37.93283,36.914932,0.176706,0,
0.152578,-0.006737,25.937378,26.192443,37.93283,36.914932,0.18084,0,
0.153184,-0.006985,25.937378,26.192443,37.93283,36.914932,0.189905,0,
0.153789,-0.007374,25.937378,26.192443,37.93283,36.914932,0.182768,0,
0.154395,-0.007765,25.995636,26.277595,37.771492,36.970402,0.184064,0,
0.155,-0.008142,25.995636,26.277595,37.771492,36.970402,0.181057,0,
0.155605,-0.008557,25.995636,26.277595,37.771492,36.970402,0.187416,0,
0.156211,-0.008812,25.995636,26.277595,37.771492,36.970402,0.186938,0,
0.156816,-0.009445,25.995636,26.277595,37.771492,36.970402,0.182116,0,
0.157422,-0.00948,25.995636,26.277595,37.771492,36.970402,0.183045,0,
0.158027,-0.009947,25.995636,26.277595,37.771492,36.970402,0.174468,0,
0.158633,-0.01023,25.995636,26.277595,37.771492,36.970402,0.182561,0,
0.159238,-0.010646,25.995636,26.277595,37.771492,36.970402,0.179314,0,
0.159844,-0.01114,25.995636,26.277595,37.771492,36.970402,0.183919,0,
0.160449,-0.011378,25.995636,26.277595,37.771492,36.970402,0.183418,0,
0.161055,-0.011746,25.995636,26.277595,37.771492,36.970402,0.180273,0,
0.16166,-0.0121,25.995636,26.277595,37.771492,36.970402,0.182271,0,
0.162266,-0.012323,25.995636,26.277595,37.771492,36.970402,0.174567,0,
0.162871,-0.012735,25.995636,26.277595,37.771492,36.970402,0.185768,0,
0.163477,-0.012925,25.995636,26.277595,37.771492,36.970402,0.18439,0,
0.164082,-0.01344,25.995636,26.277595,37.771492,36.970402,0.182782,0,
0.164687,-0.013891,25.995636,26.277595,37.771492,36.970402,0.184941,0,
0.165293,-0.014276,25.995636,26.277595,37.771492,36.970402,0.182069,0,
0.165898,-0.014427,25.995636,26.277595,37.771492,36.970402,0.17932,0,
0.166504,-0.015076,25.995636,26.277595,37.771492,36.970402,0.187766,0,
0.167109,-0.015229,25.995636,26.277595,37.771492,36.970402,0.175928,0,
0.167715,-0.015624,25.995636,26.277595,37.771492,36.970402,0.184822,0,
0.16832,-0.015914,25.995636,26.277595,37.771492,36.970402,0.186042,0,
0.168926,-0.016162,25.995636,26.277595,37.771492,36.970402,0.174003,0,
0.169531,-0.016613,25.995636,26.277595,37.771492,36.970402,0.183945,0,
0.170137,-0.016772,25.995636,26.277595,37.771492,36.970402,0.177524,0,
0.170742,-0.0172,25.995636,26.277595,37.771492,36.970402,0.180289,0,
0.171348,-0.017601,25.995636,26.277595,37.771492,36.970402,0.174669,0,
0.171953,-0.017868,25.995636,26.277595,37.771492,36.970402,0.181249,0,
0.172559,-0.018303,26.067724,26.178803,37.80504,36.932449,0.179745,0,
0.173164,-0.018361,26.067724,26.178803,37.80504,36.932449,0.177408,0,
0.17377,-0.018598,26.067724,26.178803,37.80504,36.932449,0.181885,0,
0.174375,-0.019318,26.067724,26.178803,37.80504,36.932449,0.183761,0,
0.17498,-0.019438,26.067724,26.178803,37.80504,36.932449,0.180161,0,
0.175586,-0.019945,26.067724,26.178803,37.80504,36.932449,0.18053,0,
0.176191,-0.020259,26.067724,26.178803,37.80504,36.932449,0.178325,0,
0.176797,-0.020286,26.067724,26.178803,37.80504,36.932449,0.17871,0,
0.177402,-0.0209,26.067724,26.178803,37.80504,36.932449,0.184301,0,
0.178008,-0.021122,26.067724,26.178803,37.80504,36.932449,0.173248,0,
0.178613,-0.021471,26.067724,26.178803,37.80504,36.932449,0.17935,0,
0.179219,-0.021907,26.067724,26.178803,37.80504,36.932449,0.182709,0,
0.179824,-0.022114,26.067724,26.178803,37.80504,36.932449,0.185135,0,
0.18043,-0.022315,26.067724,26.178803,37.80504,36.932449,0.179561,0,
0.181035,-0.022772,26.067724,26.178803,37.80504,36.932449,0.17759,0,
0.181641,-0.022826,26.067724,26.178803,37.80504,36.932449,0.183876,0,
0.182246,-0.023314,26.067724,26.178803,37.80504,36.932449,0.179508,0,
0.182852,-0.023645,26.067724,26.178803,37.80504,36.932449,0.186777,0,
0.183457,-0.023891,26.067724,26.178803,37.80504,36.932449,0.178506,0,
0.184062,-0.02423,26.067724,26.178803,37.80504,36.932449,0.187614,0,
0.184668,-0.024687,26.067724,26.178803,37.80504,36.932449,0.181789,0,
0.185273,-0.024861,26.067724,26.178803,37.80504,36.932449,0.17995,0,
0.185879,-0.025159,26.067724,26.178803,37.80504,36.932449,0.170819,0,
0.186484,-0.025457,26.067724,26.178803,37.80504,36.932449,0.176716,0,
0.18709,-0.025777,26.067724,26.178803,37.80504,36.932449,0.175885,0,
0.187695,-0.02623,26.067724,26.178803,37.80504,36.932449,0.175991,0,
0.188301,-0.026532,26.067724,26.178803,37.80504,36.932449,0.175905,0,
0.188906,-0.026826,26.067724,26.178803,37.80504,36.932449,0.173904,0,
0.189512,-0.026981,26.067724,26.178803,37.80504,36.932449,0.182478,0,
0.190117,-0.02727,26.067724,26.178803,37.80504,36.932449,0.176716,0,
0.190723,-0.027545,26.072517,26.225988,37.868124,36.806172,0.181041,0,
0.191328,-0.027963,26.072517,26.225988,37.868124,36.806172,0.173601,0,
0.191934,-0.028226,26.072517,26.225988,37.868124,36.806172,0.176146,0,
0.192539,-0.028515,26.072517,26.225988,37.868124,36.806172,0.186658,0,
0.193145,-0.02889,26.072517,26.225988,37.868124,36.806172,0.182086,0,
0.19375,-0.029068,26.072517,26.225988,37.868124,36.806172,0.173654,0,
0.194355,-0.029299,26.072517,26.225988,37.868124,36.806172,0.179126,0,
0.194961,-0.029723,26.072517,26.225988,37.868124,36.806172,0.180639,0,
0.195566,-0.029953,26.072517,26.225988,37.868124,36.806172,0.177781,0,
0.196172,-0.030288,26.072517,26.225988,37.868124,36.806172,0.173383,0,
0.196777,-0.030567,26.072517,26.225988,37.868124,36.806172,0.183461,0,
0.197383,-0.030869,26.072517,26.225988,37.868124,36.806172,0.175707,0,
0.197988,-0.031014,26.072517,26.225988,37.868124,36.806172,0.184426,0,
0.198594,-0.031376,26.072517,26.225988,37.868124,36.806172,0.177161,0,
0.199199,-0.031816,26.072517,26.225988,37.868124,36.806172,0.186098,0,
0.199805,-0.032015,26.072517,26.225988,37.868124,36.806172,0.177939,0,
0.20041,-0.032308,26.072517,26.225988,37.868124,36.806172,0.17216,0,
0.201016,-0.032662,26.072517,26.225988,37.868124,36.806172,0.178836,0,
0.201621,-0.032811,26.072517,26.225988,37.868124,36.806172,0.179732,0,
0.202227,-0.033173,26.072517,26.225988,37.868124,36.806172,0.181657,0,
0.202832,-0.033376,26.072517,26.225988,37.868124,36.806172,0.181262,0,
0.203437,-0.033769,26.072517,26.225988,37.868124,36.806172,0.184509,0,
0.204043,-0.034015,26.072517,26.225988,37.868124,36.806172,0.185366,0,
0.204648,-0.034234,26.072517,26.225988,37.868124,36.806172,0.180006,0,
0.205254,-0.034455,26.072517,26.225988,37.868124,36.806172,0.184117,0,
0.205859,-0.034706,26.072517,26.225988,37.868124,36.806172,0.182515,0,
0.206465,-0.035084,26.072517,26.225988,37.868124,36.806172,0.183935,0,
0.20707,-0.035256,26.072517,26.225988,37.868124,36.806172,0.178308,0,
0.207676,-0.035671,26.072517,26.225988,37.868124,36.806172,0.182046,0,
0.208281,-0.035719,26.072517,26.225988,37.868124,36.806172,0.183253,0,
0.208887,-0.036054,26.111965,26.148205,37.870312,36.925515,0.187795,0,
0.209492,-0.036428,26.111965,26.148205,37.870312,36.925515,0.181275,0,
0.210098,-0.036687,26.111965,26.148205,37.870312,36.925515,0.177491,0,
0.210703,-0.036945,26.111965,26.148205,37.870312,36.925515,0.17669,0,
0.211309,-0.03728,26.111965,26.148205,37.870312,36.925515,0.179736,0,
0.211914,-0.037531,26.111965,26.148205,37.870312,36.925515,0.182172,0,
0.21252,-0.037793,26.111965,26.148205,37.870312,36.925515,0.178206,0,
0.213125,-0.037932,26.111965,26.148205,37.870312,36.925515,0.179821,0,
0.21373,-0.038203,26.111965,26.148205,37.870312,36.925515,0.183955,0,
0.214336,-0.038408,26.111965,26.148205,37.870312,36.925515,0.178849,0,
0.214941,-0.038751,26.111965,26.148205,37.870312,36.925515,0.184967,0,
0.215547,-0.038947,26.111965,26.148205,37.870312,36.925515,0.181773,0,
0.216152,-0.039202,26.111965,26.148205,37.870312,36.925515,0.176874,0,
0.216758,-0.039359,26.111965,26.148205,37.870312,36.925515,0.182162,0,
0.217363,-0.039713,26.111965,26.148205,37.870312,36.925515,0.183988,0,
