%Time (sec),Pressure (psi),Top of Top (C),Bottom of Top (C),Top of Bottom (C),Bottom of Bottom (C),Current (A),Opt Switch,%9/12/20194:01 PM
97.039687,-0.02502,25.9424,26.029775,35.849495,35.287104,0.004701,0,
97.040293,-0.02525,25.9424,26.029775,35.849495,35.287104,0.002842,0,
97.040898,-0.025411,25.9424,26.029775,35.849495,35.287104,0.004784,0,
97.041504,-0.025701,25.9424,26.029775,35.849495,35.287104,0.010318,0,
97.042109,-0.025829,25.9424,26.029775,35.849495,35.287104,0.008482,0,
97.042715,-0.026284,25.9424,26.029775,35.849495,35.287104,0.005957,0,
97.04332,-0.02641,25.9424,26.029775,35.849495,35.287104,0.014729,0,
97.043926,-0.026869,25.9424,26.029775,35.849495,35.287104,0.006847,0,
97.044531,-0.027068,25.9424,26.029775,35.849495,35.287104,0.002282,0,
97.045137,-0.027214,25.9424,26.029775,35.849495,35.287104,-0.001094,0,
97.045742,-0.027512,25.9424,26.029775,35.849495,35.287104,0.00063,0,
97.046348,-0.027856,25.9424,26.029775,35.849495,35.287104,0.010589,0,
97.046953,-0.027955,25.9424,26.029775,35.849495,35.287104,0.011149,0,
97.047559,-0.028426,25.9424,26.029775,35.849495,35.287104,0.014034,0,
97.048164,-0.028468,25.9424,26.029775,35.849495,35.287104,0.004072,0,
97.04877,-0.028797,25.9424,26.029775,35.849495,35.287104,-9.50E-05,0,
97.049375,-0.029012,25.9424,26.029775,35.849495,35.287104,0.00895,0,
97.04998,-0.02925,25.9424,26.029775,35.849495,35.287104,0.002638,0,
97.050586,-0.029595,25.892989,26.074552,35.827211,35.240871,0.007859,0,
97.051191,-0.029818,25.892989,26.074552,35.827211,35.240871,0.009036,0,
97.051797,-0.029973,25.892989,26.074552,35.827211,35.240871,0.01022,0,
97.052402,-0.030259,25.892989,26.074552,35.827211,35.240871,0.00509,0,
97.053008,-0.030284,25.892989,26.074552,35.827211,35.240871,0.001982,0,
97.053613,-0.030615,25.892989,26.074552,35.827211,35.240871,0.016585,0,
97.054219,-0.03096,25.892989,26.074552,35.827211,35.240871,0.006887,0,
97.054824,-0.03126,25.892989,26.074552,35.827211,35.240871,0.006033,0,
97.05543,-0.03131,25.892989,26.074552,35.827211,35.240871,0.013203,0,
97.056035,-0.031591,25.892989,26.074552,35.827211,35.240871,0.007095,0,
97.056641,-0.031893,25.892989,26.074552,35.827211,35.240871,0.004827,0,
97.057246,-0.031986,25.892989,26.074552,35.827211,35.240871,0.006772,0,
97.057852,-0.032354,25.892989,26.074552,35.827211,35.240871,0.004642,0,
97.058457,-0.032472,25.892989,26.074552,35.827211,35.240871,0.009979,0,
97.059062,-0.032722,25.892989,26.074552,35.827211,35.240871,0.007437,0,
97.059668,-0.032981,25.892989,26.074552,35.827211,35.240871,0.008212,0,
97.060273,-0.033328,25.892989,26.074552,35.827211,35.240871,0.012052,0,
97.060879,-0.033527,25.892989,26.074552,35.827211,35.240871,0.022281,0,
97.061484,-0.033787,25.892989,26.074552,35.827211,35.240871,0.174383,0,
97.06209,-0.033924,25.892989,26.074552,35.827211,35.240871,0.183362,0,
97.062695,-0.033977,25.892989,26.074552,35.827211,35.240871,0.185769,0,
97.063301,-0.034228,25.892989,26.074552,35.827211,35.240871,0.184163,0,
97.063906,-0.034623,25.892989,26.074552,35.827211,35.240871,0.183969,0,
97.064512,-0.034888,25.892989,26.074552,35.827211,35.240871,0.183741,0,
97.065117,-0.035072,25.892989,26.074552,35.827211,35.240871,0.185749,0,
97.065723,-0.035243,25.892989,26.074552,35.827211,35.240871,0.180959,0,
97.066328,-0.035405,25.892989,26.074552,35.827211,35.240871,0.198196,0,
97.066934,-0.035599,25.892989,26.074552,35.827211,35.240871,0.188323,0,
97.067539,-0.035845,25.892989,26.074552,35.827211,35.240871,0.192161,0,
97.068145,-0.036066,25.892989,26.074552,35.827211,35.240871,0.178859,0,
97.06875,-0.036302,25.915114,26.098516,35.850956,35.169043,0.177824,0,
97.069355,-0.036554,25.915114,26.098516,35.850956,35.169043,0.183319,0,
97.069961,-0.036608,25.915114,26.098516,35.850956,35.169043,0.183906,0,
97.070566,-0.037001,25.915114,26.098516,35.850956,35.169043,0.187869,0,
97.071172,-0.037175,25.915114,26.098516,35.850956,35.169043,0.18266,0,
97.071777,-0.037378,25.915114,26.098516,35.850956,35.169043,0.194049,0,
97.072383,-0.037632,25.915114,26.098516,35.850956,35.169043,0.186131,0,
97.072988,-0.037706,25.915114,26.098516,35.850956,35.169043,0.184918,0,
97.073594,-0.037857,25.915114,26.098516,35.850956,35.169043,0.190196,0,
97.074199,-0.038255,25.915114,26.098516,35.850956,35.169043,0.187938,0,
97.074805,-0.038325,25.915114,26.098516,35.850956,35.169043,0.187595,0,
97.07541,-0.038668,25.915114,26.098516,35.850956,35.169043,0.184529,0,
97.076016,-0.038811,25.915114,26.098516,35.850956,35.169043,0.194999,0,
97.076621,-0.038985,25.915114,26.098516,35.850956,35.169043,0.179977,0,
97.077227,-0.039235,25.915114,26.098516,35.850956,35.169043,0.185195,0,
97.077832,-0.039471,25.915114,26.098516,35.850956,35.169043,0.186125,0,
97.078437,-0.039605,25.915114,26.098516,35.850956,35.169043,0.177409,0,
97.079043,-0.039665,25.915114,26.098516,35.850956,35.169043,0.179278,0,
97.079648,-0.039845,25.915114,26.098516,35.850956,35.169043,0.192826,0,
97.080254,-0.040192,25.915114,26.098516,35.850956,35.169043,0.191218,0,
97.080859,-0.040383,25.915114,26.098516,35.850956,35.169043,0.179028,0,
97.081465,-0.040652,25.915114,26.098516,35.850956,35.169043,0.188904,0,
97.08207,-0.040573,25.915114,26.098516,35.850956,35.169043,0.189497,0,
97.082676,-0.040968,25.915114,26.098516,35.850956,35.169043,0.180274,0,
97.083281,-0.041107,25.915114,26.098516,35.850956,35.169043,0.18953,0,
97.083887,-0.041295,25.915114,26.098516,35.850956,35.169043,0.182159,0,
97.084492,-0.041541,25.915114,26.098516,35.850956,35.169043,0.185812,0,
97.085098,-0.041696,25.915114,26.098516,35.850956,35.169043,0.187262,0,
97.085703,-0.041839,25.915114,26.098516,35.850956,35.169043,0.187737,0,
97.086309,-0.041975,25.915114,26.098516,35.850956,35.169043,0.19045,0,
97.086914,-0.042211,25.913639,26.03584,35.863011,35.176905,0.18957,0,
97.08752,-0.042503,25.913639,26.03584,35.863011,35.176905,0.188805,0,
97.088125,-0.042676,25.913639,26.03584,35.863011,35.176905,0.186398,0,
97.08873,-0.042755,25.913639,26.03584,35.863011,35.176905,0.182904,0,
97.089336,-0.042999,25.913639,26.03584,35.863011,35.176905,0.182957,0,
97.089941,-0.043249,25.913639,26.03584,35.863011,35.176905,0.191851,0,
97.090547,-0.043247,25.913639,26.03584,35.863011,35.176905,0.196881,0,
97.091152,-0.043421,25.913639,26.03584,35.863011,35.176905,0.187753,0,
97.091758,-0.04358,25.913639,26.03584,35.863011,35.176905,0.18536,0,
97.092363,-0.043715,25.913639,26.03584,35.863011,35.176905,0.191979,0,
97.092969,-0.043946,25.913639,26.03584,35.863011,35.176905,0.183402,0,
97.093574,-0.04407,25.913639,26.03584,35.863011,35.176905,0.183346,0,
97.09418,-0.044196,25.913639,26.03584,35.863011,35.176905,0.180214,0,
97.094785,-0.044385,25.913639,26.03584,35.863011,35.176905,0.185142,0,
97.095391,-0.04448,25.913639,26.03584,35.863011,35.176905,0.184002,0,
97.095996,-0.044709,25.913639,26.03584,35.863011,35.176905,0.187486,0,
97.096602,-0.044906,25.913639,26.03584,35.863011,35.176905,0.182476,0,
97.097207,-0.044949,25.913639,26.03584,35.863011,35.176905,0.186306,0,
97.097813,-0.045078,25.913639,26.03584,35.863011,35.176905,0.177828,0,
97.098418,-0.045191,25.913639,26.03584,35.863011,35.176905,0.179782,0,
97.099023,-0.045681,25.913639,26.03584,35.863011,35.176905,0.178863,0,
97.099629,-0.045516,25.913639,26.03584,35.863011,35.176905,0.193835,0,
97.100234,-0.045721,25.913639,26.03584,35.863011,35.176905,0.17675,0,
97.10084,-0.046006,25.913639,26.03584,35.863011,35.176905,0.18088,0,
97.101445,-0.045998,25.913639,26.03584,35.863011,35.176905,0.184753,0,
97.102051,-0.046362,25.913639,26.03584,35.863011,35.176905,0.207881,0,
97.102656,-0.046449,25.913639,26.03584,35.863011,35.176905,0.097549,0,
97.103262,-0.046531,25.913639,26.03584,35.863011,35.176905,-0.009022,0,
97.103867,-0.046627,25.913639,26.03584,35.863011,35.176905,0.013984,0,
97.104473,-0.046726,25.913639,26.03584,35.863011,35.176905,-0.00325,0,
97.105078,-0.046964,25.908845,26.002289,35.902997,35.340465,0.013608,0,
97.105684,-0.046908,25.908845,26.002289,35.902997,35.340465,0.005496,0,
97.106289,-0.04709,25.908845,26.002289,35.902997,35.340465,0.008482,0,
97.106895,-0.047264,25.908845,26.002289,35.902997,35.340465,0.004622,0,
97.1075,-0.047324,25.908845,26.002289,35.902997,35.340465,0.004962,0,
97.108105,-0.047559,25.908845,26.002289,35.902997,35.340465,0.010668,0,
97.108711,-0.047698,25.908845,26.002289,35.902997,35.340465,0.010951,0,
97.109316,-0.047847,25.908845,26.002289,35.902997,35.340465,0.010938,0,
97.109922,-0.047987,25.908845,26.002289,35.902997,35.340465,0.004286,0,
97.110527,-0.04795,25.908845,26.002289,35.902997,35.340465,0.00871,0,
97.111133,-0.048002,25.908845,26.002289,35.902997,35.340465,0.009798,0,
97.111738,-0.048054,25.908845,26.002289,35.902997,35.340465,0.004421,0,
97.112344,-0.048223,25.908845,26.002289,35.902997,35.340465,0.010543,0,
97.112949,-0.048302,25.908845,26.002289,35.902997,35.340465,0.00749,0,
97.113555,-0.048478,25.908845,26.002289,35.902997,35.340465,0.019338,0,
97.11416,-0.048672,25.908845,26.002289,35.902997,35.340465,0.008143,0,
97.114766,-0.048598,25.908845,26.002289,35.902997,35.340465,0.007606,0,
97.115371,-0.048734,25.908845,26.002289,35.902997,35.340465,0.012392,0,
97.115977,-0.048616,25.908845,26.002289,35.902997,35.340465,0.011225,0,
97.116582,-0.048875,25.908845,26.002289,35.902997,35.340465,0.003066,0,
97.117187,-0.04896,25.908845,26.002289,35.902997,35.340465,0.009181,0,
97.117793,-0.049024,25.908845,26.002289,35.902997,35.340465,0.007863,0,
97.118398,-0.049193,25.908845,26.002289,35.902997,35.340465,0.004751,0,
97.119004,-0.049202,25.908845,26.002289,35.902997,35.340465,0.013137,0,
97.119609,-0.049348,25.908845,26.002289,35.902997,35.340465,0.007836,0,
97.120215,-0.049288,25.908845,26.002289,35.902997,35.340465,0.002526,0,
97.12082,-0.049276,25.908845,26.002289,35.902997,35.340465,0.008397,0,
97.121426,-0.049648,25.908845,26.002289,35.902997,35.340465,0.003188,0,
97.122031,-0.049535,25.908845,26.002289,35.902997,35.340465,0.003198,0,
97.122637,-0.049599,25.908845,26.002289,35.902997,35.340465,0.003192,0,
97.123242,-0.049791,25.931338,26.08082,35.854244,35.361663,0.005298,0,
97.123848,-0.049847,25.931338,26.08082,35.854244,35.361663,-0.000586,0,
97.124453,-0.049845,25.931338,26.08082,35.854244,35.361663,-0.000741,0,
97.125059,-0.049741,25.931338,26.08082,35.854244,35.361663,0.004105,0,
97.125664,-0.049971,25.931338,26.08082,35.854244,35.361663,0.007428,0,
97.12627,-0.049942,25.931338,26.08082,35.854244,35.361663,0.014785,0,
97.126875,-0.050083,25.931338,26.08082,35.854244,35.361663,0.003063,0,
97.12748,-0.050223,25.931338,26.08082,35.854244,35.361663,0.012029,0,
97.128086,-0.050188,25.931338,26.08082,35.854244,35.361663,0.00806,0,
97.128691,-0.050186,25.931338,26.08082,35.854244,35.361663,0.0087,0,
97.129297,-0.050318,25.931338,26.08082,35.854244,35.361663,0.003445,0,
97.129902,-0.050234,25.931338,26.08082,35.854244,35.361663,0.012577,0,
97.130508,-0.050308,25.931338,26.08082,35.854244,35.361663,0.001596,0,
97.131113,-0.050349,25.931338,26.08082,35.854244,35.361663,0.007714,0,
97.131719,-0.05044,25.931338,26.08082,35.854244,35.361663,0.005769,0,
97.132324,-0.050554,25.931338,26.08082,35.854244,35.361663,0.002852,0,
97.13293,-0.050631,25.931338,26.08082,35.854244,35.361663,0.007764,0,
97.133535,-0.050635,25.931338,26.08082,35.854244,35.361663,0.009491,0,
97.134141,-0.050618,25.931338,26.08082,35.854244,35.361663,0.014324,0,
97.134746,-0.050633,25.931338,26.08082,35.854244,35.361663,0.00571,0,
97.135352,-0.050701,25.931338,26.08082,35.854244,35.361663,0.002803,0,
97.135957,-0.050678,25.931338,26.08082,35.854244,35.361663,0.010645,0,
97.136562,-0.050815,25.931338,26.08082,35.854244,35.361663,0.013193,0,
97.137168,-0.050883,25.931338,26.08082,35.854244,35.361663,0.005931,0,
97.137773,-0.050817,25.931338,26.08082,35.854244,35.361663,0.007757,0,
97.138379,-0.050897,25.931338,26.08082,35.854244,35.361663,0.011637,0,
97.138984,-0.051011,25.931338,26.08082,35.854244,35.361663,0.010157,0,
97.13959,-0.050931,25.931338,26.08082,35.854244,35.361663,-0.001753,0,
97.140195,-0.05085,25.931338,26.08082,35.854244,35.361663,0.000327,0,
97.140801,-0.050873,25.931338,26.08082,35.854244,35.361663,0.007658,0,
97.141406,-0.051003,25.998813,26.025517,35.864641,35.286559,0.017145,0,
97.142012,-0.050951,25.998813,26.025517,35.864641,35.286559,0.017063,0,
97.142617,-0.05105,25.998813,26.025517,35.864641,35.286559,0.010345,0,
97.143223,-0.051028,25.998813,26.025517,35.864641,35.286559,0.011716,0,
97.143828,-0.050959,25.998813,26.025517,35.864641,35.286559,0.00572,0,
97.144434,-0.05111,25.998813,26.025517,35.864641,35.286559,0.003706,0,
97.145039,-0.051019,25.998813,26.025517,35.864641,35.286559,0.007039,0,
97.145645,-0.050941,25.998813,26.025517,35.864641,35.286559,0.008149,0,
97.14625,-0.050968,25.998813,26.025517,35.864641,35.286559,0.011169,0,
97.146855,-0.051146,25.998813,26.025517,35.864641,35.286559,0.008674,0,
97.147461,-0.05104,25.998813,26.025517,35.864641,35.286559,0.008298,0,
97.148066,-0.051092,25.998813,26.025517,35.864641,35.286559,0.01138,0,
97.148672,-0.051044,25.998813,26.025517,35.864641,35.286559,0.010411,0,
97.149277,-0.050951,25.998813,26.025517,35.864641,35.286559,0.009152,0,
97.149883,-0.050984,25.998813,26.025517,35.864641,35.286559,0.011093,0,
97.150488,-0.051044,25.998813,26.025517,35.864641,35.286559,0.004744,0,
97.151094,-0.051038,25.998813,26.025517,35.864641,35.286559,0.014525,0,
97.151699,-0.051061,25.998813,26.025517,35.864641,35.286559,0.012076,0,
97.152305,-0.05097,25.998813,26.025517,35.864641,35.286559,0.005321,0,
97.15291,-0.051063,25.998813,26.025517,35.864641,35.286559,0.008173,0,
97.153516,-0.051096,25.998813,26.025517,35.864641,35.286559,0.004754,0,
97.154121,-0.051024,25.998813,26.025517,35.864641,35.286559,0.009369,0,
97.154727,-0.051022,25.998813,26.025517,35.864641,35.286559,0.002156,0,
97.155332,-0.051042,25.998813,26.025517,35.864641,35.286559,0.008469,0,
97.155937,-0.051022,25.998813,26.025517,35.864641,35.286559,0.006323,0,
97.156543,-0.051001,25.998813,26.025517,35.864641,35.286559,0.009458,0,
97.157148,-0.050995,25.998813,26.025517,35.864641,35.286559,0.008199,0,
97.157754,-0.051036,25.998813,26.025517,35.864641,35.286559,0.015309,0,
97.158359,-0.051032,25.998813,26.025517,35.864641,35.286559,0.007549,0,
97.158965,-0.050928,25.998813,26.025517,35.864641,35.286559,0.008855,0,
97.15957,-0.050966,25.814445,25.97906,35.878719,35.22972,0.003093,0,
97.160176,-0.050887,25.814445,25.97906,35.878719,35.22972,0.010704,0,
97.160781,-0.050773,25.814445,25.97906,35.878719,35.22972,0.005384,0,
97.161387,-0.050757,25.814445,25.97906,35.878719,35.22972,0.006762,0,
97.161992,-0.050763,25.814445,25.97906,35.878719,35.22972,0.012141,0,
97.162598,-0.050753,25.814445,25.97906,35.878719,35.22972,0.010473,0,
97.163203,-0.050614,25.814445,25.97906,35.878719,35.22972,0.017192,0,
97.163809,-0.050631,25.814445,25.97906,35.878719,35.22972,0.000541,0,
97.164414,-0.05055,25.814445,25.97906,35.878719,35.22972,0.01908,0,
97.16502,-0.050583,25.814445,25.97906,35.878719,35.22972,0.174234,0,
97.165625,-0.050562,25.814445,25.97906,35.878719,35.22972,0.184664,0,
97.16623,-0.050509,25.814445,25.97906,35.878719,35.22972,0.181335,0,
97.166836,-0.050486,25.814445,25.97906,35.878719,35.22972,0.18479,0,
97.167441,-0.050571,25.814445,25.97906,35.878719,35.22972,0.187519,0,
97.168047,-0.050405,25.814445,25.97906,35.878719,35.22972,0.182439,0,
97.168652,-0.050219,25.814445,25.97906,35.878719,35.22972,0.18234,0,
97.169258,-0.050238,25.814445,25.97906,35.878719,35.22972,0.187038,0,
97.169863,-0.050256,25.814445,25.97906,35.878719,35.22972,0.182993,0,
97.170469,-0.050027,25.814445,25.97906,35.878719,35.22972,0.182584,0,
97.171074,-0.049952,25.814445,25.97906,35.878719,35.22972,0.18747,0,
97.17168,-0.049894,25.814445,25.97906,35.878719,35.22972,0.184437,0,
97.172285,-0.049942,25.814445,25.97906,35.878719,35.22972,0.184826,0,
97.172891,-0.049748,25.814445,25.97906,35.878719,35.22972,0.183501,0,
97.173496,-0.049706,25.814445,25.97906,35.878719,35.22972,0.183975,0,
97.174102,-0.049601,25.814445,25.97906,35.878719,35.22972,0.179862,0,
97.174707,-0.049613,25.814445,25.97906,35.878719,35.22972,0.190235,0,
97.175313,-0.049605,25.814445,25.97906,35.878719,35.22972,0.186979,0,
97.175918,-0.049601,25.814445,25.97906,35.878719,35.22972,0.188356,0,
97.176523,-0.049479,25.814445,25.97906,35.878719,35.22972,0.184523,0,
97.177129,-0.049431,25.814445,25.97906,35.878719,35.22972,0.183613,0,
97.177734,-0.049301,25.89004,25.94182,35.894061,35.300813,0.185347,0,
97.17834,-0.049154,25.89004,25.94182,35.894061,35.300813,0.182558,0,
97.178945,-0.049168,25.89004,25.94182,35.894061,35.300813,0.176671,0,
97.179551,-0.04909,25.89004,25.94182,35.894061,35.300813,0.183036,0,
97.180156,-0.048887,25.89004,25.94182,35.894061,35.300813,0.184674,0,
97.180762,-0.048879,25.89004,25.94182,35.894061,35.300813,0.185344,0,
97.181367,-0.048823,25.89004,25.94182,35.894061,35.300813,0.182851,0,
97.181973,-0.048749,25.89004,25.94182,35.894061,35.300813,0.17736,0,
97.182578,-0.048775,25.89004,25.94182,35.894061,35.300813,0.187153,0,
97.183184,-0.048614,25.89004,25.94182,35.894061,35.300813,0.184407,0,
97.183789,-0.048498,25.89004,25.94182,35.894061,35.300813,0.181213,0,
97.184395,-0.048455,25.89004,25.94182,35.894061,35.300813,0.182515,0,
97.185,-0.04837,25.89004,25.94182,35.894061,35.300813,0.188291,0,
97.185605,-0.048296,25.89004,25.94182,35.894061,35.300813,0.188485,0,
97.186211,-0.048039,25.89004,25.94182,35.894061,35.300813,0.188017,0,
97.186816,-0.048143,25.89004,25.94182,35.894061,35.300813,0.184599,0,
97.187422,-0.047979,25.89004,25.94182,35.894061,35.300813,0.181401,0,
97.188027,-0.047899,25.89004,25.94182,35.894061,35.300813,0.186075,0,
97.188633,-0.047754,25.89004,25.94182,35.894061,35.300813,0.184987,0,
97.189238,-0.047619,25.89004,25.94182,35.894061,35.300813,0.18385,0,
97.189844,-0.047561,25.89004,25.94182,35.894061,35.300813,0.188907,0,
97.190449,-0.047359,25.89004,25.94182,35.894061,35.300813,0.17912,0,
97.191055,-0.047355,25.89004,25.94182,35.894061,35.300813,0.183118,0,
97.19166,-0.047253,25.89004,25.94182,35.894061,35.300813,0.181961,0,
97.192266,-0.047158,25.89004,25.94182,35.894061,35.300813,0.185222,0,
97.192871,-0.047051,25.89004,25.94182,35.894061,35.300813,0.192494,0,
97.193477,-0.046817,25.89004,25.94182,35.894061,35.300813,0.192546,0,
97.194082,-0.046713,25.89004,25.94182,35.894061,35.300813,0.190334,0,
97.194688,-0.046581,25.89004,25.94182,35.894061,35.300813,0.185821,0,
97.195293,-0.046575,25.89004,25.94182,35.894061,35.300813,0.178101,0,
97.195898,-0.046372,25.839889,26.031416,35.926206,35.214189,0.178246,0,
97.196504,-0.046261,25.839889,26.031416,35.926206,35.214189,0.184447,0,
97.197109,-0.046099,25.839889,26.031416,35.926206,35.214189,0.188472,0,
97.197715,-0.046066,25.839889,26.031416,35.926206,35.214189,0.183725,0,
97.19832,-0.045874,25.839889,26.031416,35.926206,35.214189,0.18808,0,
97.198926,-0.045824,25.839889,26.031416,35.926206,35.214189,0.183046,0,
97.199531,-0.045584,25.839889,26.031416,35.926206,35.214189,0.192381,0,
97.200137,-0.045578,25.839889,26.031416,35.926206,35.214189,0.190783,0,
97.200742,-0.045276,25.839889,26.031416,35.926206,35.214189,0.185663,0,
97.201348,-0.045262,25.839889,26.031416,35.926206,35.214189,0.182482,0,
97.201953,-0.04504,25.839889,26.031416,35.926206,35.214189,0.183128,0,
97.202559,-0.044982,25.839889,26.031416,35.926206,35.214189,0.188515,0,
97.203164,-0.044836,25.839889,26.031416,35.926206,35.214189,0.181612,0,
97.20377,-0.044757,25.839889,26.031416,35.926206,35.214189,0.182594,0,
97.204375,-0.044625,25.839889,26.031416,35.926206,35.214189,0.195312,0,
97.20498,-0.044319,25.839889,26.031416,35.926206,35.214189,0.181338,0,
97.205586,-0.04424,25.839889,26.031416,35.926206,35.214189,0.198206,0,
97.206191,-0.044008,25.839889,26.031416,35.926206,35.214189,0.150058,0,
97.206797,-0.043907,25.839889,26.031416,35.926206,35.214189,0.001758,0,
97.207402,-0.043723,25.839889,26.031416,35.926206,35.214189,0.010127,0,
97.208008,-0.043593,25.839889,26.031416,35.926206,35.214189,0.004177,0,
97.208613,-0.043446,25.839889,26.031416,35.926206,35.214189,0.0057,0,
97.209219,-0.043278,25.839889,26.031416,35.926206,35.214189,-0.003747,0,
97.209824,-0.043133,25.839889,26.031416,35.926206,35.214189,0.009554,0,
97.21043,-0.043034,25.839889,26.031416,35.926206,35.214189,0.001359,0,
97.211035,-0.042848,25.839889,26.031416,35.926206,35.214189,0.004922,0,
97.211641,-0.042683,25.839889,26.031416,35.926206,35.214189,0.005901,0,
97.212246,-0.042383,25.839889,26.031416,35.926206,35.214189,0.001774,0,
97.212852,-0.042219,25.839889,26.031416,35.926206,35.214189,0.007071,0,
97.213457,-0.042199,25.839889,26.031416,35.926206,35.214189,0.00541,0,
97.214062,-0.041924,25.905895,25.97058,35.894061,35.179644,0.008901,0,
97.214668,-0.041665,25.905895,25.97058,35.894061,35.179644,0.004675,0,
97.215273,-0.041632,25.905895,25.97058,35.894061,35.179644,0.006775,0,
97.215879,-0.041514,25.905895,25.97058,35.894061,35.179644,0.011525,0,
97.216484,-0.041148,25.905895,25.97058,35.894061,35.179644,0.002219,0,
97.21709,-0.041154,25.905895,25.97058,35.894061,35.179644,0.011354,0,
97.217695,-0.040716,25.905895,25.97058,35.894061,35.179644,0.008828,0,
97.218301,-0.040705,25.905895,25.97058,35.894061,35.179644,0.003762,0,
97.218906,-0.040608,25.905895,25.97058,35.894061,35.179644,-0.000303,0,
97.219512,-0.040275,25.905895,25.97058,35.894061,35.179644,0.011205,0,
