%Time (ms),Hubangle(Theta in rad),Tip Deflection(m),Hub Angular Velocity (rads/s),Tip Velocity (m/s),Position Reference (rad),Output Voltage (V),K1 (Hub Prop),K2 (Tip Prop),K3 (Hub Deriv),K4 (Tip Deriv),%4/30/20192:16 PM,
218720,0.202,0,0.008,0,0.2,-0.059,24,0,-0.05,0,0,0
218721,0.202,0,0.009,0,0.2,-0.059,24,0,-0.05,0,0,0
218722,0.202,0,0.01,0,0.2,-0.059,24,0,-0.05,0,0,0
218723,0.202,0,0.01,0,0.2,-0.059,24,0,-0.05,0,0,0
218724,0.202,0,0.011,0,0.2,-0.059,24,0,-0.05,0,0,0
218725,0.202,0,0.012,0,0.2,-0.059,24,0,-0.05,0,0,0
218726,0.196,0,-0.002,0,0.2,0.087,24,0,-0.05,0,0,0
218727,0.209,0,0.006,0,0.2,-0.207,24,0,-0.05,0,0,0
218728,0.202,0,0.019,0,0.2,-0.059,24,0,-0.05,0,0,0
218729,0.202,0,0.005,0,0.2,-0.059,24,0,-0.05,0,0,0
218730,0.209,0,0.032,0,0.2,-0.205,24,0,-0.05,0,0,0
218731,0.202,0,0.04,0,0.2,-0.058,24,0,-0.05,0,0,0
218732,0.202,0,0.025,0,0.2,-0.058,24,0,-0.05,0,0,0
218733,0.202,0,0.038,0,0.2,-0.058,24,0,-0.05,0,0,0
218734,0.202,0,0.032,0,0.2,-0.058,24,0,-0.05,0,0,0
218735,0.202,0,0.026,0,0.2,-0.058,24,0,-0.05,0,0,0
218736,0.202,0,0.028,0,0.2,-0.058,24,0,-0.05,0,0,0
218737,0.209,0,0.039,0,0.2,-0.205,24,0,-0.05,0,0,0
218738,0.209,0,0.058,0,0.2,-0.204,24,0,-0.05,0,0,0
218739,0.202,0,0.057,0,0.2,-0.057,24,0,-0.05,0,0,0
218740,0.202,0,0.058,0,0.2,-0.057,24,0,-0.05,0,0,0
218741,0.202,0,0.059,0,0.2,-0.057,24,0,-0.05,0,0,0
218742,0.202,0,0.046,0,0.2,-0.057,24,0,-0.05,0,0,0
218743,0.202,0,0.041,0,0.2,-0.058,24,0,-0.05,0,0,0
218744,0.196,0,0.026,0,0.2,0.089,24,0,-0.05,0,0,0
218745,0.196,0,-0.001,0,0.2,0.088,24,0,-0.05,0,0,0
218746,0.202,0,-0.005,0,0.2,-0.06,24,0,-0.05,0,0,0
218747,0.202,0,-0.011,0,0.2,-0.06,24,0,-0.05,0,0,0
218748,0.202,0,-0.018,0,0.2,-0.061,24,0,-0.05,0,0,0
218749,0.202,0,-0.01,0,0.2,-0.06,24,0,-0.05,0,0,0
218750,0.196,0,-0.024,0,0.2,0.086,24,0,-0.05,0,0,0
218751,0.196,0,-0.047,0,0.2,0.085,24,0,-0.05,0,0,0
218752,0.202,0,-0.047,0,0.2,-0.062,24,0,-0.05,0,0,0
218753,0.209,0,-0.034,0,0.2,-0.209,24,0,-0.05,0,0,0
218754,0.202,0,-0.031,0,0.2,-0.061,24,0,-0.05,0,0,0
218755,0.202,0,-0.025,0,0.2,-0.061,24,0,-0.05,0,0,0
218756,0.202,0,-0.013,0,0.2,-0.06,24,0,-0.05,0,0,0
218757,0.202,0,-0.017,0,0.2,-0.061,24,0,-0.05,0,0,0
218758,0.202,0,-0.019,0,0.2,-0.061,24,0,-0.05,0,0,0
218759,0.209,0,0.001,0,0.2,-0.207,24,0,-0.05,0,0,0
218760,0.202,0,0.008,0,0.2,-0.059,24,0,-0.05,0,0,0
218761,0.202,0,0.003,0,0.2,-0.06,24,0,-0.05,0,0,0
218762,0.202,0,0.012,0,0.2,-0.059,24,0,-0.05,0,0,0
218763,0.202,0,0.009,0,0.2,-0.059,24,0,-0.05,0,0,0
218764,0.202,0,0.003,0,0.2,-0.06,24,0,-0.05,0,0,0
218765,0.202,0,0.007,0,0.2,-0.059,24,0,-0.05,0,0,0
218766,0.202,0,0.006,0,0.2,-0.059,24,0,-0.05,0,0,0
218767,0.202,0,0.005,0,0.2,-0.059,24,0,-0.05,0,0,0
218768,0.202,0,0.005,0,0.2,-0.059,24,0,-0.05,0,0,0
218769,0.202,0,0.004,0,0.2,-0.06,24,0,-0.05,0,0,0
218770,0.202,0,0.004,0,0.2,-0.06,24,0,-0.05,0,0,0
218771,0.196,0,-0.011,0,0.2,0.087,24,0,-0.05,0,0,0
218772,0.202,0,-0.018,0,0.2,-0.061,24,0,-0.05,0,0,0
218773,0.202,0,-0.012,0,0.2,-0.06,24,0,-0.05,0,0,0
218774,0.202,0,-0.021,0,0.2,-0.061,24,0,-0.05,0,0,0
218775,0.209,0,-0.002,0,0.2,-0.207,24,0,-0.05,0,0,0
218776,0.202,0,0.011,0,0.2,-0.059,24,0,-0.05,0,0,0
218777,0.202,0,0.002,0,0.2,-0.06,24,0,-0.05,0,0,0
218778,0.202,0,0.012,0,0.2,-0.059,24,0,-0.05,0,0,0
218779,0.202,0,0.009,0,0.2,-0.059,24,0,-0.05,0,0,0
218780,0.202,0,0.003,0,0.2,-0.06,24,0,-0.05,0,0,0
218781,0.202,0,0.007,0,0.2,-0.059,24,0,-0.05,0,0,0
218782,0.209,0,0.02,0,0.2,-0.206,24,0,-0.05,0,0,0
218783,0.202,0,0.026,0,0.2,-0.058,24,0,-0.05,0,0,0
218784,0.202,0,0.019,0,0.2,-0.059,24,0,-0.05,0,0,0
218785,0.202,0,0.027,0,0.2,-0.058,24,0,-0.05,0,0,0
218786,0.202,0,0.022,0,0.2,-0.059,24,0,-0.05,0,0,0
218787,0.202,0,0.015,0,0.2,-0.059,24,0,-0.05,0,0,0
218788,0.202,0,0.017,0,0.2,-0.059,24,0,-0.05,0,0,0
218789,0.202,0,0.014,0,0.2,-0.059,24,0,-0.05,0,0,0
218790,0.202,0,0.012,0,0.2,-0.059,24,0,-0.05,0,0,0
218791,0.202,0,0.01,0,0.2,-0.059,24,0,-0.05,0,0,0
218792,0.202,0,0.009,0,0.2,-0.059,24,0,-0.05,0,0,0
218793,0.202,0,0.007,0,0.2,-0.059,24,0,-0.05,0,0,0
218794,0.196,0,-0.008,0,0.2,0.087,24,0,-0.05,0,0,0
218795,0.202,0,-0.016,0,0.2,-0.061,24,0,-0.05,0,0,0
218796,0.202,0,-0.011,0,0.2,-0.06,24,0,-0.05,0,0,0
218797,0.202,0,-0.02,0,0.2,-0.061,24,0,-0.05,0,0,0
218798,0.202,0,-0.017,0,0.2,-0.061,24,0,-0.05,0,0,0
218799,0.202,0,-0.011,0,0.2,-0.06,24,0,-0.05,0,0,0
218800,0.202,0,-0.015,0,0.2,-0.06,24,0,-0.05,0,0,0
218801,0.202,0,-0.013,0,0.2,-0.06,24,0,-0.05,0,0,0
218802,0.202,0,-0.012,0,0.2,-0.06,24,0,-0.05,0,0,0
218803,0.202,0,-0.011,0,0.2,-0.06,24,0,-0.05,0,0,0
218804,0.202,0,-0.011,0,0.2,-0.06,24,0,-0.05,0,0,0
218805,0.209,0,0.004,0,0.2,-0.207,24,0,-0.05,0,0,0
218806,0.202,0,0.012,0,0.2,-0.059,24,0,-0.05,0,0,0
218807,0.196,0,-0.008,0,0.2,0.087,24,0,-0.05,0,0,0
218808,0.202,0,-0.006,0,0.2,-0.06,24,0,-0.05,0,0,0
218809,0.196,0,-0.018,0,0.2,0.087,24,0,-0.05,0,0,0
218810,0.196,0,-0.053,0,0.2,0.085,24,0,-0.05,0,0,0
218811,0.202,0,-0.046,0,0.2,-0.062,24,0,-0.05,0,0,0
218812,0.202,0,-0.043,0,0.2,-0.062,24,0,-0.05,0,0,0
218813,0.202,0,-0.05,0,0.2,-0.062,24,0,-0.05,0,0,0
218814,0.202,0,-0.037,0,0.2,-0.062,24,0,-0.05,0,0,0
218815,0.209,0,-0.018,0,0.2,-0.208,24,0,-0.05,0,0,0
218816,0.202,0,-0.011,0,0.2,-0.06,24,0,-0.05,0,0,0
218817,0.202,0,-0.013,0,0.2,-0.06,24,0,-0.05,0,0,0
218818,0.196,0,-0.015,0,0.2,0.087,24,0,-0.05,0,0,0
218819,0.202,0,-0.024,0,0.2,-0.061,24,0,-0.05,0,0,0
218820,0.202,0,-0.021,0,0.2,-0.061,24,0,-0.05,0,0,0
218821,0.202,0,-0.024,0,0.2,-0.061,24,0,-0.05,0,0,0
218822,0.202,0,-0.019,0,0.2,-0.061,24,0,-0.05,0,0,0
218823,0.209,0,0.003,0,0.2,-0.207,24,0,-0.05,0,0,0
218824,0.209,0,0.022,0,0.2,-0.206,24,0,-0.05,0,0,0
218825,0.202,0,0.026,0,0.2,-0.058,24,0,-0.05,0,0,0
218826,0.209,0,0.044,0,0.2,-0.205,24,0,-0.05,0,0,0
218827,0.202,0,0.056,0,0.2,-0.057,24,0,-0.05,0,0,0
218828,0.209,0,0.055,0,0.2,-0.204,24,0,-0.05,0,0,0
218829,0.196,0,0.053,0,0.2,0.09,24,0,-0.05,0,0,0
218830,0.202,0,0.038,0,0.2,-0.058,24,0,-0.05,0,0,0
218831,0.202,0,0.042,0,0.2,-0.058,24,0,-0.05,0,0,0
218832,0.202,0,0.031,0,0.2,-0.058,24,0,-0.05,0,0,0
218833,0.202,0,0.025,0,0.2,-0.058,24,0,-0.05,0,0,0
218834,0.202,0,0.031,0,0.2,-0.058,24,0,-0.05,0,0,0
218835,0.202,0,0.023,0,0.2,-0.059,24,0,-0.05,0,0,0
218836,0.202,0,0.022,0,0.2,-0.059,24,0,-0.05,0,0,0
218837,0.196,0,0.005,0,0.2,0.088,24,0,-0.05,0,0,0
218838,0.202,0,-0.004,0,0.2,-0.06,24,0,-0.05,0,0,0
218839,0.202,0,0,0,0.2,-0.06,24,0,-0.05,0,0,0
218840,0.202,0,-0.01,0,0.2,-0.06,24,0,-0.05,0,0,0
218841,0.209,0,0.007,0,0.2,-0.207,24,0,-0.05,0,0,0
218842,0.202,0,0.019,0,0.2,-0.059,24,0,-0.05,0,0,0
218843,0.209,0,0.023,0,0.2,-0.206,24,0,-0.05,0,0,0
218844,0.209,0,0.053,0,0.2,-0.204,24,0,-0.05,0,0,0
218845,0.202,0,0.048,0,0.2,-0.057,24,0,-0.05,0,0,0
218846,0.202,0,0.044,0,0.2,-0.058,24,0,-0.05,0,0,0
218847,0.202,0,0.05,0,0.2,-0.057,24,0,-0.05,0,0,0
218848,0.209,0,0.05,0,0.2,-0.204,24,0,-0.05,0,0,0
218849,0.202,0,0.051,0,0.2,-0.057,24,0,-0.05,0,0,0
218850,0.202,0,0.044,0,0.2,-0.058,24,0,-0.05,0,0,0
218851,0.202,0,0.047,0,0.2,-0.057,24,0,-0.05,0,0,0
218852,0.202,0,0.038,0,0.2,-0.058,24,0,-0.05,0,0,0
218853,0.202,0,0.028,0,0.2,-0.058,24,0,-0.05,0,0,0
218854,0.202,0,0.027,0,0.2,-0.058,24,0,-0.05,0,0,0
218855,0.196,0,0.007,0,0.2,0.088,24,0,-0.05,0,0,0
218856,0.202,0,-0.004,0,0.2,-0.06,24,0,-0.05,0,0,0
218857,0.202,0,-0.002,0,0.2,-0.06,24,0,-0.05,0,0,0
218858,0.209,0,0.001,0,0.2,-0.207,24,0,-0.05,0,0,0
218859,0.209,0,0.023,0,0.2,-0.206,24,0,-0.05,0,0,0
218860,0.202,0,0.027,0,0.2,-0.058,24,0,-0.05,0,0,0
218861,0.202,0,0.023,0,0.2,-0.059,24,0,-0.05,0,0,0
218862,0.202,0,0.026,0,0.2,-0.058,24,0,-0.05,0,0,0
218863,0.202,0,0.014,0,0.2,-0.059,24,0,-0.05,0,0,0
218864,0.202,0,0.009,0,0.2,-0.059,24,0,-0.05,0,0,0
218865,0.196,0,-0.006,0,0.2,0.087,24,0,-0.05,0,0,0
218866,0.202,0,-0.017,0,0.2,-0.061,24,0,-0.05,0,0,0
218867,0.202,0,-0.014,0,0.2,-0.06,24,0,-0.05,0,0,0
218868,0.202,0,-0.026,0,0.2,-0.061,24,0,-0.05,0,0,0
218869,0.202,0,-0.023,0,0.2,-0.061,24,0,-0.05,0,0,0
218870,0.202,0,-0.019,0,0.2,-0.061,24,0,-0.05,0,0,0
218871,0.202,0,-0.024,0,0.2,-0.061,24,0,-0.05,0,0,0
218872,0.196,0,-0.038,0,0.2,0.086,24,0,-0.05,0,0,0
218873,0.202,0,-0.045,0,0.2,-0.062,24,0,-0.05,0,0,0
218874,0.196,0,-0.053,0,0.2,0.085,24,0,-0.05,0,0,0
218875,0.196,0,-0.082,0,0.2,0.083,24,0,-0.05,0,0,0
218876,0.202,0,-0.078,0,0.2,-0.064,24,0,-0.05,0,0,0
218877,0.202,0,-0.073,0,0.2,-0.063,24,0,-0.05,0,0,0
218878,0.209,0,-0.065,0,0.2,-0.21,24,0,-0.05,0,0,0
218879,0.209,0,-0.03,0,0.2,-0.208,24,0,-0.05,0,0,0
218880,0.209,0,-0.009,0,0.2,-0.207,24,0,-0.05,0,0,0
218881,0.202,0,0.001,0,0.2,-0.06,24,0,-0.05,0,0,0
218882,0.202,0,0.004,0,0.2,-0.06,24,0,-0.05,0,0,0
218883,0.202,0,0.005,0,0.2,-0.059,24,0,-0.05,0,0,0
218884,0.202,0,0.001,0,0.2,-0.06,24,0,-0.05,0,0,0
218885,0.196,0,-0.016,0,0.2,0.087,24,0,-0.05,0,0,0
218886,0.202,0,-0.02,0,0.2,-0.061,24,0,-0.05,0,0,0
218887,0.202,0,-0.016,0,0.2,-0.061,24,0,-0.05,0,0,0
218888,0.202,0,-0.025,0,0.2,-0.061,24,0,-0.05,0,0,0
218889,0.202,0,-0.02,0,0.2,-0.061,24,0,-0.05,0,0,0
218890,0.196,0,-0.028,0,0.2,0.086,24,0,-0.05,0,0,0
218891,0.202,0,-0.038,0,0.2,-0.062,24,0,-0.05,0,0,0
218892,0.202,0,-0.03,0,0.2,-0.061,24,0,-0.05,0,0,0
218893,0.202,0,-0.037,0,0.2,-0.062,24,0,-0.05,0,0,0
218894,0.202,0,-0.031,0,0.2,-0.061,24,0,-0.05,0,0,0
218895,0.209,0,-0.009,0,0.2,-0.207,24,0,-0.05,0,0,0
218896,0.209,0,0.01,0,0.2,-0.206,24,0,-0.05,0,0,0
218897,0.202,0,0.014,0,0.2,-0.059,24,0,-0.05,0,0,0
218898,0.202,0,0.019,0,0.2,-0.059,24,0,-0.05,0,0,0
218899,0.209,0,0.038,0,0.2,-0.205,24,0,-0.05,0,0,0
218900,0.196,0,0.021,0,0.2,0.089,24,0,-0.05,0,0,0
218901,0.202,0,0.007,0,0.2,-0.059,24,0,-0.05,0,0,0
218902,0.202,0,0.023,0,0.2,-0.059,24,0,-0.05,0,0,0
218903,0.202,0,0.008,0,0.2,-0.059,24,0,-0.05,0,0,0
218904,0.202,0,0.005,0,0.2,-0.059,24,0,-0.05,0,0,0
218905,0.202,0,0.013,0,0.2,-0.059,24,0,-0.05,0,0,0
218906,0.202,0,0.006,0,0.2,-0.059,24,0,-0.05,0,0,0
218907,0.202,0,0.006,0,0.2,-0.059,24,0,-0.05,0,0,0
218908,0.202,0,0.006,0,0.2,-0.059,24,0,-0.05,0,0,0
218909,0.202,0,0.005,0,0.2,-0.059,24,0,-0.05,0,0,0
218910,0.209,0,0.018,0,0.2,-0.206,24,0,-0.05,0,0,0
218911,0.202,0,0.024,0,0.2,-0.059,24,0,-0.05,0,0,0
218912,0.202,0,0.017,0,0.2,-0.059,24,0,-0.05,0,0,0
218913,0.202,0,0.025,0,0.2,-0.058,24,0,-0.05,0,0,0
218914,0.202,0,0.019,0,0.2,-0.059,24,0,-0.05,0,0,0
218915,0.202,0,0.012,0,0.2,-0.059,24,0,-0.05,0,0,0
218916,0.202,0,0.014,0,0.2,-0.059,24,0,-0.05,0,0,0
218917,0.196,0,-0.003,0,0.2,0.087,24,0,-0.05,0,0,0
218918,0.202,0,-0.011,0,0.2,-0.06,24,0,-0.05,0,0,0
218919,0.202,0,-0.007,0,0.2,-0.06,24,0,-0.05,0,0,0
218920,0.202,0,-0.017,0,0.2,-0.061,24,0,-0.05,0,0,0
