-0.2712	0.01412
-0.2662	0.01407
-0.2612	0.01401
-0.2561	0.01397
-0.2511	0.01393
-0.246	0.01389
-0.2409	0.01386
-0.2359	0.01383
-0.2309	0.0138
-0.2258	0.01376
-0.2208	0.01371
-0.2157	0.01367
-0.2107	0.01362
-0.2057	0.01356
-0.2008	0.01351
-0.1958	0.01347
-0.1907	0.01343
-0.1807	0.01333
-0.1757	0.01327
-0.1707	0.01322
-0.1656	0.01318
-0.1607	0.01312
-0.1558	0.01306
-0.151	0.01299
-0.1462	0.01292
-0.1416	0.01281
-0.137	0.0127
-0.1324	0.01259
-0.1241	0.01227
-0.1207	0.01203
-0.1178	0.01174
-0.1149	0.01149
-0.1121	0.01124
-0.1093	0.01102
-0.1066	0.01081
-0.1039	0.01062
-0.1015	0.01044
-0.0986	0.01029
-0.0956	0.01015
-0.0924	0.01002
-0.0888	0.00989
-0.0847	0.00976
-0.0798	0.00963
-0.0724	0.00946
0.0937	0.00974
0.1096	0.00974
0.1212	0.00971
0.1251	0.00968
0.129	0.00965
0.1329	0.00962
0.1369	0.0096
0.141	0.00958
0.1452	0.00956
0.1495	0.00954
0.1538	0.00952
0.1581	0.0095
0.1624	0.00949
0.1667	0.00949
0.1712	0.00948
0.1757	0.00946
0.1802	0.00946
0.1848	0.00945
0.1893	0.00945
0.1938	0.00945
0.1984	0.00945
0.2031	0.00945
0.2078	0.00945
0.2124	0.00945
0.2171	0.00945
0.2217	0.00946
0.2263	0.00948
0.2311	0.00948
0.236	0.00948
0.2407	0.00949
0.2455	0.0095
0.2502	0.00951
0.2549	0.00953
0.2596	0.00955
0.2645	0.00956
0.2694	0.00957
0.2743	0.00958
0.2791	0.0096
0.2839	0.00962
0.2886	0.00964
0.2934	0.00968
0.2983	0.00969
0.3033	0.0097
0.3082	0.00971
0.3131	0.00973
0.3179	0.00976
0.3228	0.00978
0.3276	0.00982
0.3323	0.00987
0.3374	0.00988
0.3423	0.00989
0.3473	0.00991
0.3522	0.00993
0.3571	0.00996
0.362	0.00999
0.3669	0.01003
0.3717	0.01007
0.3766	0.01012
0.3816	0.01014
0.3866	0.01015
0.3916	0.01018
0.3966	0.0102
0.4015	0.01022
0.4065	0.01026
0.4113	0.01029
0.4162	0.01034
0.4211	0.0104
0.426	0.01045
0.4311	0.01046
0.4361	0.01048
0.4411	0.01051
0.4462	0.01053
0.4511	0.01056
0.4561	0.01059
0.461	0.01063
0.466	0.01068
0.4708	0.01073
0.4757	0.0108
0.4807	0.01085
0.4857	0.01086
0.4908	0.01089
0.4958	0.01092
0.5009	0.01095
0.5059	0.01098
0.5109	0.01101
0.5158	0.01105
0.5208	0.01109
0.5257	0.01114
0.5306	0.01121
0.5355	0.01129
0.5405	0.01134
0.5455	0.01135
0.5505	0.01134
0.5555	0.01131
0.5602	0.01129
0.5646	0.01135
0.5698	0.01128
0.5747	0.01125
0.5795	0.01127
0.584	0.01134
0.5892	0.01134
0.5944	0.01135
0.5994	0.01135
0.6042	0.01137
0.6089	0.01142
0.6141	0.01143
0.6192	0.01145
0.6239	0.01148
0.6287	0.01152
0.6338	0.01155
0.6388	0.01159
0.6434	0.01166
0.6484	0.0117
0.6532	0.01176
0.658	0.01182
0.6624	0.01194
0.6672	0.01202
0.6718	0.01212
0.6759	0.01229
0.6798	0.01251
0.6837	0.01272
0.6868	0.01306
0.6847	0.01427
0.6874	0.01475
0.6921	0.01487
0.6968	0.01497
0.7016	0.01508
0.7063	0.01519
0.711	0.0153
0.7157	0.01541
0.7204	0.01553
0.7251	0.01566
0.7298	0.01577
0.7345	0.01588
0.7392	0.016
0.7438	0.01612
0.7485	0.01625
0.7531	0.01638
0.7577	0.01652
0.7622	0.01666
0.7668	0.01681
0.7713	0.01696
0.7758	0.01711
0.7802	0.01728
0.7846	0.01745
0.789	0.01762
0.7933	0.01781
0.7976	0.018
0.8018	0.0182
0.806	0.01841
0.8101	0.01862
0.8142	0.01885
0.8182	0.01909
0.822	0.01935
0.8258	0.01961
0.8295	0.01989
0.8331	0.02018
0.8365	0.02049
0.8399	0.02082
0.843	0.02116
0.8461	0.02152
0.8489	0.0219
0.8521	0.02222
0.8562	0.02241
0.8603	0.0226
0.8644	0.02279
0.8685	0.02298
0.8724	0.02319
0.8762	0.02343
0.8798	0.02369
0.8832	0.02398
0.8865	0.02427
0.8897	0.02458
0.8928	0.0249
0.8958	0.02523
0.8987	0.02557
0.9016	0.02591
0.9044	0.02626
0.9072	0.02661
0.91	0.02697
0.9127	0.02735
0.9155	0.02773
0.9182	0.02815
0.921	0.0286
0.9241	0.02918
0.9285	0.02932
0.9335	0.02922
0.9387	0.02925
0.9426	0.02958
0.9464	0.02997
0.9502	0.03039
0.9541	0.03087
0.9586	0.03148
0.9661	0.03234
0.9694	0.03184
0.9734	0.03204
0.9786	0.03265
0.9858	0.03371
0.9915	0.0333
1.0082	0.03461
0.9545	0.02011
0.9542	0.01913
