0.1288	0.00857
0.1533	0.00856
0.1615	0.00854
0.1701	0.00852
0.1788	0.00851
0.1876	0.00851
0.1967	0.00851
0.2059	0.00851
0.215	0.00853
0.2243	0.00854
0.2338	0.00855
0.2433	0.00858
0.2526	0.00862
0.2623	0.00863
0.272	0.00865
0.2815	0.00869
0.2911	0.00874
0.301	0.00876
0.3108	0.00879
0.3205	0.00884
0.3301	0.00891
0.3401	0.00892
0.3501	0.00895
0.3599	0.009
0.3696	0.00907
0.3794	0.00913
0.3895	0.00916
0.3995	0.0092
0.4094	0.00925
0.4192	0.00932
0.4289	0.00942
0.4391	0.00944
0.4492	0.00948
0.4592	0.00953
0.4691	0.0096
0.4789	0.00969
0.4887	0.00978
0.4989	0.00982
0.5091	0.00986
0.5191	0.0099
0.5285	0.00996
0.5385	0.00991
0.5484	0.00995
0.5585	0.01
0.5684	0.01007
0.5783	0.01013
0.5881	0.0102
0.598	0.01028
0.6078	0.01036
0.6177	0.01045
0.6272	0.01058
0.6366	0.01075
0.6453	0.01101
0.6536	0.01135
0.6571	0.01242
0.6621	0.01338
0.6718	0.01353
0.6815	0.01369
0.6912	0.01386
0.7008	0.01404
0.7103	0.01423
0.7198	0.01444
0.7292	0.01466
0.7386	0.01489
0.7478	0.01514
0.757	0.0154
0.7661	0.01567
0.7752	0.01596
0.7842	0.01626
0.793	0.01659
0.8017	0.01695
0.8101	0.01735
0.8183	0.01779
0.8261	0.01827
0.8337	0.01879
0.841	0.01935
0.8479	0.01995
0.8545	0.02058
0.8606	0.02127
0.8661	0.02204
0.8702	0.02297
0.8799	0.02312
0.8901	0.02327
0.8968	0.02388
0.9027	0.02461
0.908	0.02544
0.9134	0.02658
0.9258	0.02622
0.9326	0.02717
