-0.2847	0.01105
-0.2796	0.01101
-0.2744	0.01096
-0.2693	0.01091
-0.2641	0.01086
-0.2589	0.01081
-0.249	0.01067
-0.2444	0.01056
-0.2392	0.01053
-0.234	0.0105
-0.2289	0.01047
-0.2236	0.01043
-0.2183	0.01039
-0.2131	0.01036
-0.2078	0.01032
-0.2027	0.01029
-0.1975	0.01025
-0.1924	0.01021
-0.1873	0.01017
-0.1821	0.01015
-0.1768	0.01013
-0.1715	0.0101
-0.1662	0.01006
-0.1609	0.01003
-0.1557	0.01
-0.1505	0.00998
-0.1453	0.00995
-0.1401	0.00993
-0.1349	0.0099
-0.1296	0.00987
-0.1244	0.00984
-0.1191	0.00981
-0.114	0.00978
-0.1088	0.00975
-0.1039	0.00971
-0.099	0.00965
-0.0939	0.00959
-0.0887	0.00956
-0.0835	0.00953
-0.0785	0.00949
-0.0734	0.00946
-0.0685	0.00941
-0.0636	0.00936
-0.0587	0.00928
-0.0541	0.00919
-0.0456	0.00893
-0.0419	0.00875
-0.0382	0.00859
-0.0342	0.00844
-0.0304	0.00828
-0.0267	0.00811
-0.0233	0.00794
-0.02	0.00778
-0.017	0.00762
-0.014	0.00749
-0.011	0.00736
-0.0081	0.00724
-0.0051	0.00713
-0.0021	0.00702
0.001	0.00692
0.0045	0.00682
0.009	0.00663
0.1617	0.00695
0.1728	0.00699
0.1832	0.00704
0.1932	0.00708
0.2029	0.00709
0.2118	0.0071
0.2204	0.00711
0.229	0.00711
0.2377	0.00712
0.2433	0.00714
0.2479	0.00715
0.2526	0.00715
0.2574	0.00715
0.2621	0.00716
0.2668	0.00717
0.2716	0.00718
0.2763	0.00719
0.281	0.00721
0.2857	0.00724
0.2905	0.00724
0.2954	0.00724
0.3003	0.00725
0.3052	0.00726
0.31	0.00727
0.3149	0.00729
0.3197	0.00731
0.3245	0.00733
0.3293	0.00736
0.3342	0.00737
0.3392	0.00737
0.3441	0.00738
0.3491	0.00739
0.3541	0.00741
0.359	0.00742
0.3639	0.00744
0.3688	0.00746
0.3737	0.00748
0.3785	0.00751
0.3834	0.00754
0.3884	0.00755
0.3935	0.00755
0.3985	0.00756
0.4035	0.00758
0.4086	0.00759
0.4136	0.00761
0.4185	0.00763
0.4235	0.00765
0.4284	0.00767
0.4334	0.0077
0.4383	0.00773
0.4432	0.00776
0.4482	0.00778
0.4533	0.00778
0.4584	0.00779
0.4635	0.00781
0.4686	0.00782
0.4736	0.00784
0.4786	0.00786
0.4833	0.0079
0.4884	0.00791
0.4931	0.00796
0.4979	0.008
0.503	0.00801
0.508	0.00803
0.513	0.00806
0.518	0.00809
0.5229	0.00812
0.5278	0.00816
0.5329	0.00818
0.538	0.0082
0.5425	0.00828
0.5474	0.00833
0.5524	0.00836
0.5573	0.0084
0.5621	0.00845
0.5671	0.00849
0.572	0.00853
0.5763	0.00865
0.5808	0.00875
0.5856	0.00881
0.5902	0.00889
0.5948	0.00897
0.5983	0.00921
0.6019	0.00943
0.6053	0.00968
0.6036	0.0107
0.6076	0.0109
0.6126	0.01096
0.6175	0.01101
0.6224	0.01107
0.6274	0.01112
0.6323	0.01117
0.6373	0.01123
0.6422	0.01129
0.6471	0.01135
0.652	0.01141
0.6569	0.01147
0.6618	0.01153
0.6667	0.0116
0.6715	0.01167
0.6764	0.01175
0.6812	0.01183
0.686	0.01191
0.6908	0.01199
0.6956	0.01207
0.7004	0.01215
0.7052	0.01224
0.71	0.01232
0.7148	0.01241
0.7195	0.01249
0.7243	0.01258
0.7291	0.01268
0.7338	0.01277
0.7385	0.01287
0.7432	0.01298
0.7479	0.01309
0.7524	0.01322
0.757	0.01336
0.7614	0.01351
0.7658	0.01367
0.7702	0.01383
0.7745	0.01401
0.7787	0.0142
0.7829	0.0144
0.7869	0.01462
0.7908	0.01487
0.7944	0.01514
0.7977	0.01548
0.8001	0.01595
0.8057	0.01592
0.8113	0.01588
0.8168	0.01587
0.8212	0.01605
0.825	0.01631
0.8285	0.01662
0.8316	0.01697
0.8342	0.0174
0.8346	0.01813
0.8416	0.0179
0.8489	0.01769
0.8518	0.01809
0.8537	0.01861
0.854	0.01935
0.8643	0.01874
0.8657	0.01934
0.8733	0.01913
